match_id,date,time,tour,tournament,surface,round,player_a,player_b,player_a_rank,player_b_rank,diff_rank,player_a_odds,player_b_odds,player_a_implied_prob,player_b_implied_prob,diff_implied_prob,player_a_matches_before,player_b_matches_before,player_a_win_rate_l5,player_b_win_rate_l5,diff_win_rate_l5,player_a_win_rate_all,player_b_win_rate_all,diff_win_rate_all,player_a_streak,player_b_streak,diff_streak,TARGET_player_a_win
ATP-2023-0403-187,2023-03-20,nan,ATP,Miami Masters,Hard,R128,Aleksandar Kovacevic,Jaume Munar,102.0,66.0,-36.0,,,,,,1.0,6.0,0.0,0.6,-0.6,0.0,0.5,-0.5,-1.0,-1.0,0.0,1
ATP-2023-0403-188,2023-03-20,nan,ATP,Miami Masters,Hard,R128,Jason Kubler,Thiago Monteiro,70.0,81.0,11.0,,,,,,0.0,4.0,,0.25,,,0.25,,0.0,-1.0,1.0,0
ATP-2023-0403-191,2023-03-20,nan,ATP,Miami Masters,Hard,R128,Roberto Carballes Baena,Bernabe Zapata Miralles,84.0,41.0,-43.0,,,,,,11.0,6.0,1.0,0.4,0.6,0.6363636363636364,0.3333333333333333,0.30303030303030304,5.0,-2.0,7.0,1
ATP-2023-0403-192,2023-03-20,nan,ATP,Miami Masters,Hard,R128,Alex Molcan,Jordan Thompson,56.0,83.0,27.0,,,,,,5.0,9.0,0.4,0.4,0.0,0.4,0.4444444444444444,-0.0444444444444444,-1.0,-2.0,1.0,1
ATP-2023-0403-195,2023-03-20,nan,ATP,Miami Masters,Hard,R128,Daniel Elahi Galan,Mackenzie Mcdonald,89.0,55.0,-34.0,,,,,,4.0,7.0,0.5,0.4,0.09999999999999998,0.5,0.42857142857142855,0.07142857142857145,-1.0,-1.0,0.0,0
ATP-2023-0403-196,2023-03-20,nan,ATP,Miami Masters,Hard,R128,Quentin Halys,Pedro Martinez,79.0,121.0,42.0,,,,,,7.0,1.0,0.4,0.0,0.4,0.5714285714285714,0.0,0.5714285714285714,-1.0,-1.0,0.0,1
ATP-2023-0403-199,2023-03-20,nan,ATP,Miami Masters,Hard,R128,Roman Safiullin,Gregoire Barrere,104.0,65.0,-39.0,,,,,,4.0,9.0,0.5,0.6,-0.09999999999999998,0.5,0.5555555555555556,-0.05555555555555558,-1.0,-1.0,0.0,0
ATP-2023-0403-200,2023-03-20,nan,ATP,Miami Masters,Hard,R128,Denis Kudla,Christopher Eubanks,122.0,119.0,-3.0,,,,,,0.0,7.0,,0.2,,,0.2857142857142857,,0.0,-3.0,3.0,0
ATP-2023-0403-203,2023-03-20,nan,ATP,Miami Masters,Hard,R128,Juncheng Shang,Adrian Mannarino,181.0,62.0,-119.0,,,,,,0.0,12.0,,0.4,,,0.5833333333333334,,0.0,-3.0,3.0,0
ATP-2023-0403-204,2023-03-20,nan,ATP,Miami Masters,Hard,R128,Zizou Bergs,Thanasi Kokkinakis,135.0,94.0,-41.0,,,,,,3.0,0.0,0.6666666666666666,,,0.6666666666666666,,,-1.0,0.0,-1.0,0
ATP-2023-0403-207,2023-03-20,nan,ATP,Miami Masters,Hard,R128,J J Wolf,Alexander Bublik,50.0,48.0,-2.0,,,,,,7.0,8.0,0.2,0.4,-0.2,0.2857142857142857,0.25,0.0357142857142857,-3.0,-2.0,-1.0,1
ATP-2023-0403-208,2023-03-20,nan,ATP,Miami Masters,Hard,R128,Gael Monfils,Ugo Humbert,280.0,78.0,-202.0,,,,,,3.0,17.0,0.3333333333333333,0.6,-0.26666666666666666,0.3333333333333333,0.5882352941176471,-0.25490196078431376,-2.0,-2.0,0.0,0
ATP-2023-0403-211,2023-03-20,nan,ATP,Miami Masters,Hard,R128,Fabio Fognini,Jan Lennard Struff,91.0,103.0,12.0,,,,,,6.0,10.0,0.6,0.2,0.39999999999999997,0.5,0.5,0.0,-1.0,-3.0,2.0,0
ATP-2023-0403-212,2023-03-20,nan,ATP,Miami Masters,Hard,R128,Aleksandar Vukic,Laslo Djere,168.0,58.0,-110.0,,,,,,3.0,10.0,0.0,0.6,-0.6,0.0,0.6,-0.6,-3.0,-1.0,-2.0,0
ATP-2023-0403-215,2023-03-20,nan,ATP,Miami Masters,Hard,R128,Taro Daniel,Arthur Rinderknech,97.0,72.0,-25.0,,,,,,2.0,7.0,0.0,0.6,-0.6,0.0,0.42857142857142855,-0.42857142857142855,-2.0,-1.0,-1.0,1
ATP-2023-0403-216,2023-03-20,nan,ATP,Miami Masters,Hard,R128,Emil Ruusuvuori,Nuno Borges,54.0,68.0,14.0,,,,,,4.0,0.0,0.25,,,0.25,,,-1.0,0.0,-1.0,1
ATP-2023-0403-219,2023-03-20,nan,ATP,Miami Masters,Hard,R128,Alexei Popyrin,Mikael Ymer,93.0,53.0,-40.0,,,,,,8.0,1.0,0.2,0.0,0.2,0.375,0.0,0.375,-1.0,-1.0,0.0,1
ATP-2023-0403-220,2023-03-20,nan,ATP,Miami Masters,Hard,R128,Daniel Altmaier,Ilya Ivashka,114.0,80.0,-34.0,,,,,,12.0,3.0,0.4,0.6666666666666666,-0.2666666666666666,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.0,-1.0,0.0,0
ATP-2023-0403-223,2023-03-20,nan,ATP,Miami Masters,Hard,R128,Marton Fucsovics,Pedro Cachin,74.0,63.0,-11.0,,,,,,9.0,8.0,0.4,0.8,-0.4,0.5555555555555556,0.75,-0.19444444444444442,-1.0,-1.0,0.0,1
ATP-2023-0403-224,2023-03-20,nan,ATP,Miami Masters,Hard,R128,Yibing Wu,Kyle Edmund,64.0,544.0,480.0,,,,,,5.0,1.0,0.6,0.0,0.6,0.6,0.0,0.6,-1.0,-1.0,0.0,1
ATP-2023-0403-227,2023-03-20,nan,ATP,Miami Masters,Hard,R128,Guido Pella,Juan Pablo Varillas,581.0,88.0,-493.0,,,,,,2.0,4.0,0.0,0.5,-0.5,0.0,0.5,-0.5,-2.0,-2.0,0.0,1
ATP-2023-0403-228,2023-03-20,nan,ATP,Miami Masters,Hard,R128,Emilio Nava,John Isner,182.0,46.0,-136.0,,,,,,0.0,5.0,,0.6,,,0.6,,0.0,-1.0,1.0,1
ATP-2023-0403-231,2023-03-20,nan,ATP,Miami Masters,Hard,R128,Albert Ramos,Marc Andrea Huesler,51.0,47.0,-4.0,,,,,,8.0,7.0,0.4,0.2,0.2,0.625,0.2857142857142857,0.3392857142857143,-2.0,-1.0,-1.0,0
ATP-2023-0403-232,2023-03-20,nan,ATP,Miami Masters,Hard,R128,Brandon Nakashima,Oscar Otte,45.0,85.0,40.0,,,,,,0.0,3.0,,0.3333333333333333,,,0.3333333333333333,,0.0,-2.0,2.0,1
ATP-2023-0403-235,2023-03-20,nan,ATP,Miami Masters,Hard,R128,Dusan Lajovic,Andy Murray,76.0,52.0,-24.0,,,,,,6.0,4.0,0.2,0.25,-0.04999999999999999,0.16666666666666666,0.25,-0.08333333333333334,-1.0,-2.0,1.0,1
ATP-2023-0403-236,2023-03-20,nan,ATP,Miami Masters,Hard,R128,Felipe Meligeni Alves,Facundo Bagnis,164.0,100.0,-64.0,,,,,,0.0,3.0,,0.3333333333333333,,,0.3333333333333333,,0.0,-2.0,2.0,0
ATP-2023-0403-238,2023-03-20,nan,ATP,Miami Masters,Hard,R64,Richard Gasquet,Stefanos Tsitsipas,40.0,3.0,-37.0,,,,,,12.0,9.0,0.2,0.6,-0.39999999999999997,0.6666666666666666,0.6666666666666666,0.0,1.0,-1.0,2.0,0
ATP-2023-0403-239,2023-03-20,nan,ATP,Miami Masters,Hard,R64,Cristian Garin,Sebastian Baez,82.0,33.0,-49.0,,,,,,6.0,11.0,0.6,0.6,0.0,0.6666666666666666,0.5454545454545454,0.12121212121212122,1.0,-2.0,3.0,1
ATP-2023-0403-240,2023-03-20,nan,ATP,Miami Masters,Hard,R64,Jiri Lehecka,Lorenzo Musetti,44.0,21.0,-23.0,,,,,,10.0,13.0,0.4,0.2,0.2,0.5,0.5384615384615384,-0.038461538461538436,1.0,-1.0,2.0,1
ATP-2023-0403-241,2023-03-20,nan,ATP,Miami Masters,Hard,R64,Tomas Martin Etcheverry,Karen Khachanov,73.0,16.0,-57.0,,,,,,11.0,10.0,0.4,0.6,-0.19999999999999996,0.5454545454545454,0.6,-0.054545454545454564,1.0,-1.0,2.0,0
ATP-2023-0403-242,2023-03-20,nan,ATP,Miami Masters,Hard,R64,Frances Tiafoe,Yosuke Watanuki,14.0,123.0,109.0,,,,,,11.0,5.0,0.4,0.4,0.0,0.6363636363636364,0.4,0.23636363636363633,-2.0,1.0,-3.0,1
ATP-2023-0403-243,2023-03-20,nan,ATP,Miami Masters,Hard,R64,Lorenzo Sonego,Daniel Evans,59.0,29.0,-30.0,,,,,,14.0,5.0,0.6,0.4,0.19999999999999996,0.5714285714285714,0.4,0.17142857142857137,1.0,-1.0,2.0,1
ATP-2023-0403-244,2023-03-20,nan,ATP,Miami Masters,Hard,R64,Francisco Cerundolo,Aleksandar Kovacevic,31.0,102.0,71.0,,,,,,10.0,2.0,0.4,0.5,-0.09999999999999998,0.5,0.5,0.0,-1.0,1.0,-2.0,1
ATP-2023-0403-245,2023-03-20,nan,ATP,Miami Masters,Hard,R64,Thiago Monteiro,Felix Auger Aliassime,81.0,6.0,-75.0,,,,,,5.0,10.0,0.4,0.6,-0.19999999999999996,0.4,0.8,-0.4,1.0,-1.0,2.0,0
ATP-2023-0403-246,2023-03-20,nan,ATP,Miami Masters,Hard,R64,Daniil Medvedev,Roberto Carballes Baena,5.0,84.0,79.0,,,,,,6.0,12.0,0.8,1.0,-0.19999999999999996,0.6666666666666666,0.6666666666666666,0.0,-1.0,6.0,-7.0,1
ATP-2023-0403-247,2023-03-20,nan,ATP,Miami Masters,Hard,R64,Yoshihito Nishioka,Alex Molcan,34.0,56.0,22.0,,,,,,3.0,6.0,0.3333333333333333,0.6,-0.26666666666666666,0.3333333333333333,0.5,-0.16666666666666669,-1.0,1.0,-2.0,0
ATP-2023-0403-248,2023-03-20,nan,ATP,Miami Masters,Hard,R64,Matteo Berrettini,Mackenzie Mcdonald,23.0,55.0,32.0,,,,,,1.0,8.0,0.0,0.6,-0.6,0.0,0.5,-0.5,-1.0,1.0,-2.0,0
ATP-2023-0403-249,2023-03-20,nan,ATP,Miami Masters,Hard,R64,Quentin Halys,Alex De Minaur,79.0,18.0,-61.0,,,,,,8.0,14.0,0.6,0.6,0.0,0.625,0.7142857142857143,-0.0892857142857143,1.0,-1.0,2.0,1
ATP-2023-0403-250,2023-03-20,nan,ATP,Miami Masters,Hard,R64,Cameron Norrie,Gregoire Barrere,12.0,65.0,53.0,,,,,,10.0,10.0,0.4,0.6,-0.19999999999999996,0.6,0.6,0.0,-1.0,1.0,-2.0,0
ATP-2023-0403-251,2023-03-20,nan,ATP,Miami Masters,Hard,R64,Borna Coric,Christopher Eubanks,20.0,119.0,99.0,,,,,,2.0,8.0,0.5,0.4,0.09999999999999998,0.5,0.375,0.125,-1.0,1.0,-2.0,0
ATP-2023-0403-252,2023-03-20,nan,ATP,Miami Masters,Hard,R64,Ben Shelton,Adrian Mannarino,39.0,62.0,23.0,,,,,,12.0,13.0,0.6,0.4,0.19999999999999996,0.5833333333333334,0.6153846153846154,-0.03205128205128205,-2.0,1.0,-3.0,0
ATP-2023-0403-253,2023-03-20,nan,ATP,Miami Masters,Hard,R64,Thanasi Kokkinakis,Hubert Hurkacz,94.0,9.0,-85.0,,,,,,1.0,13.0,1.0,0.6,0.4,1.0,0.6923076923076923,0.3076923076923077,1.0,-1.0,2.0,0
ATP-2023-0403-254,2023-03-20,nan,ATP,Miami Masters,Hard,R64,Andrey Rublev,J J Wolf,7.0,50.0,43.0,,,,,,12.0,8.0,0.6,0.4,0.19999999999999996,0.8333333333333334,0.375,0.45833333333333337,-1.0,1.0,-2.0,1
ATP-2023-0403-255,2023-03-20,nan,ATP,Miami Masters,Hard,R64,Ugo Humbert,Miomir Kecmanovic,78.0,35.0,-43.0,,,,,,18.0,6.0,0.6,0.4,0.19999999999999996,0.6111111111111112,0.3333333333333333,0.27777777777777785,1.0,-3.0,4.0,0
ATP-2023-0403-256,2023-03-20,nan,ATP,Miami Masters,Hard,R64,Grigor Dimitrov,Jan Lennard Struff,27.0,103.0,76.0,,,,,,15.0,11.0,0.8,0.4,0.4,0.7333333333333333,0.5454545454545454,0.18787878787878787,-1.0,1.0,-2.0,1
ATP-2023-0403-257,2023-03-20,nan,ATP,Miami Masters,Hard,R64,Jannik Sinner,Laslo Djere,11.0,58.0,47.0,,,,,,11.0,11.0,0.8,0.6,0.20000000000000007,0.9090909090909091,0.6363636363636364,0.2727272727272727,4.0,1.0,3.0,1
ATP-2023-0403-258,2023-03-20,nan,ATP,Miami Masters,Hard,R64,Taro Daniel,Alexander Zverev,97.0,15.0,-82.0,,,,,,3.0,14.0,0.3333333333333333,0.6,-0.26666666666666666,0.3333333333333333,0.5714285714285714,-0.23809523809523808,1.0,-1.0,2.0,1
ATP-2023-0403-259,2023-03-20,nan,ATP,Miami Masters,Hard,R64,Emil Ruusuvuori,Roberto Bautista Agut,54.0,28.0,-26.0,,,,,,5.0,5.0,0.4,0.2,0.2,0.4,0.2,0.2,1.0,-2.0,3.0,1
ATP-2023-0403-260,2023-03-20,nan,ATP,Miami Masters,Hard,R64,Botic Van De Zandschulp,Alexei Popyrin,32.0,93.0,61.0,,,,,,12.0,9.0,0.4,0.4,0.0,0.5,0.4444444444444444,0.05555555555555558,-2.0,1.0,-3.0,1
ATP-2023-0403-261,2023-03-20,nan,ATP,Miami Masters,Hard,R64,Ilya Ivashka,Casper Ruud,80.0,4.0,-76.0,,,,,,4.0,12.0,0.75,0.4,0.35,0.75,0.5,0.25,1.0,-2.0,3.0,0
ATP-2023-0403-262,2023-03-20,nan,ATP,Miami Masters,Hard,R64,Holger Rune,Marton Fucsovics,8.0,74.0,66.0,,,,,,18.0,10.0,0.6,0.4,0.19999999999999996,0.7777777777777778,0.6,0.1777777777777778,-1.0,1.0,-2.0,1
ATP-2023-0403-263,2023-03-20,nan,ATP,Miami Masters,Hard,R64,Diego Schwartzman,Yibing Wu,38.0,64.0,26.0,,,,,,6.0,6.0,0.4,0.6,-0.19999999999999996,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.0,1.0,-2.0,1
ATP-2023-0403-264,2023-03-20,nan,ATP,Miami Masters,Hard,R64,Guido Pella,Denis Shapovalov,581.0,30.0,-551.0,,,,,,3.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.0,-1.0,2.0,0
ATP-2023-0403-265,2023-03-20,nan,ATP,Miami Masters,Hard,R64,Taylor Fritz,Emilio Nava,10.0,182.0,172.0,,,,,,16.0,1.0,0.4,1.0,-0.6,0.5625,1.0,-0.4375,-1.0,1.0,-2.0,1
ATP-2023-0403-266,2023-03-20,nan,ATP,Miami Masters,Hard,R64,Marc Andrea Huesler,Tommy Paul,47.0,19.0,-28.0,,,,,,8.0,12.0,0.4,0.4,0.0,0.375,0.5,-0.125,1.0,-1.0,2.0,0
ATP-2023-0403-267,2023-03-20,nan,ATP,Miami Masters,Hard,R64,Brandon Nakashima,Alejandro Davidovich Fokina,45.0,25.0,-20.0,,,,,,1.0,6.0,1.0,0.4,0.6,1.0,0.3333333333333333,0.6666666666666667,1.0,-1.0,2.0,0
ATP-2023-0403-268,2023-03-20,nan,ATP,Miami Masters,Hard,R64,Dusan Lajovic,Maxime Cressy,76.0,37.0,-39.0,,,,,,7.0,8.0,0.4,0.8,-0.4,0.2857142857142857,0.5,-0.2142857142857143,1.0,-1.0,2.0,1
ATP-2023-0403-269,2023-03-20,nan,ATP,Miami Masters,Hard,R64,Carlos Alcaraz,Facundo Bagnis,1.0,100.0,99.0,,,,,,6.0,4.0,0.8,0.5,0.30000000000000004,0.8333333333333334,0.5,0.33333333333333337,-1.0,1.0,-2.0,1
ATP-2023-0403-270,2023-03-20,nan,ATP,Miami Masters,Hard,R32,Cristian Garin,Stefanos Tsitsipas,82.0,3.0,-79.0,,,,,,7.0,10.0,0.6,0.8,-0.20000000000000007,0.7142857142857143,0.7,0.014285714285714346,2.0,1.0,1.0,0
ATP-2023-0403-271,2023-03-20,nan,ATP,Miami Masters,Hard,R32,Karen Khachanov,Jiri Lehecka,16.0,44.0,28.0,,,,,,11.0,11.0,0.8,0.6,0.20000000000000007,0.6363636363636364,0.5454545454545454,0.09090909090909094,1.0,2.0,-1.0,1
ATP-2023-0403-272,2023-03-20,nan,ATP,Miami Masters,Hard,R32,Frances Tiafoe,Lorenzo Sonego,14.0,59.0,45.0,,,,,,12.0,15.0,0.6,0.8,-0.20000000000000007,0.6666666666666666,0.6,0.06666666666666665,1.0,2.0,-1.0,0
ATP-2023-0403-273,2023-03-20,nan,ATP,Miami Masters,Hard,R32,Francisco Cerundolo,Felix Auger Aliassime,31.0,6.0,-25.0,,,,,,11.0,11.0,0.6,0.6,0.0,0.5454545454545454,0.8181818181818182,-0.2727272727272728,1.0,1.0,0.0,1
ATP-2023-0403-274,2023-03-20,nan,ATP,Miami Masters,Hard,R32,Daniil Medvedev,Alex Molcan,5.0,56.0,51.0,,,,,,7.0,7.0,0.8,0.8,0.0,0.7142857142857143,0.5714285714285714,0.1428571428571429,1.0,2.0,-1.0,1
ATP-2023-0403-275,2023-03-20,nan,ATP,Miami Masters,Hard,R32,Mackenzie Mcdonald,Quentin Halys,55.0,79.0,24.0,,,,,,9.0,9.0,0.6,0.8,-0.20000000000000007,0.5555555555555556,0.6666666666666666,-0.11111111111111105,2.0,2.0,0.0,0
ATP-2023-0403-276,2023-03-20,nan,ATP,Miami Masters,Hard,R32,Gregoire Barrere,Christopher Eubanks,65.0,119.0,54.0,,,,,,11.0,9.0,0.8,0.4,0.4,0.6363636363636364,0.4444444444444444,0.19191919191919193,2.0,2.0,0.0,0
ATP-2023-0403-277,2023-03-20,nan,ATP,Miami Masters,Hard,R32,Hubert Hurkacz,Adrian Mannarino,9.0,62.0,53.0,,,,,,14.0,14.0,0.8,0.4,0.4,0.7142857142857143,0.6428571428571429,0.0714285714285714,1.0,2.0,-1.0,0
ATP-2023-0403-278,2023-03-20,nan,ATP,Miami Masters,Hard,R32,Miomir Kecmanovic,Andrey Rublev,35.0,7.0,-28.0,,,,,,7.0,13.0,0.4,0.8,-0.4,0.42857142857142855,0.8461538461538461,-0.4175824175824176,1.0,1.0,0.0,0
ATP-2023-0403-279,2023-03-20,nan,ATP,Miami Masters,Hard,R32,Grigor Dimitrov,Jannik Sinner,27.0,11.0,-16.0,,,,,,16.0,12.0,0.8,1.0,-0.19999999999999996,0.75,0.9166666666666666,-0.16666666666666663,1.0,5.0,-4.0,0
ATP-2023-0403-280,2023-03-20,nan,ATP,Miami Masters,Hard,R32,Emil Ruusuvuori,Taro Daniel,54.0,97.0,43.0,,,,,,6.0,4.0,0.6,0.5,0.09999999999999998,0.5,0.5,0.0,2.0,2.0,0.0,1
ATP-2023-0403-281,2023-03-20,nan,ATP,Miami Masters,Hard,R32,Botic Van De Zandschulp,Casper Ruud,32.0,4.0,-28.0,,,,,,13.0,13.0,0.6,0.4,0.19999999999999996,0.5384615384615384,0.5384615384615384,0.0,1.0,1.0,0.0,1
ATP-2023-0403-282,2023-03-20,nan,ATP,Miami Masters,Hard,R32,Diego Schwartzman,Holger Rune,38.0,8.0,-30.0,,,,,,7.0,19.0,0.4,0.6,-0.19999999999999996,0.42857142857142855,0.7894736842105263,-0.3609022556390978,1.0,1.0,0.0,0
ATP-2023-0403-283,2023-03-20,nan,ATP,Miami Masters,Hard,R32,Denis Shapovalov,Taylor Fritz,30.0,10.0,-20.0,,,,,,2.0,17.0,0.5,0.6,-0.09999999999999998,0.5,0.5882352941176471,-0.08823529411764708,1.0,1.0,0.0,0
ATP-2023-0403-284,2023-03-20,nan,ATP,Miami Masters,Hard,R32,Tommy Paul,Alejandro Davidovich Fokina,19.0,25.0,6.0,,,,,,13.0,7.0,0.6,0.6,0.0,0.5384615384615384,0.42857142857142855,0.10989010989010989,1.0,1.0,0.0,1
ATP-2023-0403-285,2023-03-20,nan,ATP,Miami Masters,Hard,R32,Dusan Lajovic,Carlos Alcaraz,76.0,1.0,-75.0,,,,,,8.0,7.0,0.6,0.8,-0.20000000000000007,0.375,0.8571428571428571,-0.4821428571428571,2.0,1.0,1.0,0
ATP-2023-0403-286,2023-03-20,nan,ATP,Miami Masters,Hard,R16,Karen Khachanov,Stefanos Tsitsipas,16.0,3.0,-13.0,,,,,,12.0,11.0,0.8,0.8,0.0,0.6666666666666666,0.7272727272727273,-0.06060606060606066,2.0,2.0,0.0,1
ATP-2023-0403-287,2023-03-20,nan,ATP,Miami Masters,Hard,R16,Lorenzo Sonego,Francisco Cerundolo,59.0,31.0,-28.0,,,,,,16.0,12.0,0.8,0.8,0.0,0.625,0.5833333333333334,0.04166666666666663,3.0,2.0,1.0,0
ATP-2023-0403-288,2023-03-20,nan,ATP,Miami Masters,Hard,R16,Quentin Halys,Daniil Medvedev,79.0,5.0,-74.0,,,,,,10.0,8.0,0.8,0.8,0.0,0.7,0.75,-0.050000000000000044,3.0,2.0,1.0,0
ATP-2023-0403-289,2023-03-20,nan,ATP,Miami Masters,Hard,R16,Christopher Eubanks,Adrian Mannarino,119.0,62.0,-57.0,,,,,,10.0,15.0,0.6,0.6,0.0,0.5,0.6666666666666666,-0.16666666666666663,3.0,3.0,0.0,1
ATP-2023-0403-290,2023-03-20,nan,ATP,Miami Masters,Hard,R16,Andrey Rublev,Jannik Sinner,7.0,11.0,4.0,,,,,,14.0,13.0,0.8,1.0,-0.19999999999999996,0.8571428571428571,0.9230769230769231,-0.06593406593406603,2.0,6.0,-4.0,0
ATP-2023-0403-291,2023-03-20,nan,ATP,Miami Masters,Hard,R16,Emil Ruusuvuori,Botic Van De Zandschulp,54.0,32.0,-22.0,,,,,,7.0,14.0,0.8,0.6,0.20000000000000007,0.5714285714285714,0.5714285714285714,0.0,3.0,2.0,1.0,1
ATP-2023-0403-292,2023-03-20,nan,ATP,Miami Masters,Hard,R16,Holger Rune,Taylor Fritz,8.0,10.0,2.0,,,,,,20.0,18.0,0.8,0.6,0.20000000000000007,0.8,0.6111111111111112,0.18888888888888888,2.0,2.0,0.0,0
ATP-2023-0403-293,2023-03-20,nan,ATP,Miami Masters,Hard,R16,Tommy Paul,Carlos Alcaraz,19.0,1.0,-18.0,,,,,,14.0,8.0,0.6,0.8,-0.20000000000000007,0.5714285714285714,0.875,-0.3035714285714286,2.0,2.0,0.0,0
ATP-2023-0403-294,2023-03-20,nan,ATP,Miami Masters,Hard,QF,Francisco Cerundolo,Karen Khachanov,31.0,16.0,-15.0,,,,,,13.0,13.0,0.8,0.8,0.0,0.6153846153846154,0.6923076923076923,-0.07692307692307687,3.0,3.0,0.0,0
ATP-2023-0403-295,2023-03-20,nan,ATP,Miami Masters,Hard,QF,Daniil Medvedev,Christopher Eubanks,5.0,119.0,114.0,,,,,,9.0,11.0,0.8,0.8,0.0,0.7777777777777778,0.5454545454545454,0.23232323232323238,3.0,4.0,-1.0,1
ATP-2023-0403-296,2023-03-20,nan,ATP,Miami Masters,Hard,QF,Jannik Sinner,Emil Ruusuvuori,11.0,54.0,43.0,,,,,,14.0,8.0,1.0,0.8,0.19999999999999996,0.9285714285714286,0.625,0.3035714285714286,7.0,4.0,3.0,1
ATP-2023-0403-297,2023-03-20,nan,ATP,Miami Masters,Hard,QF,Carlos Alcaraz,Taylor Fritz,1.0,10.0,9.0,,,,,,9.0,19.0,0.8,0.8,0.0,0.8888888888888888,0.631578947368421,0.2573099415204678,3.0,3.0,0.0,1
ATP-2023-0403-298,2023-03-20,nan,ATP,Miami Masters,Hard,SF,Daniil Medvedev,Karen Khachanov,5.0,16.0,11.0,,,,,,10.0,14.0,0.8,0.8,0.0,0.8,0.7142857142857143,0.08571428571428574,4.0,4.0,0.0,1
ATP-2023-0403-299,2023-03-20,nan,ATP,Miami Masters,Hard,SF,Carlos Alcaraz,Jannik Sinner,1.0,11.0,10.0,,,,,,10.0,15.0,0.8,1.0,-0.19999999999999996,0.9,0.9333333333333333,-0.033333333333333326,4.0,8.0,-4.0,0
ATP-2023-0403-300,2023-03-20,nan,ATP,Miami Masters,Hard,F,Daniil Medvedev,Jannik Sinner,5.0,11.0,6.0,,,,,,11.0,16.0,1.0,1.0,0.0,0.8181818181818182,0.9375,-0.11931818181818177,5.0,9.0,-4.0,1
ATP-2023-0404-175,2023-03-06,nan,ATP,Indian Wells Masters,Hard,R128,Jordan Thompson,Gael Monfils,87.0,210.0,123.0,,,,,,10.0,4.0,0.2,0.25,-0.04999999999999999,0.4,0.25,0.15000000000000002,-3.0,-3.0,0.0,1
ATP-2023-0404-176,2023-03-06,nan,ATP,Indian Wells Masters,Hard,R128,Maximilian Marterer,Alejandro Tabilo,156.0,187.0,31.0,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0
ATP-2023-0404-179,2023-03-06,nan,ATP,Indian Wells Masters,Hard,R128,Lorenzo Sonego,Jason Kubler,60.0,75.0,15.0,,,,,,17.0,1.0,0.6,0.0,0.6,0.5882352941176471,0.0,0.5882352941176471,-1.0,-1.0,0.0,0
ATP-2023-0404-180,2023-03-06,nan,ATP,Indian Wells Masters,Hard,R128,Marcos Giron,Aleksandar Kovacevic,73.0,107.0,34.0,,,,,,17.0,3.0,0.2,0.3333333333333333,-0.1333333333333333,0.47058823529411764,0.3333333333333333,0.13725490196078433,-4.0,-1.0,-3.0,1
ATP-2023-0404-183,2023-03-06,nan,ATP,Indian Wells Masters,Hard,R128,Alexander Bublik,Tung Lin Wu,46.0,175.0,129.0,,,,,,9.0,0.0,0.4,,,0.2222222222222222,,,-3.0,0.0,-3.0,0
ATP-2023-0404-184,2023-03-06,nan,ATP,Indian Wells Masters,Hard,R128,Taro Daniel,Roberto Carballes Baena,103.0,79.0,-24.0,,,,,,5.0,13.0,0.4,0.8,-0.4,0.4,0.6153846153846154,-0.2153846153846154,-1.0,-1.0,0.0,1
ATP-2023-0404-187,2023-03-06,nan,ATP,Indian Wells Masters,Hard,R128,Ugo Humbert,Bernabe Zapata Miralles,77.0,42.0,-35.0,,,,,,19.0,7.0,0.4,0.2,0.2,0.5789473684210527,0.2857142857142857,0.29323308270676696,-1.0,-3.0,2.0,1
ATP-2023-0404-188,2023-03-06,nan,ATP,Indian Wells Masters,Hard,R128,Arthur Rinderknech,Jiri Lehecka,72.0,47.0,-25.0,,,,,,8.0,12.0,0.4,0.4,0.0,0.375,0.5,-0.125,-2.0,-1.0,-1.0,0
ATP-2023-0404-191,2023-03-06,nan,ATP,Indian Wells Masters,Hard,R128,Federico Coria,Diego Schwartzman,64.0,38.0,-26.0,,,,,,5.0,8.0,0.4,0.4,0.0,0.4,0.375,0.025000000000000022,-2.0,-1.0,-1.0,0
ATP-2023-0404-192,2023-03-06,nan,ATP,Indian Wells Masters,Hard,R128,Cristian Garin,Daniel Elahi Galan,97.0,89.0,-8.0,,,,,,8.0,5.0,0.6,0.4,0.19999999999999996,0.625,0.4,0.22499999999999998,-1.0,-2.0,1.0,1
ATP-2023-0404-195,2023-03-06,nan,ATP,Indian Wells Masters,Hard,R128,Yibing Wu,Jaume Munar,67.0,58.0,-9.0,,,,,,7.0,7.0,0.6,0.4,0.19999999999999996,0.5714285714285714,0.42857142857142855,0.14285714285714285,-1.0,-2.0,1.0,1
ATP-2023-0404-196,2023-03-06,nan,ATP,Indian Wells Masters,Hard,R128,Laslo Djere,Oscar Otte,54.0,82.0,28.0,,,,,,12.0,4.0,0.4,0.25,0.15000000000000002,0.5833333333333334,0.25,0.33333333333333337,-1.0,-3.0,2.0,0
