match_id,date,time,season,tour,tournament,surface,round,player_a,player_b,winner,player_a_sets,player_b_sets,player_a_games,player_b_games,player_a_rank,player_b_rank,player_a_odds,player_b_odds,status_completed,status_state,status_description,status_detail
ATP-2023-0891-271,2023-01-02,,2023,ATP,Pune,Hard,R32,Sasi Kumar Mukund,Flavio Cobolli,Flavio Cobolli,,,,,340.0,171.0,,,1,post,Final,FINAL
ATP-2023-0891-272,2023-01-02,,2023,ATP,Pune,Hard,R32,Elias Ymer,Maximilian Marterer,Maximilian Marterer,,,,,127.0,159.0,,,1,post,Final,FINAL
ATP-2023-0891-273,2023-01-02,,2023,ATP,Pune,Hard,R32,Laslo Djere,Alex Molcan,Laslo Djere,,,,,70.0,50.0,,,1,post,Final,FINAL
ATP-2023-0891-275,2023-01-02,,2023,ATP,Pune,Hard,R32,Chun Hsin Tseng,Benjamin Bonzi,Benjamin Bonzi,,,,,115.0,60.0,,,1,post,Final,FINAL
ATP-2023-0891-276,2023-01-02,,2023,ATP,Pune,Hard,R32,Michael Mmoh,Manas Dhamne,Michael Mmoh,,,,,113.0,,,,1,post,Final,FINAL
ATP-2023-0891-277,2023-01-02,,2023,ATP,Pune,Hard,R32,Filip Krajinovic,Sumit Nagal,Filip Krajinovic,,,,,54.0,503.0,,,1,post,Final,FINAL
ATP-2023-0891-278,2023-01-02,,2023,ATP,Pune,Hard,R32,Pablo Andujar,Aslan Karatsev,Aslan Karatsev,,,,,121.0,59.0,,,1,post,Final,FINAL
ATP-2023-0891-279,2023-01-02,,2023,ATP,Pune,Hard,R32,Tim Van Rijthoven,Radu Albot,Tim Van Rijthoven,,,,,111.0,103.0,,,1,post,Final,FINAL
ATP-2023-0891-280,2023-01-02,,2023,ATP,Pune,Hard,R32,Pedro Martinez,Ramkumar Ramanathan,Pedro Martinez,,,,,62.0,435.0,,,1,post,Final,FINAL
ATP-2023-0891-282,2023-01-02,,2023,ATP,Pune,Hard,R32,Tallon Griekspoor,Jaume Munar,Tallon Griekspoor,,,,,95.0,58.0,,,1,post,Final,FINAL
ATP-2023-0891-283,2023-01-02,,2023,ATP,Pune,Hard,R32,Nikoloz Basilashvili,Marco Cecchinato,Marco Cecchinato,,,,,91.0,101.0,,,1,post,Final,FINAL
ATP-2023-0891-284,2023-01-02,,2023,ATP,Pune,Hard,R32,Roberto Carballes Baena,Bernabe Zapata Miralles,Roberto Carballes Baena,,,,,74.0,72.0,,,1,post,Final,FINAL
ATP-2023-0891-286,2023-01-02,,2023,ATP,Pune,Hard,R16,Botic Van De Zandschulp,Flavio Cobolli,Botic Van De Zandschulp,,,,,35.0,171.0,,,1,post,Final,FINAL
ATP-2023-0891-287,2023-01-02,,2023,ATP,Pune,Hard,R16,Maximilian Marterer,Laslo Djere,Maximilian Marterer,,,,,159.0,70.0,,,1,post,Final,FINAL
ATP-2023-0891-288,2023-01-02,,2023,ATP,Pune,Hard,R16,Emil Ruusuvuori,Benjamin Bonzi,Benjamin Bonzi,,,,,40.0,60.0,,,1,post,Final,FINAL
ATP-2023-0891-289,2023-01-02,,2023,ATP,Pune,Hard,R16,Michael Mmoh,Filip Krajinovic,Filip Krajinovic,,,,,113.0,54.0,,,1,post,Final,FINAL
ATP-2023-0891-290,2023-01-02,,2023,ATP,Pune,Hard,R16,Aslan Karatsev,Tim Van Rijthoven,Aslan Karatsev,,,,,59.0,111.0,,,1,post,Final,FINAL
ATP-2023-0891-291,2023-01-02,,2023,ATP,Pune,Hard,R16,Sebastian Baez,Pedro Martinez,Pedro Martinez,,,,,43.0,62.0,,,1,post,Final,FINAL
ATP-2023-0891-292,2023-01-02,,2023,ATP,Pune,Hard,R16,Marco Cecchinato,Tallon Griekspoor,Tallon Griekspoor,,,,,101.0,95.0,,,1,post,Final,FINAL
ATP-2023-0891-293,2023-01-02,,2023,ATP,Pune,Hard,R16,Roberto Carballes Baena,Marin Cilic,Marin Cilic,,,,,74.0,17.0,,,1,post,Final,FINAL
ATP-2023-0891-294,2023-01-02,,2023,ATP,Pune,Hard,QF,Maximilian Marterer,Botic Van De Zandschulp,Botic Van De Zandschulp,,,,,159.0,35.0,,,1,post,Final,FINAL
ATP-2023-0891-295,2023-01-02,,2023,ATP,Pune,Hard,QF,Benjamin Bonzi,Filip Krajinovic,Benjamin Bonzi,,,,,60.0,54.0,,,1,post,Final,FINAL
ATP-2023-0891-296,2023-01-02,,2023,ATP,Pune,Hard,QF,Pedro Martinez,Aslan Karatsev,Aslan Karatsev,,,,,62.0,59.0,,,1,post,Final,FINAL
ATP-2023-0891-297,2023-01-02,,2023,ATP,Pune,Hard,QF,Tallon Griekspoor,Marin Cilic,Tallon Griekspoor,,,,,95.0,17.0,,,1,post,Final,FINAL
ATP-2023-0891-298,2023-01-02,,2023,ATP,Pune,Hard,SF,Benjamin Bonzi,Botic Van De Zandschulp,Benjamin Bonzi,,,,,60.0,35.0,,,1,post,Final,FINAL
ATP-2023-0891-299,2023-01-02,,2023,ATP,Pune,Hard,SF,Tallon Griekspoor,Aslan Karatsev,Tallon Griekspoor,,,,,95.0,59.0,,,1,post,Final,FINAL
ATP-2023-0891-300,2023-01-02,,2023,ATP,Pune,Hard,F,Tallon Griekspoor,Benjamin Bonzi,Tallon Griekspoor,,,,,95.0,60.0,,,1,post,Final,FINAL
ATP-2023-2843-270,2023-01-02,,2023,ATP,Adelaide 1,Hard,R32,Felix Auger Aliassime,Alexei Popyrin,Alexei Popyrin,,,,,6.0,120.0,,,1,post,Final,FINAL
ATP-2023-2843-271,2023-01-02,,2023,ATP,Adelaide 1,Hard,R32,Marcos Giron,Richard Gasquet,Marcos Giron,,,,,61.0,68.0,,,1,post,Final,FINAL
ATP-2023-2843-272,2023-01-02,,2023,ATP,Adelaide 1,Hard,R32,Daniel Elahi Galan,Mackenzie Mcdonald,Mackenzie Mcdonald,,,,,67.0,63.0,,,1,post,Final,FINAL
ATP-2023-2843-273,2023-01-02,,2023,ATP,Adelaide 1,Hard,R32,Holger Rune,Yoshihito Nishioka,Yoshihito Nishioka,,,,,11.0,36.0,,,1,post,Final,FINAL
ATP-2023-2843-274,2023-01-02,,2023,ATP,Adelaide 1,Hard,R32,Roberto Bautista Agut,Andrey Rublev,Roberto Bautista Agut,,,,,21.0,8.0,,,1,post,Final,FINAL
ATP-2023-2843-275,2023-01-02,,2023,ATP,Adelaide 1,Hard,R32,Andy Murray,Sebastian Korda,Sebastian Korda,,,,,49.0,33.0,,,1,post,Final,FINAL
ATP-2023-2843-276,2023-01-02,,2023,ATP,Adelaide 1,Hard,R32,Maxime Cressy,Thanasi Kokkinakis,Thanasi Kokkinakis,,,,,34.0,93.0,,,1,post,Final,FINAL
ATP-2023-2843-277,2023-01-02,,2023,ATP,Adelaide 1,Hard,R32,Jannik Sinner,Kyle Edmund,Jannik Sinner,,,,,15.0,582.0,,,1,post,Final,FINAL
ATP-2023-2843-278,2023-01-02,,2023,ATP,Adelaide 1,Hard,R32,Karen Khachanov,Pedro Cachin,Karen Khachanov,,,,,20.0,57.0,,,1,post,Final,FINAL
ATP-2023-2843-279,2023-01-02,,2023,ATP,Adelaide 1,Hard,R32,Jack Draper,Soon Woo Kwon,Jack Draper,,,,,42.0,83.0,,,1,post,Final,FINAL
ATP-2023-2843-280,2023-01-02,,2023,ATP,Adelaide 1,Hard,R32,Christopher Oconnell,Miomir Kecmanovic,Miomir Kecmanovic,,,,,78.0,29.0,,,1,post,Final,FINAL
ATP-2023-2843-281,2023-01-02,,2023,ATP,Adelaide 1,Hard,R32,Daniil Medvedev,Lorenzo Sonego,Daniil Medvedev,,,,,7.0,45.0,,,1,post,Final,FINAL
ATP-2023-2843-282,2023-01-02,,2023,ATP,Adelaide 1,Hard,R32,Denis Shapovalov,Rinky Hijikata,Denis Shapovalov,,,,,18.0,164.0,,,1,post,Final,FINAL
ATP-2023-2843-283,2023-01-02,,2023,ATP,Adelaide 1,Hard,R32,Mikael Ymer,Roman Safiullin,Roman Safiullin,,,,,69.0,88.0,,,1,post,Final,FINAL
ATP-2023-2843-284,2023-01-02,,2023,ATP,Adelaide 1,Hard,R32,Quentin Halys,Jordan Thompson,Quentin Halys,,,,,64.0,84.0,,,1,post,Final,FINAL
ATP-2023-2843-285,2023-01-02,,2023,ATP,Adelaide 1,Hard,R32,Novak Djokovic,Constant Lestienne,Novak Djokovic,,,,,5.0,65.0,,,1,post,Final,FINAL
ATP-2023-2843-286,2023-01-02,,2023,ATP,Adelaide 1,Hard,R16,Alexei Popyrin,Marcos Giron,Alexei Popyrin,,,,,120.0,61.0,,,1,post,Final,FINAL
ATP-2023-2843-287,2023-01-02,,2023,ATP,Adelaide 1,Hard,R16,Yoshihito Nishioka,Mackenzie Mcdonald,Yoshihito Nishioka,,,,,36.0,63.0,,,1,post,Final,FINAL
ATP-2023-2843-288,2023-01-02,,2023,ATP,Adelaide 1,Hard,R16,Sebastian Korda,Roberto Bautista Agut,Sebastian Korda,,,,,33.0,21.0,,,1,post,Final,FINAL
ATP-2023-2843-289,2023-01-02,,2023,ATP,Adelaide 1,Hard,R16,Jannik Sinner,Thanasi Kokkinakis,Jannik Sinner,,,,,15.0,93.0,,,1,post,Final,FINAL
ATP-2023-2843-290,2023-01-02,,2023,ATP,Adelaide 1,Hard,R16,Karen Khachanov,Jack Draper,Karen Khachanov,,,,,20.0,42.0,,,1,post,Final,FINAL
ATP-2023-2843-291,2023-01-02,,2023,ATP,Adelaide 1,Hard,R16,Daniil Medvedev,Miomir Kecmanovic,Daniil Medvedev,,,,,7.0,29.0,,,1,post,Final,FINAL
ATP-2023-2843-292,2023-01-02,,2023,ATP,Adelaide 1,Hard,R16,Denis Shapovalov,Roman Safiullin,Denis Shapovalov,,,,,18.0,88.0,,,1,post,Final,FINAL
ATP-2023-2843-293,2023-01-02,,2023,ATP,Adelaide 1,Hard,R16,Novak Djokovic,Quentin Halys,Novak Djokovic,,,,,5.0,64.0,,,1,post,Final,FINAL
ATP-2023-2843-294,2023-01-02,,2023,ATP,Adelaide 1,Hard,QF,Yoshihito Nishioka,Alexei Popyrin,Yoshihito Nishioka,,,,,36.0,120.0,,,1,post,Final,FINAL
ATP-2023-2843-295,2023-01-02,,2023,ATP,Adelaide 1,Hard,QF,Jannik Sinner,Sebastian Korda,Sebastian Korda,,,,,15.0,33.0,,,1,post,Final,FINAL
ATP-2023-2843-296,2023-01-02,,2023,ATP,Adelaide 1,Hard,QF,Daniil Medvedev,Karen Khachanov,Daniil Medvedev,,,,,7.0,20.0,,,1,post,Final,FINAL
ATP-2023-2843-297,2023-01-02,,2023,ATP,Adelaide 1,Hard,QF,Novak Djokovic,Denis Shapovalov,Novak Djokovic,,,,,5.0,18.0,,,1,post,Final,FINAL
ATP-2023-2843-298,2023-01-02,,2023,ATP,Adelaide 1,Hard,SF,Sebastian Korda,Yoshihito Nishioka,Sebastian Korda,,,,,33.0,36.0,,,1,post,Final,FINAL
ATP-2023-2843-299,2023-01-02,,2023,ATP,Adelaide 1,Hard,SF,Novak Djokovic,Daniil Medvedev,Novak Djokovic,,,,,5.0,7.0,,,1,post,Final,FINAL
ATP-2023-2843-300,2023-01-02,,2023,ATP,Adelaide 1,Hard,F,Novak Djokovic,Sebastian Korda,Novak Djokovic,,,,,5.0,33.0,,,1,post,Final,FINAL
ATP-2023-9900-207,2023-01-02,,2023,ATP,United Cup,Hard,RR,Federico Coria,Borna Gojo,Borna Gojo,,,,,75.0,144.0,,,1,post,Final,FINAL
ATP-2023-9900-208,2023-01-02,,2023,ATP,United Cup,Hard,RR,Francisco Cerundolo,Borna Coric,Borna Coric,,,,,30.0,26.0,,,1,post,Final,FINAL
ATP-2023-9900-211,2023-01-02,,2023,ATP,United Cup,Hard,RR,Federico Coria,Adrian Mannarino,Adrian Mannarino,,,,,75.0,46.0,,,1,post,Final,FINAL
ATP-2023-9900-212,2023-01-02,,2023,ATP,United Cup,Hard,RR,Arthur Rinderknech,Francisco Cerundolo,Arthur Rinderknech,,,,,44.0,30.0,,,1,post,Final,FINAL
ATP-2023-9900-215,2023-01-02,,2023,ATP,United Cup,Hard,RR,Adrian Mannarino,Borna Gojo,Borna Gojo,,,,,46.0,144.0,,,1,post,Final,FINAL
ATP-2023-9900-216,2023-01-02,,2023,ATP,United Cup,Hard,RR,Arthur Rinderknech,Borna Coric,Borna Coric,,,,,44.0,26.0,,,1,post,Final,FINAL
ATP-2023-9900-219,2023-01-02,,2023,ATP,United Cup,Hard,RR,Felipe Meligeni Alves,Viktor Durasovic,Felipe Meligeni Alves,,,,,166.0,343.0,,,1,post,Final,FINAL
ATP-2023-9900-220,2023-01-02,,2023,ATP,United Cup,Hard,RR,Thiago Monteiro,Casper Ruud,Casper Ruud,,,,,71.0,3.0,,,1,post,Final,FINAL
ATP-2023-9900-223,2023-01-02,,2023,ATP,United Cup,Hard,RR,Lorenzo Musetti,Viktor Durasovic,Lorenzo Musetti,,,,,23.0,343.0,,,1,post,Final,FINAL
ATP-2023-9900-224,2023-01-02,,2023,ATP,United Cup,Hard,RR,Matteo Berrettini,Casper Ruud,Matteo Berrettini,,,,,16.0,3.0,,,1,post,Final,FINAL
ATP-2023-9900-227,2023-01-02,,2023,ATP,United Cup,Hard,RR,Felipe Meligeni Alves,Lorenzo Musetti,Lorenzo Musetti,,,,,166.0,23.0,,,1,post,Final,FINAL
ATP-2023-9900-228,2023-01-02,,2023,ATP,United Cup,Hard,RR,Thiago Monteiro,Matteo Berrettini,Matteo Berrettini,,,,,71.0,16.0,,,1,post,Final,FINAL
ATP-2023-9900-231,2023-01-02,,2023,ATP,United Cup,Hard,RR,Jason Kubler,Daniel Evans,Jason Kubler,,,,,107.0,27.0,,,1,post,Final,FINAL
ATP-2023-9900-232,2023-01-02,,2023,ATP,United Cup,Hard,RR,Alex De Minaur,Cameron Norrie,Cameron Norrie,,,,,24.0,14.0,,,1,post,Final,FINAL
ATP-2023-9900-235,2023-01-02,,2023,ATP,United Cup,Hard,RR,Albert Ramos,Daniel Evans,Daniel Evans,,,,,39.0,27.0,,,1,post,Final,FINAL
ATP-2023-9900-236,2023-01-02,,2023,ATP,United Cup,Hard,RR,Cameron Norrie,Rafael Nadal,Cameron Norrie,,,,,14.0,2.0,,,1,post,Final,FINAL
ATP-2023-9900-239,2023-01-02,,2023,ATP,United Cup,Hard,RR,Albert Ramos,Jason Kubler,Jason Kubler,,,,,39.0,107.0,,,1,post,Final,FINAL
ATP-2023-9900-240,2023-01-02,,2023,ATP,United Cup,Hard,RR,Alex De Minaur,Rafael Nadal,Alex De Minaur,,,,,24.0,2.0,,,1,post,Final,FINAL
ATP-2023-9900-243,2023-01-02,,2023,ATP,United Cup,Hard,RR,Oscar Otte,Dalibor Svrcina,Oscar Otte,,,,,76.0,222.0,,,1,post,Final,FINAL
ATP-2023-9900-244,2023-01-02,,2023,ATP,United Cup,Hard,RR,Alexander Zverev,Jiri Lehecka,Jiri Lehecka,,,,,12.0,81.0,,,1,post,Final,FINAL
ATP-2023-9900-247,2023-01-02,,2023,ATP,United Cup,Hard,RR,Tomas Machac,Frances Tiafoe,Frances Tiafoe,,,,,97.0,19.0,,,1,post,Final,FINAL
ATP-2023-9900-248,2023-01-02,,2023,ATP,United Cup,Hard,RR,Taylor Fritz,Jiri Lehecka,Taylor Fritz,,,,,9.0,81.0,,,1,post,Final,FINAL
ATP-2023-9900-251,2023-01-02,,2023,ATP,United Cup,Hard,RR,Frances Tiafoe,Oscar Otte,Frances Tiafoe,,,,,19.0,76.0,,,1,post,Final,FINAL
ATP-2023-9900-252,2023-01-02,,2023,ATP,United Cup,Hard,RR,Taylor Fritz,Alexander Zverev,Taylor Fritz,,,,,9.0,12.0,,,1,post,Final,FINAL
ATP-2023-9900-255,2023-01-02,,2023,ATP,United Cup,Hard,RR,Marc Andrea Huesler,Timofey Skatov,Marc Andrea Huesler,,,,,56.0,142.0,,,1,post,Final,FINAL
ATP-2023-9900-256,2023-01-02,,2023,ATP,United Cup,Hard,RR,Stan Wawrinka,Alexander Bublik,Stan Wawrinka,,,,,148.0,37.0,,,1,post,Final,FINAL
ATP-2023-9900-259,2023-01-02,,2023,ATP,United Cup,Hard,RR,Daniel Michalski,Timofey Skatov,Timofey Skatov,,,,,260.0,142.0,,,1,post,Final,FINAL
ATP-2023-9900-260,2023-01-02,,2023,ATP,United Cup,Hard,RR,Hubert Hurkacz,Alexander Bublik,Hubert Hurkacz,,,,,10.0,37.0,,,1,post,Final,FINAL
ATP-2023-9900-263,2023-01-02,,2023,ATP,United Cup,Hard,RR,Daniel Michalski,Marc Andrea Huesler,Marc Andrea Huesler,,,,,260.0,56.0,,,1,post,Final,FINAL
ATP-2023-9900-264,2023-01-02,,2023,ATP,United Cup,Hard,RR,Hubert Hurkacz,Stan Wawrinka,Hubert Hurkacz,,,,,10.0,148.0,,,1,post,Final,FINAL
ATP-2023-9900-267,2023-01-02,,2023,ATP,United Cup,Hard,RR,Dimitar Kuzmanov,Zizou Bergs,Dimitar Kuzmanov,,,,,196.0,129.0,,,1,post,Final,FINAL
ATP-2023-9900-268,2023-01-02,,2023,ATP,United Cup,Hard,RR,Grigor Dimitrov,David Goffin,Grigor Dimitrov,,,,,28.0,53.0,,,1,post,Final,FINAL
ATP-2023-9900-271,2023-01-02,,2023,ATP,United Cup,Hard,RR,Michail Pervolarakis,Dimitar Kuzmanov,Dimitar Kuzmanov,,,,,506.0,196.0,,,1,post,Final,FINAL
ATP-2023-9900-272,2023-01-02,,2023,ATP,United Cup,Hard,RR,Grigor Dimitrov,Stefanos Tsitsipas,Stefanos Tsitsipas,,,,,28.0,4.0,,,1,post,Final,FINAL
ATP-2023-9900-275,2023-01-02,,2023,ATP,United Cup,Hard,RR,Stefanos Sakellaridis,Zizou Bergs,Stefanos Sakellaridis,,,,,803.0,129.0,,,1,post,Final,FINAL
ATP-2023-9900-276,2023-01-02,,2023,ATP,United Cup,Hard,RR,David Goffin,Stefanos Tsitsipas,Stefanos Tsitsipas,,,,,53.0,4.0,,,1,post,Final,FINAL
ATP-2023-9900-279,2023-01-02,,2023,ATP,United Cup,Hard,RR,Daniel Evans,Frances Tiafoe,Frances Tiafoe,,,,,27.0,19.0,,,1,post,Final,FINAL
ATP-2023-9900-280,2023-01-02,,2023,ATP,United Cup,Hard,RR,Taylor Fritz,Cameron Norrie,Cameron Norrie,,,,,9.0,14.0,,,1,post,Final,FINAL
ATP-2023-9900-283,2023-01-02,,2023,ATP,United Cup,Hard,RR,Lorenzo Musetti,Daniel Michalski,Lorenzo Musetti,,,,,23.0,260.0,,,1,post,Final,FINAL
ATP-2023-9900-284,2023-01-02,,2023,ATP,United Cup,Hard,RR,Hubert Hurkacz,Matteo Berrettini,Matteo Berrettini,,,,,10.0,16.0,,,1,post,Final,FINAL
ATP-2023-9900-287,2023-01-02,,2023,ATP,United Cup,Hard,RR,Stefanos Sakellaridis,Borna Gojo,Borna Gojo,,,,,803.0,144.0,,,1,post,Final,FINAL
ATP-2023-9900-288,2023-01-02,,2023,ATP,United Cup,Hard,RR,Stefanos Tsitsipas,Borna Coric,Stefanos Tsitsipas,,,,,4.0,26.0,,,1,post,Final,FINAL
ATP-2023-9900-291,2023-01-02,,2023,ATP,United Cup,Hard,SF,Stefanos Sakellaridis,Lorenzo Musetti,Lorenzo Musetti,,,,,803.0,23.0,,,1,post,Final,FINAL
ATP-2023-9900-292,2023-01-02,,2023,ATP,United Cup,Hard,SF,Matteo Berrettini,Stefanos Tsitsipas,Stefanos Tsitsipas,,,,,16.0,4.0,,,1,post,Final,FINAL
ATP-2023-9900-295,2023-01-02,,2023,ATP,United Cup,Hard,SF,Kacper Zuk,Frances Tiafoe,Frances Tiafoe,,,,,245.0,19.0,,,1,post,Final,FINAL
ATP-2023-9900-296,2023-01-02,,2023,ATP,United Cup,Hard,SF,Taylor Fritz,Hubert Hurkacz,Taylor Fritz,,,,,9.0,10.0,,,1,post,Final,FINAL
ATP-2023-9900-299,2023-01-02,,2023,ATP,United Cup,Hard,F,Frances Tiafoe,Lorenzo Musetti,Frances Tiafoe,,,,,19.0,23.0,,,1,post,Final,FINAL
ATP-2023-9900-300,2023-01-02,,2023,ATP,United Cup,Hard,F,Matteo Berrettini,Taylor Fritz,Taylor Fritz,,,,,16.0,9.0,,,1,post,Final,FINAL
WTA-2023-1049-270,2023-01-02,,2023,WTA,Auckland,Hard,R32,Sloane Stephens,Rebeka Masarova,Rebeka Masarova,,,,,37.0,130.0,,,1,post,Final,FINAL
WTA-2023-1049-271,2023-01-02,,2023,WTA,Auckland,Hard,R32,Elisabetta Cocciaretto,Anna Blinkova,Anna Blinkova,,,,,64.0,73.0,,,1,post,Final,FINAL
WTA-2023-1049-272,2023-01-02,,2023,WTA,Auckland,Hard,R32,Erin Routliffe,Elena Gabriela Ruse,Elena Gabriela Ruse,,,,,855.0,116.0,,,1,post,Final,FINAL
WTA-2023-1049-273,2023-01-02,,2023,WTA,Auckland,Hard,R32,Xiyu Wang,Karolina Muchova,Karolina Muchova,,,,,50.0,151.0,,,1,post,Final,FINAL
WTA-2023-1049-274,2023-01-02,,2023,WTA,Auckland,Hard,R32,Leylah Fernandez,Brenda Fruhvirtova,Leylah Fernandez,,,,,40.0,132.0,,,1,post,Final,FINAL
WTA-2023-1049-275,2023-01-02,,2023,WTA,Auckland,Hard,R32,Tereza Martincova,Julia Grabher,Julia Grabher,,,,,71.0,82.0,,,1,post,Final,FINAL
WTA-2023-1049-277,2023-01-02,,2023,WTA,Auckland,Hard,R32,Rebecca Marino,Dalma Galfi,Rebecca Marino,,,,,63.0,83.0,,,1,post,Final,FINAL
WTA-2023-1049-278,2023-01-02,,2023,WTA,Auckland,Hard,R32,Nao Hibino,Danka Kovinic,Danka Kovinic,,,,,138.0,60.0,,,1,post,Final,FINAL
WTA-2023-1049-279,2023-01-02,,2023,WTA,Auckland,Hard,R32,Tamara Zidansek,Lauren Davis,Lauren Davis,,,,,85.0,87.0,,,1,post,Final,FINAL
WTA-2023-1049-280,2023-01-02,,2023,WTA,Auckland,Hard,R32,Emma Raducanu,Linda Fruhvirtova,Emma Raducanu,,,,,78.0,79.0,,,1,post,Final,FINAL
WTA-2023-1049-281,2023-01-02,,2023,WTA,Auckland,Hard,R32,Bernarda Pera,Viktoria Hruncakova,Viktoria Hruncakova,,,,,44.0,134.0,,,1,post,Final,FINAL
WTA-2023-1049-282,2023-01-02,,2023,WTA,Auckland,Hard,R32,Madison Brengle,Lin Zhu,Lin Zhu,,,,,57.0,84.0,,,1,post,Final,FINAL
WTA-2023-1049-283,2023-01-02,,2023,WTA,Auckland,Hard,R32,Katie Volynets,Venus Williams,Venus Williams,,,,,113.0,1003.0,,,1,post,Final,FINAL
WTA-2023-1049-284,2023-01-02,,2023,WTA,Auckland,Hard,R32,Sofia Kenin,Xin Yu Wang,Sofia Kenin,,,,,227.0,86.0,,,1,post,Final,FINAL
WTA-2023-1049-285,2023-01-02,,2023,WTA,Auckland,Hard,R32,Coco Gauff,Tatjana Maria,Coco Gauff,,,,,7.0,68.0,,,1,post,Final,FINAL
WTA-2023-1049-286,2023-01-02,,2023,WTA,Auckland,Hard,R16,Anna Blinkova,Rebeka Masarova,Rebeka Masarova,,,,,73.0,130.0,,,1,post,Final,FINAL
WTA-2023-1049-287,2023-01-02,,2023,WTA,Auckland,Hard,R16,Elena Gabriela Ruse,Karolina Muchova,Karolina Muchova,,,,,116.0,151.0,,,1,post,Final,FINAL
WTA-2023-1049-288,2023-01-02,,2023,WTA,Auckland,Hard,R16,Julia Grabher,Leylah Fernandez,Leylah Fernandez,,,,,82.0,40.0,,,1,post,Final,FINAL
WTA-2023-1049-289,2023-01-02,,2023,WTA,Auckland,Hard,R16,Ysaline Bonaventure,Rebecca Marino,Ysaline Bonaventure,,,,,95.0,63.0,,,1,post,Final,FINAL
WTA-2023-1049-290,2023-01-02,,2023,WTA,Auckland,Hard,R16,Danka Kovinic,Lauren Davis,Danka Kovinic,,,,,60.0,87.0,,,1,post,Final,FINAL
WTA-2023-1049-291,2023-01-02,,2023,WTA,Auckland,Hard,R16,Emma Raducanu,Viktoria Hruncakova,Viktoria Hruncakova,,,,,78.0,134.0,,,1,post,Final,FINAL
WTA-2023-1049-292,2023-01-02,,2023,WTA,Auckland,Hard,R16,Venus Williams,Lin Zhu,Lin Zhu,,,,,1003.0,84.0,,,1,post,Final,FINAL
WTA-2023-1049-293,2023-01-02,,2023,WTA,Auckland,Hard,R16,Sofia Kenin,Coco Gauff,Coco Gauff,,,,,227.0,7.0,,,1,post,Final,FINAL
WTA-2023-1049-294,2023-01-02,,2023,WTA,Auckland,Hard,QF,Karolina Muchova,Rebeka Masarova,Rebeka Masarova,,,,,151.0,130.0,,,1,post,Final,FINAL
WTA-2023-1049-295,2023-01-02,,2023,WTA,Auckland,Hard,QF,Ysaline Bonaventure,Leylah Fernandez,Ysaline Bonaventure,,,,,95.0,40.0,,,1,post,Final,FINAL
WTA-2023-1049-296,2023-01-02,,2023,WTA,Auckland,Hard,QF,Danka Kovinic,Viktoria Hruncakova,Danka Kovinic,,,,,60.0,134.0,,,1,post,Final,FINAL
WTA-2023-1049-297,2023-01-02,,2023,WTA,Auckland,Hard,QF,Lin Zhu,Coco Gauff,Coco Gauff,,,,,84.0,7.0,,,1,post,Final,FINAL
WTA-2023-1049-298,2023-01-02,,2023,WTA,Auckland,Hard,SF,Rebeka Masarova,Ysaline Bonaventure,Rebeka Masarova,,,,,130.0,95.0,,,1,post,Final,FINAL
WTA-2023-1049-299,2023-01-02,,2023,WTA,Auckland,Hard,SF,Danka Kovinic,Coco Gauff,Coco Gauff,,,,,60.0,7.0,,,1,post,Final,FINAL
WTA-2023-1049-300,2023-01-02,,2023,WTA,Auckland,Hard,F,Rebeka Masarova,Coco Gauff,Coco Gauff,,,,,130.0,7.0,,,1,post,Final,FINAL
WTA-2023-800-271,2023-01-02,,2023,WTA,Adelaide 1,Hard,R32,Shuai Zhang,Liudmila Samsonova,Liudmila Samsonova,,,,,25.0,20.0,,,1,post,Final,FINAL
WTA-2023-800-272,2023-01-02,,2023,WTA,Adelaide 1,Hard,R32,Kaia Kanepi,Aliaksandra Sasnovich,Kaia Kanepi,,,,,32.0,30.0,,,1,post,Final,FINAL
WTA-2023-800-273,2023-01-02,,2023,WTA,Adelaide 1,Hard,R32,Ekaterina Alexandrova,Marketa Vondrousova,Marketa Vondrousova,,,,,19.0,92.0,,,1,post,Final,FINAL
WTA-2023-800-274,2023-01-02,,2023,WTA,Adelaide 1,Hard,R32,Veronika Kudermetova,Amanda Anisimova,Veronika Kudermetova,,,,,9.0,23.0,,,1,post,Final,FINAL
WTA-2023-800-275,2023-01-02,,2023,WTA,Adelaide 1,Hard,R32,Garbine Muguruza,Bianca Andreescu,Bianca Andreescu,,,,,55.0,46.0,,,1,post,Final,FINAL
WTA-2023-800-276,2023-01-02,,2023,WTA,Adelaide 1,Hard,R32,Shelby Rogers,Irina Camelia Begu,Irina Camelia Begu,,,,,47.0,34.0,,,1,post,Final,FINAL
WTA-2023-800-277,2023-01-02,,2023,WTA,Adelaide 1,Hard,R32,Karolina Pliskova,Jelena Ostapenko,Jelena Ostapenko,,,,,31.0,18.0,,,1,post,Final,FINAL
WTA-2023-800-278,2023-01-02,,2023,WTA,Adelaide 1,Hard,R32,Anett Kontaveit,Qinwen Zheng,Qinwen Zheng,,,,,17.0,28.0,,,1,post,Final,FINAL
WTA-2023-800-279,2023-01-02,,2023,WTA,Adelaide 1,Hard,R32,Victoria Azarenka,Anhelina Kalinina,Victoria Azarenka,,,,,26.0,39.0,,,1,post,Final,FINAL
