match_id,date,time,season,tour,tournament,surface,round,player_a,player_b,winner,player_a_sets,player_b_sets,player_a_games,player_b_games,player_a_rank,player_b_rank,player_a_odds,player_b_odds,status_completed,status_state,status_description,status_detail
ATP-2023-M-DC-2023-WG1-M-BIH-GER-01-1,2023-09-16,,2023,ATP,Davis Cup WG1 R1: BIH vs GER,Clay,RR,Nerman Fatic,Daniel Altmaier,Daniel Altmaier,,,,,218.0,49.0,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-WG1-M-BIH-GER-01-2,2023-09-16,,2023,ATP,Davis Cup WG1 R1: BIH vs GER,Clay,RR,Damir Dzumhur,Yannick Hanfmann,Yannick Hanfmann,,,,,157.0,54.0,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-WG1-M-BIH-GER-01-4,2023-09-16,,2023,ATP,Davis Cup WG1 R1: BIH vs GER,Clay,RR,Andrej Nedic,Maximilian Marterer,Maximilian Marterer,,,,,633.0,127.0,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-WG1-M-BUL-KAZ-01-1,2023-09-16,,2023,ATP,Davis Cup WG1 R1: BUL vs KAZ,Clay,RR,Timofey Skatov,Dimitar Kuzmanov,Timofey Skatov,,,,,123.0,179.0,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-WG1-M-BUL-KAZ-01-2,2023-09-16,,2023,ATP,Davis Cup WG1 R1: BUL vs KAZ,Clay,RR,Yanaki Milev,Alexander Bublik,Alexander Bublik,,,,,569.0,29.0,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-WG1-M-BUL-KAZ-01-4,2023-09-16,,2023,ATP,Davis Cup WG1 R1: BUL vs KAZ,Clay,RR,Alexander Bublik,Dimitar Kuzmanov,Alexander Bublik,,,,,29.0,179.0,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-WG1-M-GRE-SVK-01-1,2023-09-16,,2023,ATP,Davis Cup WG1 R1: GRE vs SVK,Hard,RR,Alexandros Skorilas,Alex Molcan,Alex Molcan,,,,,766.0,113.0,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-WG1-M-GRE-SVK-01-2,2023-09-16,,2023,ATP,Davis Cup WG1 R1: GRE vs SVK,Hard,RR,Stefanos Tsitsipas,Lukas Klein,Stefanos Tsitsipas,,,,,5.0,149.0,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-WG1-M-GRE-SVK-01-4,2023-09-16,,2023,ATP,Davis Cup WG1 R1: GRE vs SVK,Hard,RR,Stefanos Tsitsipas,Alex Molcan,Alex Molcan,,,,,5.0,113.0,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-WG1-M-ISR-JPN-01-1,2023-09-16,,2023,ATP,Davis Cup WG1 R1: ISR vs JPN,Hard,RR,Sho Shimabukuro,Yshai Oliel,Sho Shimabukuro,,,,,146.0,470.0,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-WG1-M-ISR-JPN-01-2,2023-09-16,,2023,ATP,Davis Cup WG1 R1: ISR vs JPN,Hard,RR,Daniel Cukierman,Shintaro Mochizuki,Daniel Cukierman,,,,,372.0,193.0,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-WG1-M-ISR-JPN-01-4,2023-09-16,,2023,ATP,Davis Cup WG1 R1: ISR vs JPN,Hard,RR,Daniel Cukierman,Sho Shimabukuro,Daniel Cukierman,,,,,372.0,146.0,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-WG1-M-ISR-JPN-01-5,2023-09-16,,2023,ATP,Davis Cup WG1 R1: ISR vs JPN,Hard,RR,Shintaro Mochizuki,Yshai Oliel,Yshai Oliel,,,,,193.0,470.0,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-WG1-M-PER-NOR-01-1,2023-09-16,,2023,ATP,Davis Cup WG1 R1: PER vs NOR,Clay,RR,Gonzalo Bueno,Viktor Durasovic,Viktor Durasovic,,,,,403.0,366.0,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-WG1-M-PER-NOR-01-2,2023-09-16,,2023,ATP,Davis Cup WG1 R1: PER vs NOR,Clay,RR,Nicolai Budkov Kjaer,Juan Pablo Varillas,Juan Pablo Varillas,,,,,,70.0,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-WG1-M-PER-NOR-01-4,2023-09-16,,2023,ATP,Davis Cup WG1 R1: PER vs NOR,Clay,RR,Viktor Durasovic,Juan Pablo Varillas,Juan Pablo Varillas,,,,,366.0,70.0,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-WG1-M-PER-NOR-01-5,2023-09-16,,2023,ATP,Davis Cup WG1 R1: PER vs NOR,Clay,RR,Ignacio Buse,Nicolai Budkov Kjaer,Ignacio Buse,,,,,683.0,,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-WG2-M-ESA-IRL-01-1,2023-09-16,,2023,ATP,Davis Cup WG2 R1: ESA vs IRL,Clay,RR,Conor Gannon,Cesar Cruz,Conor Gannon,,,,,,,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-WG2-M-ESA-IRL-01-2,2023-09-16,,2023,ATP,Davis Cup WG2 R1: ESA vs IRL,Clay,RR,Marcelo Arevalo,Osgar Ohoisin,Marcelo Arevalo,,,,,,859.0,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-WG2-M-ESA-IRL-01-4,2023-09-16,,2023,ATP,Davis Cup WG2 R1: ESA vs IRL,Clay,RR,Diego Duran,Osgar Ohoisin,Osgar Ohoisin,,,,,,859.0,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-WG2-M-ESA-IRL-01-5,2023-09-16,,2023,ATP,Davis Cup WG2 R1: ESA vs IRL,Clay,RR,Jose  Flores,Freddy Murray,Freddy Murray,,,,,,,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-WG2-M-HKG-LAT-01-1,2023-09-16,,2023,ATP,Davis Cup WG2 R1: HKG vs LAT,Hard,RR,Hong Kit Jack Wong,Robert Strombachs,Robert Strombachs,,,,,1478.0,385.0,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-WG2-M-HKG-LAT-01-2,2023-09-16,,2023,ATP,Davis Cup WG2 R1: HKG vs LAT,Hard,RR,Coleman Wong,Martins Rocens,Coleman Wong,,,,,534.0,,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-WG2-M-HKG-LAT-01-4,2023-09-16,,2023,ATP,Davis Cup WG2 R1: HKG vs LAT,Hard,RR,Coleman Wong,Robert Strombachs,Robert Strombachs,,,,,534.0,385.0,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-WG2-M-HKG-LAT-01-5,2023-09-16,,2023,ATP,Davis Cup WG2 R1: HKG vs LAT,Hard,RR,Ki Lung Ng,Daniels Tens,Ki Lung Ng,,,,,,,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-WG2-M-IND-MAR-01-1,2023-09-16,,2023,ATP,Davis Cup WG2 R1: IND vs MAR,Hard,RR,Sasi Kumar Mukund,Yassine Dlimi,Yassine Dlimi,,,,,365.0,557.0,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-WG2-M-IND-MAR-01-2,2023-09-16,,2023,ATP,Davis Cup WG2 R1: IND vs MAR,Hard,RR,Adam Moundir,Sumit Nagal,Sumit Nagal,,,,,779.0,156.0,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-WG2-M-IND-MAR-01-4,2023-09-16,,2023,ATP,Davis Cup WG2 R1: IND vs MAR,Hard,RR,Yassine Dlimi,Sumit Nagal,Sumit Nagal,,,,,557.0,156.0,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-WG2-M-IND-MAR-01-5,2023-09-16,,2023,ATP,Davis Cup WG2 R1: IND vs MAR,Hard,RR,Digvijaypratap Singh,Walid Ahouda,Digvijaypratap Singh,,,,,544.0,1077.0,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-WG2-M-MEX-CHN-01-1,2023-09-16,,2023,ATP,Davis Cup WG2 R1: MEX vs CHN,Clay,RR,Rodrigo Pacheco Mendez,Fajing Sun,Rodrigo Pacheco Mendez,,,,,677.0,401.0,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-WG2-M-MEX-CHN-01-2,2023-09-16,,2023,ATP,Davis Cup WG2 R1: MEX vs CHN,Clay,RR,Rigele Te,Ernesto Escobedo,Rigele Te,,,,,492.0,399.0,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-WG2-M-MEX-CHN-01-4,2023-09-16,,2023,ATP,Davis Cup WG2 R1: MEX vs CHN,Clay,RR,Ernesto Escobedo,Yi Zhou,Ernesto Escobedo,,,,,399.0,893.0,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-WG2-M-PAK-INA-01-1,2023-09-16,,2023,ATP,Davis Cup WG2 R1: PAK vs INA,Grass,RR,Aqeel Khan,Gunawan Trismuwantara,Aqeel Khan,,,,,,2050.0,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-WG2-M-PAK-INA-01-2,2023-09-16,,2023,ATP,Davis Cup WG2 R1: PAK vs INA,Grass,RR,David Agung Susanto,Aisam Ul Haq Qureshi,Aisam Ul Haq Qureshi,,,,,2050.0,,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-WG2-M-PAK-INA-01-4,2023-09-16,,2023,ATP,Davis Cup WG2 R1: PAK vs INA,Grass,RR,Aqeel Khan,David Agung Susanto,Aqeel Khan,,,,,,2050.0,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-WG2-M-PAK-INA-01-5,2023-09-16,,2023,ATP,Davis Cup WG2 R1: PAK vs INA,Grass,RR,Gunawan Trismuwantara,Muhammad Shoaib,Muhammad Shoaib,,,,,2050.0,,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-WG2-M-URU-EGY-01-1,2023-09-16,,2023,ATP,Davis Cup WG2 R1: URU vs EGY,Clay,RR,Ignacio Carou,Mohamed Safwat,Mohamed Safwat,,,,,828.0,463.0,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-WG2-M-URU-EGY-01-2,2023-09-16,,2023,ATP,Davis Cup WG2 R1: URU vs EGY,Clay,RR,Karim Mohamed Maamoun,Franco Roncadelli,Karim Mohamed Maamoun,,,,,721.0,674.0,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-WG2-M-URU-EGY-01-4,2023-09-16,,2023,ATP,Davis Cup WG2 R1: URU vs EGY,Clay,RR,Joaquin  Aguilar Cardozo,Amr Elsayed Abdou Ahmed Mohamed,Joaquin  Aguilar Cardozo,,,,,1225.0,553.0,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-FLS-1-A-M-ITA-SWE-01-1,2023-09-17,,2023,ATP,Davis Cup Finals RR: ITA vs SWE,Hard,RR,Matteo Arnaldi,Leo Borg,Matteo Arnaldi,,,,,47.0,334.0,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-FLS-1-A-M-ITA-SWE-01-2,2023-09-17,,2023,ATP,Davis Cup Finals RR: ITA vs SWE,Hard,RR,Lorenzo Sonego,Elias Ymer,Lorenzo Sonego,,,,,38.0,175.0,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-FLS-2-B-M-GBR-FRA-01-1,2023-09-17,,2023,ATP,Davis Cup Finals RR: GBR vs FRA,Hard,RR,Daniel Evans,Arthur Fils,Daniel Evans,,,,,27.0,44.0,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-FLS-2-B-M-GBR-FRA-01-2,2023-09-17,,2023,ATP,Davis Cup Finals RR: GBR vs FRA,Hard,RR,Cameron Norrie,Ugo Humbert,Ugo Humbert,,,,,17.0,36.0,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-FLS-3-C-M-ESP-KOR-01-1,2023-09-17,,2023,ATP,Davis Cup Finals RR: ESP vs KOR,Hard,RR,Bernabe Zapata Miralles,Seong Chan Hong,Bernabe Zapata Miralles,,,,,75.0,194.0,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-FLS-3-C-M-ESP-KOR-01-2,2023-09-17,,2023,ATP,Davis Cup Finals RR: ESP vs KOR,Hard,RR,Soon Woo Kwon,Alejandro Davidovich Fokina,Alejandro Davidovich Fokina,,,,,112.0,25.0,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-FLS-4-D-M-CRO-NED-01-1,2023-09-17,,2023,ATP,Davis Cup Finals RR: CRO vs NED,Hard,RR,Botic Van De Zandschulp,Duje Ajdukovic,Botic Van De Zandschulp,,,,,68.0,206.0,,,1,post,Final,FINAL
ATP-2023-M-DC-2023-FLS-4-D-M-CRO-NED-01-2,2023-09-17,,2023,ATP,Davis Cup Finals RR: CRO vs NED,Hard,RR,Tallon Griekspoor,Borna Gojo,Borna Gojo,,,,,24.0,77.0,,,1,post,Final,FINAL
WTA-2023-1023-270,2023-09-18,,2023,WTA,Guangzhou,Hard,R32,Viktoria Hruncakova,Anna Kalinskaya,Viktoria Hruncakova,,,,,128.0,77.0,,,1,post,Final,FINAL
WTA-2023-1023-271,2023-09-18,,2023,WTA,Guangzhou,Hard,R32,Yue Yuan,Tamara Korpatsch,Yue Yuan,,,,,137.0,78.0,,,1,post,Final,FINAL
WTA-2023-1023-272,2023-09-18,,2023,WTA,Guangzhou,Hard,R32,Xiyu Wang,Nadia Podoroska,Xiyu Wang,,,,,88.0,84.0,,,1,post,Final,FINAL
WTA-2023-1023-273,2023-09-18,,2023,WTA,Guangzhou,Hard,R32,Diana Shnaider,Claire Liu,Diana Shnaider,,,,,83.0,69.0,,,1,post,Final,FINAL
WTA-2023-1023-274,2023-09-18,,2023,WTA,Guangzhou,Hard,R32,Lucia Bronzetti,Ya Yi Yang,Lucia Bronzetti,,,,,60.0,236.0,,,1,post,Final,FINAL
WTA-2023-1023-275,2023-09-18,,2023,WTA,Guangzhou,Hard,R32,Moyuka Uchijima,Jessika Ponchet,Moyuka Uchijima,,,,,173.0,149.0,,,1,post,Final,FINAL
WTA-2023-1023-276,2023-09-18,,2023,WTA,Guangzhou,Hard,R32,Harriet Dart,Jule Niemeier,Harriet Dart,,,,,155.0,136.0,,,1,post,Final,FINAL
WTA-2023-1023-277,2023-09-18,,2023,WTA,Guangzhou,Hard,R32,Diane Parry,Greet Minnen,Greet Minnen,,,,,98.0,68.0,,,1,post,Final,FINAL
WTA-2023-1023-278,2023-09-18,,2023,WTA,Guangzhou,Hard,R32,Clara Tauson,Linda Fruhvirtova,Clara Tauson,,,,,76.0,117.0,,,1,post,Final,FINAL
WTA-2023-1023-279,2023-09-18,,2023,WTA,Guangzhou,Hard,R32,Yulia Putintseva,Xiaodi You,Yulia Putintseva,,,,,81.0,213.0,,,1,post,Final,FINAL
WTA-2023-1023-280,2023-09-18,,2023,WTA,Guangzhou,Hard,R32,Despina Papamichail,Zhuoxuan Bai,Zhuoxuan Bai,,,,,190.0,129.0,,,1,post,Final,FINAL
WTA-2023-1023-281,2023-09-18,,2023,WTA,Guangzhou,Hard,R32,Alexandra Eala,Tatjana Maria,Tatjana Maria,,,,,191.0,48.0,,,1,post,Final,FINAL
WTA-2023-1023-282,2023-09-18,,2023,WTA,Guangzhou,Hard,R32,Rebeka Masarova,Kateryna Baindl,Rebeka Masarova,,,,,64.0,86.0,,,1,post,Final,FINAL
WTA-2023-1023-283,2023-09-18,,2023,WTA,Guangzhou,Hard,R32,Rebecca Marino,Viktorija Golubic,Viktorija Golubic,,,,,138.0,106.0,,,1,post,Final,FINAL
WTA-2023-1023-284,2023-09-18,,2023,WTA,Guangzhou,Hard,R32,Daria Saville,Anna Lena Friedsam,Daria Saville,,,,,264.0,114.0,,,1,post,Final,FINAL
WTA-2023-1023-285,2023-09-18,,2023,WTA,Guangzhou,Hard,R32,Magda Linette,Jodie Burrage,Magda Linette,,,,,27.0,91.0,,,1,post,Final,FINAL
WTA-2023-1023-286,2023-09-18,,2023,WTA,Guangzhou,Hard,R16,Yue Yuan,Viktoria Hruncakova,Viktoria Hruncakova,,,,,137.0,128.0,,,1,post,Final,FINAL
WTA-2023-1023-287,2023-09-18,,2023,WTA,Guangzhou,Hard,R16,Xiyu Wang,Diana Shnaider,Xiyu Wang,,,,,88.0,83.0,,,1,post,Final,FINAL
WTA-2023-1023-288,2023-09-18,,2023,WTA,Guangzhou,Hard,R16,Lucia Bronzetti,Moyuka Uchijima,Lucia Bronzetti,,,,,60.0,173.0,,,1,post,Final,FINAL
WTA-2023-1023-289,2023-09-18,,2023,WTA,Guangzhou,Hard,R16,Greet Minnen,Harriet Dart,Greet Minnen,,,,,68.0,155.0,,,1,post,Final,FINAL
WTA-2023-1023-290,2023-09-18,,2023,WTA,Guangzhou,Hard,R16,Yulia Putintseva,Clara Tauson,Yulia Putintseva,,,,,81.0,76.0,,,1,post,Final,FINAL
WTA-2023-1023-291,2023-09-18,,2023,WTA,Guangzhou,Hard,R16,Tatjana Maria,Zhuoxuan Bai,Tatjana Maria,,,,,48.0,129.0,,,1,post,Final,FINAL
WTA-2023-1023-292,2023-09-18,,2023,WTA,Guangzhou,Hard,R16,Rebeka Masarova,Viktorija Golubic,Rebeka Masarova,,,,,64.0,106.0,,,1,post,Final,FINAL
WTA-2023-1023-293,2023-09-18,,2023,WTA,Guangzhou,Hard,R16,Daria Saville,Magda Linette,Magda Linette,,,,,264.0,27.0,,,1,post,Final,FINAL
WTA-2023-1023-294,2023-09-18,,2023,WTA,Guangzhou,Hard,QF,Xiyu Wang,Viktoria Hruncakova,Xiyu Wang,,,,,88.0,128.0,,,1,post,Final,FINAL
WTA-2023-1023-295,2023-09-18,,2023,WTA,Guangzhou,Hard,QF,Greet Minnen,Lucia Bronzetti,Greet Minnen,,,,,68.0,60.0,,,1,post,Final,FINAL
WTA-2023-1023-296,2023-09-18,,2023,WTA,Guangzhou,Hard,QF,Yulia Putintseva,Tatjana Maria,Yulia Putintseva,,,,,81.0,48.0,,,1,post,Final,FINAL
WTA-2023-1023-297,2023-09-18,,2023,WTA,Guangzhou,Hard,QF,Rebeka Masarova,Magda Linette,Magda Linette,,,,,64.0,27.0,,,1,post,Final,FINAL
WTA-2023-1023-298,2023-09-18,,2023,WTA,Guangzhou,Hard,SF,Xiyu Wang,Greet Minnen,Xiyu Wang,,,,,88.0,68.0,,,1,post,Final,FINAL
WTA-2023-1023-299,2023-09-18,,2023,WTA,Guangzhou,Hard,SF,Magda Linette,Yulia Putintseva,Magda Linette,,,,,27.0,81.0,,,1,post,Final,FINAL
WTA-2023-1023-300,2023-09-18,,2023,WTA,Guangzhou,Hard,F,Xiyu Wang,Magda Linette,Xiyu Wang,,,,,88.0,27.0,,,1,post,Final,FINAL
WTA-2023-2075-239,2023-09-18,,2023,WTA,Guadalajara,Hard,R64,Iryna Shymanovich,Storm Hunter,Storm Hunter,,,,,160.0,157.0,,,1,post,Final,FINAL
WTA-2023-2075-240,2023-09-18,,2023,WTA,Guadalajara,Hard,R64,Kristina Mladenovic,Cristina Bucsa,Cristina Bucsa,,,,,192.0,87.0,,,1,post,Final,FINAL
WTA-2023-2075-241,2023-09-18,,2023,WTA,Guadalajara,Hard,R64,Mayar Sherif,Camila Giorgi,Camila Giorgi,,,,,33.0,56.0,,,1,post,Final,FINAL
WTA-2023-2075-242,2023-09-18,,2023,WTA,Guadalajara,Hard,R64,Anastasia Potapova,Emiliana Arango,Emiliana Arango,,,,,26.0,180.0,,,1,post,Final,FINAL
WTA-2023-2075-243,2023-09-18,,2023,WTA,Guadalajara,Hard,R64,Ann Li,Sloane Stephens,Sloane Stephens,,,,,164.0,38.0,,,1,post,Final,FINAL
WTA-2023-2075-244,2023-09-18,,2023,WTA,Guadalajara,Hard,R64,Ajla Tomljanovic,Taylor Townsend,Taylor Townsend,,,,,297.0,101.0,,,1,post,Final,FINAL
WTA-2023-2075-247,2023-09-18,,2023,WTA,Guadalajara,Hard,R64,Arantxa Rus,Aliaksandra Sasnovich,Aliaksandra Sasnovich,,,,,47.0,89.0,,,1,post,Final,FINAL
WTA-2023-2075-248,2023-09-18,,2023,WTA,Guadalajara,Hard,R64,Lya Fernandez,Hailey Baptiste,Hailey Baptiste,,,,,964.0,174.0,,,1,post,Final,FINAL
WTA-2023-2075-249,2023-09-18,,2023,WTA,Guadalajara,Hard,R64,Ena Shibahara,Karolina Pliskova,Karolina Pliskova,,,,,588.0,36.0,,,1,post,Final,FINAL
WTA-2023-2075-250,2023-09-18,,2023,WTA,Guadalajara,Hard,R64,Robin Montgomery,Victoria Azarenka,Victoria Azarenka,,,,,147.0,23.0,,,1,post,Final,FINAL
WTA-2023-2075-251,2023-09-18,,2023,WTA,Guadalajara,Hard,R64,Ana Sofia Sanchez,Dayana Yastremska,Dayana Yastremska,,,,,438.0,102.0,,,1,post,Final,FINAL
WTA-2023-2075-252,2023-09-18,,2023,WTA,Guadalajara,Hard,R64,Eugenie Bouchard,Renata Zarazua,Eugenie Bouchard,,,,,248.0,181.0,,,1,post,Final,FINAL
WTA-2023-2075-255,2023-09-18,,2023,WTA,Guadalajara,Hard,R64,Marta Kostyuk,Stacey Fung,Marta Kostyuk,,,,,42.0,226.0,,,1,post,Final,FINAL
WTA-2023-2075-256,2023-09-18,,2023,WTA,Guadalajara,Hard,R64,Sofia Kenin,Carol Zhao,Sofia Kenin,,,,,53.0,242.0,,,1,post,Final,FINAL
WTA-2023-2075-257,2023-09-18,,2023,WTA,Guadalajara,Hard,R64,Anhelina Kalinina,Grace Min,Anhelina Kalinina,,,,,28.0,344.0,,,1,post,Final,FINAL
WTA-2023-2075-258,2023-09-18,,2023,WTA,Guadalajara,Hard,R64,Yanina Wickmayer,Elise Mertens,Elise Mertens,,,,,70.0,29.0,,,1,post,Final,FINAL
WTA-2023-2075-259,2023-09-18,,2023,WTA,Guadalajara,Hard,R64,Asia Muhammad,Leylah Fernandez,Leylah Fernandez,,,,,349.0,74.0,,,1,post,Final,FINAL
WTA-2023-2075-260,2023-09-18,,2023,WTA,Guadalajara,Hard,R64,Emma Navarro,Maria Mateas,Emma Navarro,,,,,49.0,348.0,,,1,post,Final,FINAL
WTA-2023-2075-263,2023-09-18,,2023,WTA,Guadalajara,Hard,R64,Magdalena Frech,Camila Osorio,Magdalena Frech,,,,,66.0,67.0,,,1,post,Final,FINAL
WTA-2023-2075-264,2023-09-18,,2023,WTA,Guadalajara,Hard,R64,Peyton Stearns,Caroline Dolehide,Caroline Dolehide,,,,,43.0,111.0,,,1,post,Final,FINAL
WTA-2023-2075-265,2023-09-18,,2023,WTA,Guadalajara,Hard,R64,Danielle Collins,Sachia Vickery,Sachia Vickery,,,,,34.0,175.0,,,1,post,Final,FINAL
WTA-2023-2075-266,2023-09-18,,2023,WTA,Guadalajara,Hard,R64,Jasmine Paolini,Louisa Chirico,Jasmine Paolini,,,,,35.0,201.0,,,1,post,Final,FINAL
WTA-2023-2075-267,2023-09-18,,2023,WTA,Guadalajara,Hard,R64,Demi Schuurs,Martina Trevisan,Martina Trevisan,,,,,,54.0,,,1,post,Final,FINAL
WTA-2023-2075-268,2023-09-18,,2023,WTA,Guadalajara,Hard,R64,Lauren Davis,Alycia Parks,Alycia Parks,,,,,55.0,45.0,,,1,post,Final,FINAL
WTA-2023-2075-270,2023-09-18,,2023,WTA,Guadalajara,Hard,R32,Maria Sakkari,Storm Hunter,Maria Sakkari,,,,,9.0,157.0,,,1,post,Final,FINAL
WTA-2023-2075-271,2023-09-18,,2023,WTA,Guadalajara,Hard,R32,Cristina Bucsa,Camila Giorgi,Camila Giorgi,,,,,87.0,56.0,,,1,post,Final,FINAL
WTA-2023-2075-272,2023-09-18,,2023,WTA,Guadalajara,Hard,R32,Emiliana Arango,Sloane Stephens,Emiliana Arango,,,,,180.0,38.0,,,1,post,Final,FINAL
WTA-2023-2075-273,2023-09-18,,2023,WTA,Guadalajara,Hard,R32,Taylor Townsend,Elvina Kalieva,Taylor Townsend,,,,,101.0,182.0,,,1,post,Final,FINAL
WTA-2023-2075-274,2023-09-18,,2023,WTA,Guadalajara,Hard,R32,Caroline Garcia,Aliaksandra Sasnovich,Caroline Garcia,,,,,11.0,89.0,,,1,post,Final,FINAL
WTA-2023-2075-275,2023-09-18,,2023,WTA,Guadalajara,Hard,R32,Karolina Pliskova,Hailey Baptiste,Hailey Baptiste,,,,,36.0,174.0,,,1,post,Final,FINAL
WTA-2023-2075-276,2023-09-18,,2023,WTA,Guadalajara,Hard,R32,Dayana Yastremska,Victoria Azarenka,Victoria Azarenka,,,,,102.0,23.0,,,1,post,Final,FINAL
WTA-2023-2075-277,2023-09-18,,2023,WTA,Guadalajara,Hard,R32,Veronika Kudermetova,Eugenie Bouchard,Veronika Kudermetova,,,,,19.0,248.0,,,1,post,Final,FINAL
WTA-2023-2075-278,2023-09-18,,2023,WTA,Guadalajara,Hard,R32,Jelena Ostapenko,Marta Kostyuk,Jelena Ostapenko,,,,,16.0,42.0,,,1,post,Final,FINAL
WTA-2023-2075-279,2023-09-18,,2023,WTA,Guadalajara,Hard,R32,Sofia Kenin,Anhelina Kalinina,Sofia Kenin,,,,,53.0,28.0,,,1,post,Final,FINAL
WTA-2023-2075-280,2023-09-18,,2023,WTA,Guadalajara,Hard,R32,Leylah Fernandez,Elise Mertens,Leylah Fernandez,,,,,74.0,29.0,,,1,post,Final,FINAL
WTA-2023-2075-281,2023-09-18,,2023,WTA,Guadalajara,Hard,R32,Madison Keys,Emma Navarro,Emma Navarro,,,,,12.0,49.0,,,1,post,Final,FINAL
WTA-2023-2075-282,2023-09-18,,2023,WTA,Guadalajara,Hard,R32,Magdalena Frech,Ekaterina Alexandrova,Ekaterina Alexandrova,,,,,66.0,20.0,,,1,post,Final,FINAL
WTA-2023-2075-283,2023-09-18,,2023,WTA,Guadalajara,Hard,R32,Sachia Vickery,Caroline Dolehide,Caroline Dolehide,,,,,175.0,111.0,,,1,post,Final,FINAL
WTA-2023-2075-284,2023-09-18,,2023,WTA,Guadalajara,Hard,R32,Martina Trevisan,Jasmine Paolini,Martina Trevisan,,,,,54.0,35.0,,,1,post,Final,FINAL
WTA-2023-2075-285,2023-09-18,,2023,WTA,Guadalajara,Hard,R32,Alycia Parks,Ons Jabeur,Ons Jabeur,,,,,45.0,7.0,,,1,post,Final,FINAL
WTA-2023-2075-286,2023-09-18,,2023,WTA,Guadalajara,Hard,R16,Camila Giorgi,Maria Sakkari,Maria Sakkari,,,,,56.0,9.0,,,1,post,Final,FINAL
WTA-2023-2075-287,2023-09-18,,2023,WTA,Guadalajara,Hard,R16,Taylor Townsend,Emiliana Arango,Emiliana Arango,,,,,101.0,180.0,,,1,post,Final,FINAL
WTA-2023-2075-288,2023-09-18,,2023,WTA,Guadalajara,Hard,R16,Caroline Garcia,Hailey Baptiste,Caroline Garcia,,,,,11.0,174.0,,,1,post,Final,FINAL
WTA-2023-2075-289,2023-09-18,,2023,WTA,Guadalajara,Hard,R16,Victoria Azarenka,Veronika Kudermetova,Victoria Azarenka,,,,,23.0,19.0,,,1,post,Final,FINAL
WTA-2023-2075-290,2023-09-18,,2023,WTA,Guadalajara,Hard,R16,Sofia Kenin,Jelena Ostapenko,Sofia Kenin,,,,,53.0,16.0,,,1,post,Final,FINAL
WTA-2023-2075-291,2023-09-18,,2023,WTA,Guadalajara,Hard,R16,Emma Navarro,Leylah Fernandez,Leylah Fernandez,,,,,49.0,74.0,,,1,post,Final,FINAL
WTA-2023-2075-292,2023-09-18,,2023,WTA,Guadalajara,Hard,R16,Caroline Dolehide,Ekaterina Alexandrova,Caroline Dolehide,,,,,111.0,20.0,,,1,post,Final,FINAL
WTA-2023-2075-293,2023-09-18,,2023,WTA,Guadalajara,Hard,R16,Martina Trevisan,Ons Jabeur,Martina Trevisan,,,,,54.0,7.0,,,1,post,Final,FINAL
WTA-2023-2075-294,2023-09-18,,2023,WTA,Guadalajara,Hard,QF,Maria Sakkari,Emiliana Arango,Maria Sakkari,,,,,9.0,180.0,,,1,post,Final,FINAL
