split_id,market_key,train_start,train_end,calib_start,calib_end,test_start,test_end,train_rows,calib_rows,test_rows,ensemble_xgb_weight,ensemble_lgbm_weight,ensemble_rf_weight,publish_threshold,prob_shrink,calib_accuracy,calib_coverage,published_calib_accuracy,published_calib_coverage,used_fallback,fallback_penalty,missing_pitcher_penalty,missing_pitchers_rate_calib,regime_calibrators,selection_objective,calibrator_mode,stacking_mode,bayes_strength,bayes_prior,prob_shift,global_selection_accuracy,global_selection_brier,global_selection_logloss,threshold_objective,calib_roi_per_bet,calib_total_return_units,calib_priced_rows,calib_priced_coverage,calib_mean_ev_edge,roi_min_edge,meta_gate_enabled,meta_gate_threshold,meta_gate_base_accuracy,meta_gate_final_accuracy,meta_gate_base_coverage,meta_gate_final_coverage,momentum_penalty_mean_calib,momentum_penalty_active_rate_calib,vol_norm_enabled,vol_norm_alpha,vol_norm_threshold_bonus_cap,vol_norm_mean_calib,vol_norm_high_rate_calib,vol_norm_threshold_bonus_mean_calib,vol_norm_mean_test,vol_norm_high_rate_test,vol_decision_enabled,vol_decision_beta,vol_decision_center,vol_decision_max_shift,vol_decision_acc_calib,vol_decision_mean_test_threshold,reliability_enabled,reliability_mean_calib,reliability_low_rate_calib,reliability_conflict_rate_calib,reliability_side_shift_mean_calib,reliability_mean_test,reliability_low_rate_test,reliability_conflict_rate_test,reliability_side_shift_mean_test,missing_pitchers_rate_test,test_accuracy_at_050,test_accuracy_dynamic_decision,test_brier,test_logloss,test_auc,published_test_accuracy,published_test_coverage
10,yrfi,2024-02-23,2024-04-21,2024-04-22,2024-04-28,2024-04-29,2024-04-29,766,95,11,0.5,0.5,0.0,0.55,0.06,0.0,0.0,0.0,0.0,1,0.02,0.08,0.0,0,fallback_default,global_lr,none,0.0,0.5368421052631579,0.0,0.0,0.0,0.0,fallback_default,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.8181818181818182,0.22918372903186227,0.6514483083848209,0.5,0.0,0.0
11,yrfi,2024-02-23,2024-04-24,2024-04-25,2024-05-01,2024-05-02,2024-05-02,807,96,6,0.5,0.5,0.0,0.55,0.06,0.0,0.0,0.0,0.0,1,0.02,0.08,0.0,0,fallback_default,global_lr,none,0.0,0.4895833333333333,0.0,0.0,0.0,0.0,fallback_default,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.24308558284866635,0.6793149014934853,0.4,0.0,0.0
12,yrfi,2024-02-23,2024-04-27,2024-04-28,2024-05-04,2024-05-05,2024-05-05,846,93,15,0.2,0.8,0.0,0.59,0.06,0.64,0.26881720430107525,0.625,0.17204301075268819,0,0.0,0.08,0.0,0,publish_quality,global_lr,none,0.0,0.40860215053763443,0.0,0.5913978494623656,0.24142025337206108,0.6758815548405389,accuracy_cov,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.007548387096774196,0.5483870967741935,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.5913978494623656,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.27678391253615875,0.7474211592093254,0.2222222222222222,0.0,0.13333333333333333
13,yrfi,2024-02-23,2024-04-30,2024-05-01,2024-05-07,2024-05-08,2024-05-08,888,91,15,0.2,0.8,0.0,0.63,0.06,0.6666666666666666,0.9560439560439561,0.6666666666666666,0.9560439560439561,0,0.0,0.08,0.0,0,publish_quality,global_lr,none,0.0,0.3516483516483517,0.0,0.6483516483516484,0.22776192216615251,0.6479632555002017,accuracy_cov,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.007890109890109891,0.5824175824175825,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.6483516483516484,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.5333333333333333,0.26053133067360956,0.7154024300752347,0.5178571428571429,0.5,0.9333333333333333
14,yrfi,2024-02-23,2024-05-03,2024-05-04,2024-05-10,2024-05-11,2024-05-11,924,92,15,0.35,0.65,0.0,0.55,0.06,0.6666666666666666,0.09782608695652174,0.5,0.021739130434782608,0,0.0,0.08,0.0,0,publish_quality,global_lr,none,0.0,0.45652173913043476,0.0,0.5434782608695652,0.24767861240371405,0.6884941504359079,accuracy_cov,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.007847826086956522,0.5978260869565217,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.5434782608695652,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.23873361175880348,0.6705657241157275,0.4,1.0,0.06666666666666667
15,yrfi,2024-02-23,2024-05-06,2024-05-07,2024-05-13,2024-05-14,2024-05-14,964,95,15,0.8,0.2,0.0,0.6,0.06,0.6144578313253012,0.8736842105263158,0.5121951219512195,0.43157894736842106,0,0.0,0.08,0.0,0,publish_quality,global_lr,none,0.0,0.3894736842105263,0.0,0.6105263157894737,0.23767408211029048,0.6682830755195937,accuracy_cov,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.007957894736842105,0.5789473684210527,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.6105263157894737,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.19860622753749704,0.5890045251881714,0.41666666666666663,0.8571428571428571,0.4666666666666667
16,yrfi,2024-02-23,2024-05-09,2024-05-10,2024-05-16,2024-05-17,2024-05-17,1001,94,15,0.65,0.35,0.0,0.63,0.06,0.6666666666666666,0.5425531914893617,0.6666666666666666,0.5425531914893617,0,0.0,0.08,0.0,0,publish_quality,global_lr,none,0.0,0.3617021276595745,0.0,0.6382978723404256,0.23055866405870276,0.6537132592077987,accuracy_cov,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.007212765957446809,0.574468085106383,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.6382978723404256,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.4666666666666667,0.2768502567386004,0.7486653513169778,0.4642857142857143,0.5555555555555556,0.6
17,yrfi,2024-02-23,2024-05-12,2024-05-13,2024-05-19,2024-05-20,2024-05-20,1046,93,12,0.35,0.65,0.0,0.56,0.06,0.6578947368421053,0.40860215053763443,0.6086956521739131,0.24731182795698925,0,0.0,0.08,0.0,0,publish_quality,global_lr,none,0.0,0.44086021505376344,0.0,0.5591397849462365,0.24491289830726615,0.6829340428648397,accuracy_cov,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0064086021505376355,0.5913978494623656,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.5591397849462365,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.5833333333333334,0.243540847900221,0.6801852033554784,0.5714285714285714,0.5,0.3333333333333333
18,yrfi,2024-02-23,2024-05-15,2024-05-16,2024-05-22,2024-05-23,2024-05-23,1089,92,8,0.5,0.5,0.0,0.55,0.06,0.0,0.0,0.0,0.0,1,0.02,0.08,0.0,0,fallback_default,global_lr,none,0.0,0.4782608695652174,0.0,0.0,0.0,0.0,fallback_default,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2500557609058054,0.6932591224124943,0.5625,0.0,0.0
19,yrfi,2024-02-23,2024-05-18,2024-05-19,2024-05-25,2024-05-26,2024-05-26,1124,94,15,0.5,0.5,0.0,0.55,0.06,0.0,0.0,0.0,0.0,1,0.02,0.08,0.0,0,fallback_default,global_lr,none,0.0,0.48936170212765956,0.0,0.0,0.0,0.0,fallback_default,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.9333333333333333,0.24183236469800906,0.6768096093764379,0.4285714285714286,0.0,0.0
20,yrfi,2024-02-23,2024-05-21,2024-05-22,2024-05-28,2024-05-29,2024-05-29,1166,92,16,0.8,0.2,0.0,0.59,0.06,0.7647058823529411,0.18478260869565216,0.8,0.10869565217391304,0,0.0,0.08,0.0,0,publish_quality,global_lr,none,0.0,0.41304347826086957,0.0,0.5869565217391305,0.2410820486256618,0.6751640679681123,accuracy_cov,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.008369565217391305,0.6413043478260869,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.5869565217391305,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.21164439974955399,0.6156240234075832,0.8541666666666665,0.0,0.0
