threshold,market_threshold,market_tiebreak_band,train_acc,valid_acc,full_acc
0.53,0.53,0.09,0.6353591160220995,0.7665198237885462,0.661660777385159
0.53,0.53,0.1,0.6353591160220995,0.7665198237885462,0.661660777385159
0.53,0.53,0.11,0.6353591160220995,0.7665198237885462,0.661660777385159
0.53,0.53,0.12,0.6353591160220995,0.7665198237885462,0.661660777385159
0.52,0.495,0.11,0.6331491712707182,0.7665198237885462,0.6598939929328622
0.52,0.5,0.11,0.6331491712707182,0.7665198237885462,0.6598939929328622
0.52,0.5,0.12,0.6331491712707182,0.7665198237885462,0.6598939929328622
0.52,0.505,0.1,0.6331491712707182,0.7665198237885462,0.6598939929328622
0.52,0.505,0.11,0.6331491712707182,0.7665198237885462,0.6598939929328622
0.52,0.505,0.12,0.6331491712707182,0.7665198237885462,0.6598939929328622
0.52,0.51,0.1,0.6331491712707182,0.7665198237885462,0.6598939929328622
0.52,0.51,0.11,0.6331491712707182,0.7665198237885462,0.6598939929328622
0.52,0.51,0.12,0.6331491712707182,0.7665198237885462,0.6598939929328622
0.52,0.515,0.09,0.6331491712707182,0.7665198237885462,0.6598939929328622
0.52,0.515,0.1,0.6331491712707182,0.7665198237885462,0.6598939929328622
0.52,0.515,0.11,0.6331491712707182,0.7665198237885462,0.6598939929328622
0.52,0.515,0.12,0.6331491712707182,0.7665198237885462,0.6598939929328622
0.52,0.52,0.09,0.6331491712707182,0.7665198237885462,0.6598939929328622
0.52,0.52,0.1,0.6331491712707182,0.7665198237885462,0.6598939929328622
0.52,0.52,0.11,0.6331491712707182,0.7665198237885462,0.6598939929328622
0.52,0.52,0.12,0.6331491712707182,0.7665198237885462,0.6598939929328622
0.52,0.525,0.09,0.6331491712707182,0.7665198237885462,0.6598939929328622
0.52,0.525,0.1,0.6331491712707182,0.7665198237885462,0.6598939929328622
0.52,0.525,0.11,0.6331491712707182,0.7665198237885462,0.6598939929328622
0.52,0.525,0.12,0.6331491712707182,0.7665198237885462,0.6598939929328622
0.52,0.53,0.09,0.6331491712707182,0.7665198237885462,0.6598939929328622
0.52,0.53,0.1,0.6331491712707182,0.7665198237885462,0.6598939929328622
0.52,0.53,0.11,0.6331491712707182,0.7665198237885462,0.6598939929328622
0.52,0.53,0.12,0.6331491712707182,0.7665198237885462,0.6598939929328622
0.505,0.495,0.11,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.505,0.5,0.11,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.505,0.5,0.12,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.505,0.505,0.1,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.505,0.505,0.11,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.505,0.505,0.12,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.505,0.51,0.1,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.505,0.51,0.11,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.505,0.51,0.12,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.505,0.515,0.09,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.505,0.515,0.1,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.505,0.515,0.11,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.505,0.515,0.12,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.505,0.52,0.09,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.505,0.52,0.1,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.505,0.52,0.11,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.505,0.52,0.12,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.505,0.525,0.09,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.505,0.525,0.1,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.505,0.525,0.11,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.505,0.525,0.12,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.505,0.53,0.09,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.505,0.53,0.1,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.505,0.53,0.11,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.505,0.53,0.12,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.51,0.495,0.11,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.51,0.5,0.11,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.51,0.5,0.12,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.51,0.505,0.1,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.51,0.505,0.11,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.51,0.505,0.12,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.51,0.51,0.1,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.51,0.51,0.11,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.51,0.51,0.12,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.51,0.515,0.09,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.51,0.515,0.1,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.51,0.515,0.11,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.51,0.515,0.12,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.51,0.52,0.09,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.51,0.52,0.1,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.51,0.52,0.11,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.51,0.52,0.12,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.51,0.525,0.09,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.51,0.525,0.1,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.51,0.525,0.11,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.51,0.525,0.12,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.51,0.53,0.09,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.51,0.53,0.1,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.51,0.53,0.11,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.51,0.53,0.12,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.515,0.495,0.11,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.515,0.5,0.11,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.515,0.5,0.12,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.515,0.505,0.1,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.515,0.505,0.11,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.515,0.505,0.12,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.515,0.51,0.1,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.515,0.51,0.11,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.515,0.51,0.12,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.515,0.515,0.09,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.515,0.515,0.1,0.6287292817679558,0.7665198237885462,0.6563604240282686
0.515,0.515,0.11,0.6287292817679558,0.7665198237885462,0.6563604240282686
