game_id,date,time,season,home_team,away_team,home_score,away_score,home_p1_goals,away_p1_goals,total_p1_goals,total_goals,is_draw,completed,venue_name,odds_over_under,odds_details,home_moneyline_odds,away_moneyline_odds,closing_moneyline_odds,closing_spread_odds,closing_total_odds,odds_data_quality,home_goalie_name,away_goalie_name,home_goalie_id,away_goalie_id,home_goalie_confirmed,away_goalie_confirmed,home_goalie_found,away_goalie_found,goalie_data_quality
401803076,2026-01-13,19:00,2026,OTT,VAN,2,1,2,0,2,3,0,1,Canadian Tire Centre,6.5,OTT -238,-238.0,195.0,-238.0,105.0,-108.0,real,Leevi Merilainen,Kevin Lankinen,4894703,4341584,0,0,1,1,found_both
401803077,2026-01-13,19:00,2026,PIT,TBL,1,2,0,0,0,3,0,1,PPG Paints Arena,6.5,TB -148,124.0,-148.0,-148.0,-225.0,110.0,real,Arturs Silovs,Andrei Vasilevskiy,4576894,2976847,0,0,1,1,found_both
401803078,2026-01-13,19:00,2026,WSH,MTL,3,2,0,1,1,5,0,1,Capital One Arena,6.5,WSH -135,-135.0,114.0,-135.0,170.0,105.0,real,Logan Thompson,Sam Montembeault,4272888,3942714,0,0,1,1,found_both
401803079,2026-01-13,19:00,2026,CBJ,CGY,5,3,2,0,2,8,0,1,Nationwide Arena,6.5,CBJ -148,-148.0,124.0,-148.0,170.0,110.0,real,Jet Greaves,Dustin Wolf,4894366,4587952,0,0,1,1,found_both
401803080,2026-01-13,19:30,2026,BOS,DET,3,0,0,0,0,3,0,1,TD Garden,6.5,BOS -148,-148.0,124.0,-148.0,170.0,102.0,real,Jeremy Swayman,Cam Talbot,4712036,5734,0,0,1,1,found_both
401803081,2026-01-13,19:30,2026,STL,CAR,3,0,0,0,0,3,0,1,Enterprise Center,5.5,CAR -180,150.0,-180.0,-180.0,-175.0,-135.0,real,Joel Hofer,Brandon Bussi,4587909,4996097,0,0,1,1,found_both
401803082,2026-01-13,20:00,2026,NSH,EDM,4,3,1,1,2,7,0,1,Bridgestone Arena,6.5,EDM -135,114.0,-135.0,-135.0,-225.0,-102.0,real,Juuse Saros,Tristan Jarry,3042109,3042020,0,0,1,1,found_both
401803083,2026-01-13,20:00,2026,WPG,NYI,5,4,1,0,1,9,0,1,Canada Life Centre,5.5,WPG -130,-130.0,110.0,-130.0,200.0,102.0,real,Connor Hellebuyck,Ilya Sorokin,3020225,3151981,0,0,1,1,found_both
401803084,2026-01-13,22:00,2026,UTA,TOR,6,1,1,0,1,7,0,1,Delta Center,6.5,UTAH -162,-162.0,136.0,-162.0,154.0,110.0,real,Karel Vejmelka,Dennis Hildeby,3942065,5174160,0,0,1,1,found_both
401803085,2026-01-13,22:00,2026,ANA,DAL,3,1,0,0,0,4,0,1,Honda Center,6.5,DAL -125,105.0,-125.0,-125.0,-225.0,-120.0,real,Lukas Dostal,Casey DeSmith,4588165,3025540,0,0,1,1,found_both
