split_id,market_key,train_start,train_end,calib_start,calib_end,test_start,test_end,train_rows,calib_rows,test_rows,ensemble_xgb_weight,ensemble_lgbm_weight,ensemble_rf_weight,publish_threshold,prob_shrink,calib_accuracy,calib_coverage,published_calib_accuracy,published_calib_coverage,used_fallback,fallback_penalty,missing_pitcher_penalty,missing_pitchers_rate_calib,regime_calibrators,selection_objective,calibrator_mode,stacking_mode,bayes_strength,bayes_prior,prob_shift,global_selection_accuracy,global_selection_brier,global_selection_logloss,threshold_objective,calib_roi_per_bet,calib_total_return_units,calib_priced_rows,calib_priced_coverage,calib_mean_ev_edge,roi_min_edge,meta_gate_enabled,meta_gate_threshold,meta_gate_base_accuracy,meta_gate_final_accuracy,meta_gate_base_coverage,meta_gate_final_coverage,momentum_penalty_mean_calib,momentum_penalty_active_rate_calib,vol_norm_enabled,vol_norm_alpha,vol_norm_threshold_bonus_cap,vol_norm_mean_calib,vol_norm_high_rate_calib,vol_norm_threshold_bonus_mean_calib,vol_norm_mean_test,vol_norm_high_rate_test,vol_decision_enabled,vol_decision_beta,vol_decision_center,vol_decision_max_shift,vol_decision_acc_calib,vol_decision_mean_test_threshold,reliability_enabled,reliability_mean_calib,reliability_low_rate_calib,reliability_conflict_rate_calib,reliability_side_shift_mean_calib,reliability_mean_test,reliability_low_rate_test,reliability_conflict_rate_test,reliability_side_shift_mean_test,missing_pitchers_rate_test,test_accuracy_at_050,test_accuracy_dynamic_decision,test_brier,test_logloss,test_auc,published_test_accuracy,published_test_coverage
10,f5,2025-04-18,2025-06-14,2025-06-15,2025-06-22,2025-06-23,2025-06-23,484,64,3,0.2,0.8,0.0,0.65,0.0,0.76,0.78125,0.7551020408163265,0.765625,0,0.0,0.08,0.28125,0,publish_quality,global_lr,none,0.0,0.3125,0.0,0.6875,0.2089940672913552,0.6081775751058065,accuracy_cov,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0007031250000000001,0.078125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.6875,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.31154442525041776,0.5,1.0,1.0
11,f5,2025-04-18,2025-06-18,2025-06-19,2025-06-25,2025-06-26,2025-06-26,513,57,9,0.2,0.8,0.0,0.55,0.0,0.6842105263157895,1.0,0.6842105263157895,1.0,0,0.0,0.08,0.19298245614035087,0,publish_quality,global_lr,none,0.0,0.3157894736842105,0.0,0.6842105263157895,0.21575136528089384,0.6229418470257335,accuracy_cov,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0004736842105263158,0.05263157894736842,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.6842105263157895,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.3852403719501137,0.9785914273469621,0.5714285714285714,0.2222222222222222,1.0
12,f5,2025-04-18,2025-06-21,2025-06-22,2025-07-02,2025-07-03,2025-07-03,540,59,10,0.8,0.2,0.0,0.63,0.0,0.8461538461538461,0.22033898305084745,1.0,0.01694915254237288,0,0.0,0.08,0.1864406779661017,0,publish_quality,global_lr,none,0.0,0.423728813559322,0.0,0.5932203389830508,0.23569850357557712,0.6637765204172477,accuracy_cov,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0004576271186440678,0.05084745762711865,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.5932203389830508,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.9,0.20575273673143474,0.603368576962761,0.11111111111111116,1.0,0.1
13,f5,2025-04-18,2025-06-24,2025-06-25,2025-07-05,2025-07-06,2025-07-06,560,69,10,0.5,0.5,0.0,0.65,0.0,0.9230769230769231,0.18840579710144928,0.9090909090909091,0.15942028985507245,0,0.0,0.08,0.11594202898550725,0,publish_quality,global_lr,none,0.0,0.391304347826087,0.0,0.6086956521739131,0.2330604971068345,0.658211061244679,accuracy_cov,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00026086956521739134,0.028985507246376812,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.6086956521739131,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.2104101226888297,0.6122400522713156,0.6190476190476191,1.0,0.1
14,f5,2025-04-18,2025-07-01,2025-07-02,2025-07-08,2025-07-09,2025-07-09,588,62,11,0.2,0.8,0.0,0.55,0.0,0.6774193548387096,1.0,0.6774193548387096,1.0,0,0.0,0.08,0.06451612903225806,0,publish_quality,global_lr,none,0.0,0.3225806451612903,0.0,0.6774193548387096,0.2185221944597098,0.6287989712937253,accuracy_cov,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0005806451612903226,0.06451612903225806,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.6774193548387096,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.45454545454545453,0.45454545454545453,0.29751434063422416,0.7939466813361541,0.6,0.45454545454545453,1.0
15,f5,2025-04-18,2025-07-04,2025-07-05,2025-07-11,2025-07-12,2025-07-12,619,61,9,0.35,0.65,0.0,0.59,0.0,0.6875,0.26229508196721313,0.8333333333333334,0.19672131147540983,0,0.0,0.08,0.04918032786885246,0,publish_quality,global_lr,none,0.0,0.4262295081967213,0.0,0.5737704918032787,0.24345860185277474,0.6799869600386472,accuracy_cov,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0008852459016393443,0.09836065573770492,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.5737704918032787,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.25441222381122436,0.7023694967073018,0.25,0.0,0.2222222222222222
16,f5,2025-04-18,2025-07-07,2025-07-08,2025-07-15,2025-07-16,2025-07-16,640,67,11,0.5,0.5,0.0,0.55,0.0,0.0,0.0,0.0,0.0,1,0.015,0.08,0.11940298507462686,0,fallback_default,global_lr,none,0.0,0.4925373134328358,0.0,0.0,0.0,0.0,fallback_default,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.45454545454545453,0.45454545454545453,0.25042736518559505,0.6940019429221589,0.5666666666666667,0.0,0.0
17,f5,2025-04-18,2025-07-10,2025-07-11,2025-07-18,2025-07-19,2025-07-19,670,67,10,0.5,0.5,0.0,0.55,0.0,0.6071428571428571,0.417910447761194,0.5416666666666666,0.3582089552238806,0,0.0,0.08,0.208955223880597,0,publish_quality,global_lr,none,0.0,0.4626865671641791,0.0,0.5970149253731343,0.24614765781446432,0.685452568011833,accuracy_cov,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00040298507462686574,0.04477611940298507,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.5970149253731343,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.5,0.24681537149106472,0.6865822458560745,0.7916666666666666,0.6666666666666666,0.3
18,f5,2025-04-18,2025-07-13,2025-07-15,2025-07-21,2025-07-22,2025-07-22,699,60,8,0.65,0.35,0.0,0.59,0.0,0.5882352941176471,0.2833333333333333,0.75,0.13333333333333333,0,0.0,0.08,0.2,0,publish_quality,global_lr,none,0.0,0.43333333333333335,0.0,0.5666666666666667,0.24268314331445168,0.678477432382547,accuracy_cov,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0006000000000000001,0.06666666666666667,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.5666666666666667,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2646384707145465,0.7231191487163022,0.25,0.0,0.25
19,f5,2025-04-18,2025-07-17,2025-07-18,2025-07-24,2025-07-25,2025-07-25,728,60,10,0.8,0.2,0.0,0.59,0.0,0.75,0.2,0.7272727272727273,0.18333333333333332,0,0.0,0.08,0.16666666666666666,0,publish_quality,global_lr,none,0.0,0.43333333333333335,0.0,0.5666666666666667,0.24375963259865613,0.680546213739679,accuracy_cov,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00030000000000000003,0.03333333333333333,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.5666666666666667,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.7,0.23266674575595866,0.6583926441318966,0.2380952380952381,0.0,0.0
20,f5,2025-04-18,2025-07-20,2025-07-21,2025-07-27,2025-07-28,2025-07-28,757,62,1,0.8,0.2,0.0,0.55,0.0,0.625,0.3870967741935484,0.6190476190476191,0.3387096774193548,0,0.0,0.08,0.14516129032258066,0,publish_quality,global_lr,none,0.0,0.45161290322580644,0.0,0.5483870967741935,0.2475117841877944,0.6881593737848549,accuracy_cov,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0002903225806451613,0.03225806451612903,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.5483870967741935,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5959521361203683,0.5,1.0,1.0
21,f5,2025-04-18,2025-07-23,2025-07-24,2025-07-30,2025-07-31,2025-07-31,779,60,8,0.5,0.5,0.0,0.55,0.0,0.0,0.0,0.0,0.0,1,0.015,0.08,0.15,0,fallback_default,global_lr,none,0.0,0.48333333333333334,0.0,0.0,0.0,0.0,fallback_default,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.875,0.875,0.23770212840232563,0.6685348229224131,0.0,0.0,0.0
22,f5,2025-04-18,2025-07-26,2025-07-27,2025-08-02,2025-08-03,2025-08-03,808,59,10,0.2,0.8,0.0,0.63,0.0,0.8125,0.2711864406779661,0.0,0.0,0,0.0,0.08,0.1016949152542373,0,publish_quality,global_lr,none,0.0,0.3898305084745763,0.0,0.6101694915254238,0.2360115500346774,0.6646847976499769,accuracy_cov,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0003050847457627119,0.03389830508474576,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.6101694915254238,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.4,0.2893934968046189,0.7740039235587353,0.29166666666666663,0.0,0.0
23,f5,2025-04-18,2025-07-29,2025-07-30,2025-08-05,2025-08-06,2025-08-06,830,56,11,0.2,0.8,0.0,0.55,0.0,1.0,0.017857142857142856,1.0,0.017857142857142856,0,0.0,0.08,0.10714285714285714,0,publish_quality,global_lr,none,0.0,0.5,0.0,0.5,0.24719994580636223,0.6875296892674917,accuracy_cov,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00032142857142857147,0.03571428571428571,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.5,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.5454545454545454,0.5454545454545454,0.24864371389743675,0.6904584536490143,0.6,0.0,0.0
24,f5,2025-04-18,2025-08-01,2025-08-02,2025-08-09,2025-08-10,2025-08-10,857,54,6,0.35,0.65,0.0,0.65,0.0,0.8571428571428571,0.25925925925925924,0.8461538461538461,0.24074074074074073,0,0.0,0.08,0.09259259259259259,0,publish_quality,global_lr,none,0.0,0.5925925925925926,0.0,0.6296296296296297,0.22651001287412978,0.6446473570229503,accuracy_cov,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0001666666666666667,0.018518518518518517,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.6296296296296297,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.2295666634342439,0.6508744553231991,0.5,1.0,0.16666666666666666
25,f5,2025-04-18,2025-08-04,2025-08-05,2025-08-13,2025-08-14,2025-08-14,878,51,3,0.35,0.65,0.0,0.6,0.0,0.7857142857142857,0.27450980392156865,0.0,0.0,0,0.0,0.08,0.09803921568627451,0,publish_quality,global_lr,none,0.0,0.5882352941176471,0.0,0.5882352941176471,0.24098179655164828,0.674895812299908,accuracy_cov,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00017647058823529413,0.0196078431372549,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.5882352941176471,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8697446972734809,0.5,0.0,0.0
