scenario,accuracy,brier,logloss,coverage,published_accuracy,published_coverage,rows,splits,notes
default_locked_current_data,0.5306122448979592,0.2524740567907063,0.6982721878343952,0.06292517006802721,0.40540540540540543,0.06292517006802721,588,55,baseline hyperparams locked on current data
ab_drop_obp_slg,0.5476190476190477,0.25063558448820483,0.6945551669001682,0.05272108843537415,0.5483870967741935,0.05272108843537415,588,55,NBA_MLB_FULL_GAME_DROP_FEATURES=diff_player_obp_proxy_L10,diff_player_slg_proxy_L10
