"scenario","extra_features","drop_features","accuracy","brier","logloss","coverage","published_accuracy","published_coverage","rows","splits"
"baseline_ref","","","0.578231292517007","0.250180442014941","0.693639244529471","0.076530612244898","0.466666666666667","0.076530612244898","588","55"
"drop_obp","","diff_player_obp_proxy_L10","0.562925170068027","0.250854673930322","0.694963164592312","0.054421768707483","0.59375","0.054421768707483","588","55"
"swap_baserunners","diff_baserunners_allowed_L10","diff_player_obp_proxy_L10,diff_player_slg_proxy_L10","0.551020408163265","0.250824834073016","0.694946401317972","0.0595238095238095","0.428571428571429","0.0595238095238095","588","55"
"drop_slg","","diff_player_slg_proxy_L10","0.545918367346939","0.251080217442245","0.695440273949507","0.0595238095238095","0.428571428571429","0.0595238095238095","588","55"
"swap_hits_allowed","diff_hits_allowed_L10","diff_player_obp_proxy_L10,diff_player_slg_proxy_L10","0.54421768707483","0.250960731222697","0.695200522605748","0.054421768707483","0.5625","0.054421768707483","588","55"
"drop_obp_slg","","diff_player_obp_proxy_L10,diff_player_slg_proxy_L10","0.54421768707483","0.25072458807174","0.694715536973012","0.0578231292517007","0.5","0.0578231292517007","588","55"
