game_id,date,season,home_team,away_team,home_runs_total,away_runs_total,home_r1,away_r1,home_r2,away_r2,home_r3,away_r3,home_r4,away_r4,home_r5,away_r5,home_runs_f5,away_runs_f5,attendance,odds_details,odds_over_under,home_is_favorite,home_hits,away_hits,time,status_completed,status_state,status_description,status_detail,odds_data_quality
401833329,2026-03-23,2026,WSH,BAL,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9329,N/A,0.0,-1,3,5,12:05,1.0,post,Final,Final,fallback
401833326,2026-03-23,2026,PIT,ATL,2,5,0,1,0,1,0,0,0,1,1,0,1,3,4620,N/A,0.0,-1,6,7,12:05,1.0,post,Final,Final,fallback
401833325,2026-03-23,2026,PHI,TB,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7449,N/A,0.0,-1,5,11,11:05,1.0,post,Final,Final,fallback
401833321,2026-03-23,2026,BOS,MIN,6,9,0,0,0,1,2,0,0,5,3,0,5,6,8774,N/A,0.0,-1,15,13,12:05,1.0,post,Final,Final,fallback
401833318,2026-03-22,2026,MIN,ATL,7,3,0,3,0,0,0,0,1,0,4,0,5,3,7077,N/A,0.0,-1,12,6,12:05,1.0,post,Final,Final,fallback
401833317,2026-03-22,2026,TOR,TB,14,1,6,0,0,0,0,0,7,0,0,0,13,0,6971,N/A,0.0,-1,19,4,12:07,1.0,post,Final,Final,fallback
401833316,2026-03-22,2026,SD,ARI,1,11,0,0,0,1,0,3,1,3,0,0,1,7,7297,N/A,0.0,-1,5,16,20:10,1.0,post,Final,Final,fallback
401833315,2026-03-22,2026,PIT,BOS,3,6,0,1,1,0,0,0,1,0,0,0,2,1,5969,N/A,0.0,-1,5,10,12:05,1.0,post,Final,Final,fallback
401833314,2026-03-22,2026,NYY,PHI,6,2,0,0,0,0,0,0,2,0,2,0,4,0,10024,N/A,0.0,-1,12,4,12:05,1.0,post,Final,Final,fallback
401833313,2026-03-22,2026,MIA,NYM,4,3,0,0,0,0,1,0,0,3,0,0,1,3,4492,N/A,0.0,-1,9,7,12:10,1.0,post,Final,Final,fallback
401833312,2026-03-22,2026,LAA,LAD,5,13,0,0,1,0,0,10,0,0,0,0,1,10,44681,N/A,0.0,-1,8,11,20:07,1.0,post,Final,Final,fallback
401833311,2026-03-22,2026,HOU,STL,2,3,0,0,1,0,0,1,0,0,0,0,1,1,3594,N/A,0.0,-1,6,7,11:05,1.0,post,Final,Final,fallback
401833310,2026-03-22,2026,COL,ATH,6,5,0,2,0,0,0,2,2,0,1,0,3,4,6635,N/A,0.0,-1,8,8,15:10,1.0,post,Final,Final,fallback
401833309,2026-03-22,2026,CLE,CIN,8,2,3,0,2,1,1,0,1,0,0,0,7,1,5610,N/A,0.0,-1,10,10,14:05,1.0,post,Final,Final,fallback
401833308,2026-03-22,2026,CHW,SEA,2,4,0,0,0,1,0,0,0,1,0,0,0,2,8707,N/A,0.0,-1,7,4,20:05,1.0,post,Final,Final,fallback
401833307,2026-03-22,2026,CHC,MIL,12,0,0,0,3,0,2,0,0,0,4,0,9,0,14375,N/A,0.0,-1,12,6,14:05,1.0,post,Final,Final,fallback
401833306,2026-03-22,2026,BAL,WSH,8,1,0,0,1,0,1,0,0,0,0,0,2,0,8948,N/A,0.0,-1,7,5,12:35,1.0,post,Final,Final,fallback
401833305,2026-03-21,2026,WSH,NYM,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3742,N/A,0.0,-1,7,5,12:05,1.0,post,Final,Final,fallback
401833304,2026-03-21,2026,TB,MIN,3,2,0,0,0,0,1,0,0,1,0,0,1,1,3687,N/A,0.0,-1,5,6,12:05,1.0,post,Final,Final,fallback
401833303,2026-03-21,2026,STL,MIA,7,4,4,0,0,0,1,0,0,4,0,0,5,4,4767,N/A,0.0,-1,10,9,12:05,1.0,post,Final,Final,fallback
401833302,2026-03-21,2026,SEA,CHC,1,7,0,1,1,0,0,0,0,0,0,0,1,1,11029,N/A,0.0,-1,5,15,20:10,1.0,post,Final,Final,fallback
401833301,2026-03-21,2026,SF,CLE,10,7,0,0,0,0,3,0,4,0,1,1,8,1,8310,N/A,0.0,-1,14,10,14:05,1.0,post,Final,Final,fallback
401833300,2026-03-21,2026,PIT,TOR,8,3,0,0,0,0,1,0,2,0,0,1,3,1,6980,N/A,0.0,-1,9,7,12:05,1.0,post,Final,Final,fallback
401833299,2026-03-21,2026,NYM,HOU,5,7,0,0,0,3,0,0,0,0,1,0,1,3,5886,N/A,0.0,-1,11,9,12:10,1.0,post,Final,Final,fallback
401833298,2026-03-21,2026,MIL,SD,6,1,0,0,0,0,0,0,3,0,0,0,3,0,6279,N/A,0.0,-1,8,6,15:10,1.0,post,Final,Final,fallback
401833297,2026-03-21,2026,LAD,ATH,5,5,0,0,0,3,1,0,2,0,1,1,4,4,10643,N/A,0.0,-1,8,4,13:05,1.0,post,Final,Final,fallback
401833296,2026-03-21,2026,KC,COL,6,5,0,0,0,0,0,0,0,4,1,0,1,4,5265,N/A,0.0,-1,10,11,14:05,1.0,post,Final,Final,fallback
401833295,2026-03-21,2026,DET,NYY,3,1,0,0,0,0,0,0,0,1,1,0,1,1,9628,N/A,0.0,-1,8,7,12:05,1.0,post,Final,Final,fallback
401833294,2026-03-21,2026,CIN,CHW,11,7,1,0,0,2,0,0,1,2,5,1,7,5,5060,N/A,0.0,-1,11,9,20:05,1.0,post,Final,Final,fallback
401833293,2026-03-21,2026,BOS,ATL,1,6,0,0,1,1,0,3,0,0,0,2,1,6,9422,N/A,0.0,-1,4,10,12:05,1.0,post,Final,Final,fallback
401833292,2026-03-21,2026,BAL,PHI,10,8,1,1,0,0,1,0,1,3,0,0,3,4,7816,N/A,0.0,-1,11,9,12:05,1.0,post,Final,Final,fallback
401833291,2026-03-21,2026,ARI,TEX,5,2,0,0,0,0,3,0,0,0,0,0,3,0,9605,N/A,0.0,-1,9,8,15:10,1.0,post,Final,Final,fallback
401833290,2026-03-20,2026,TEX,SF,6,5,0,0,0,0,0,0,0,0,0,1,0,1,6753,N/A,0.0,-1,6,9,20:05,1.0,post,Final,Final,fallback
401833289,2026-03-20,2026,TB,BOS,2,0,1,0,0,0,0,0,0,0,0,0,1,0,5552,N/A,0.0,-1,7,5,12:05,1.0,post,Final,Final,fallback
401833288,2026-03-20,2026,SF,KC,5,2,0,2,0,0,4,0,0,0,0,0,4,2,9113,N/A,0.0,-1,7,4,19:05,1.0,post,Final,Final,fallback
401833287,2026-03-20,2026,SD,COL,3,9,0,0,0,0,0,1,0,3,0,1,0,5,6184,N/A,0.0,-1,4,14,20:10,1.0,post,Final,Final,fallback
401833286,2026-03-20,2026,PHI,DET,4,4,0,0,0,0,4,0,0,0,0,1,4,1,10061,N/A,0.0,-1,7,6,12:05,1.0,post,Final,Final,fallback
401833285,2026-03-20,2026,NYY,BAL,3,1,0,0,0,0,0,0,0,0,0,0,0,0,9989,N/A,0.0,-1,6,3,17:35,1.0,post,Final,Final,fallback
401833284,2026-03-20,2026,NYM,STL,3,4,0,1,0,0,0,0,0,0,0,3,0,4,6842,N/A,0.0,-1,3,7,12:10,1.0,post,Final,Final,fallback
401833283,2026-03-20,2026,MIN,TOR,1,2,0,0,0,1,0,0,0,0,0,1,0,2,8361,N/A,0.0,-1,6,10,12:05,1.0,post,Final,Final,fallback
401833282,2026-03-20,2026,MIA,WSH,3,2,1,0,0,1,2,0,0,0,0,1,3,2,2645,N/A,0.0,-1,6,5,18:10,1.0,post,Final,Final,fallback
401833281,2026-03-20,2026,LAD,SD,4,3,0,0,1,0,0,0,0,0,2,0,3,0,12708,N/A,0.0,-1,10,6,20:05,1.0,post,Final,Final,fallback
401833280,2026-03-20,2026,LAA,CHW,4,3,4,0,0,0,0,0,0,0,0,0,4,0,6310,N/A,0.0,-1,4,7,14:10,1.0,post,Final,Final,fallback
401833279,2026-03-20,2026,HOU,MIA,4,7,0,0,0,3,2,0,0,0,0,0,2,3,2693,N/A,0.0,-1,9,6,17:05,1.0,post,Final,Final,fallback
401833278,2026-03-20,2026,CLE,SEA,8,20,2,0,2,10,0,5,0,2,0,1,4,18,7808,N/A,0.0,-1,9,26,20:05,1.0,post,Final,Final,fallback
401833277,2026-03-20,2026,CHC,CIN,6,8,0,0,0,2,0,3,0,0,1,3,1,8,11878,N/A,0.0,-1,11,14,20:05,1.0,post,Final,Final,fallback
401833276,2026-03-20,2026,ATL,PIT,8,1,0,0,1,1,0,0,0,0,3,0,4,1,7042,N/A,0.0,-1,11,4,17:05,1.0,post,Final,Final,fallback
401833275,2026-03-20,2026,ATH,CHC,6,2,0,1,0,0,0,0,0,0,4,0,4,1,6027,N/A,0.0,-1,11,6,20:10,1.0,post,Final,Final,fallback
401833274,2026-03-20,2026,ARI,MIL,8,7,0,2,6,0,0,3,0,1,0,1,6,7,11857,N/A,0.0,-1,10,11,20:10,1.0,post,Final,Final,fallback
401833273,2026-03-19,2026,TOR,NYY,11,0,1,0,0,0,2,0,4,0,4,0,11,0,6746,N/A,0.0,-1,14,3,12:07,1.0,post,Final,Final,fallback
401833272,2026-03-19,2026,STL,WSH,5,1,1,0,0,1,2,0,0,0,0,0,3,1,4798,N/A,0.0,-1,10,7,12:05,1.0,post,Final,Final,fallback
401833271,2026-03-19,2026,SD,CHW,13,6,3,3,0,1,0,0,3,0,0,2,6,6,4862,N/A,0.0,-1,14,11,20:10,1.0,post,Final,Final,fallback
401833270,2026-03-19,2026,PHI,TB,8,2,0,0,2,0,1,0,0,0,2,2,5,2,8914,N/A,0.0,-1,11,2,12:05,1.0,post,Final,Final,fallback
401833269,2026-03-19,2026,NYY,BAL,5,4,1,0,0,2,0,1,0,0,0,0,1,3,8682,N/A,0.0,-1,8,10,12:05,1.0,post,Final,Final,fallback
401833268,2026-03-19,2026,MIL,TEX,11,4,1,0,3,0,7,1,0,3,0,0,11,4,6522,N/A,0.0,-1,9,8,20:10,1.0,post,Final,Final,fallback
401833267,2026-03-19,2026,KC,LAA,3,4,1,0,0,1,0,0,0,0,0,0,1,1,5594,N/A,0.0,-1,5,7,20:05,1.0,post,Final,Final,fallback
401833266,2026-03-19,2026,HOU,NYM,2,6,0,0,0,1,0,0,0,2,1,3,1,6,4400,N/A,0.0,-1,8,7,17:05,1.0,post,Final,Final,fallback
401833265,2026-03-19,2026,COL,SF,11,14,1,0,4,1,0,0,0,3,1,2,6,6,9096,N/A,0.0,-1,10,19,20:10,1.0,post,Final,Final,fallback
401833264,2026-03-19,2026,CLE,KC,6,5,1,0,3,1,0,1,0,1,0,1,4,4,4010,N/A,0.0,-1,8,10,20:05,1.0,post,Final,Final,fallback
401833263,2026-03-19,2026,CHW,ARI,4,2,0,2,0,0,0,0,0,0,0,0,0,2,8271,N/A,0.0,-1,6,6,20:05,1.0,post,Final,Final,fallback
401833262,2026-03-19,2026,BOS,MIN,4,2,0,0,0,0,0,0,2,0,0,0,2,0,9635,N/A,0.0,-1,9,6,17:05,1.0,post,Final,Final,fallback
401833261,2026-03-19,2026,BAL,PIT,5,2,1,0,2,0,2,0,0,0,0,2,5,2,5734,N/A,0.0,-1,7,9,17:05,1.0,post,Final,Final,fallback
401833260,2026-03-19,2026,ATH,SEA,4,6,0,0,0,0,0,0,3,0,0,0,3,0,10876,N/A,0.0,-1,6,10,20:10,1.0,post,Final,Final,fallback
401833258,2026-03-18,2026,TOR,BAL,2,3,0,2,1,0,0,0,0,1,0,0,1,3,7269,,0.0,-1,5,7,12:07,1.0,post,Final,Final,fallback
401833257,2026-03-18,2026,TEX,KC,12,3,1,0,2,0,0,1,4,0,1,0,8,1,8313,,0.0,-1,13,7,20:05,1.0,post,Final,Final,fallback
401833256,2026-03-18,2026,STL,HOU,4,1,0,0,0,0,1,0,0,0,0,0,1,0,4893,,0.0,-1,6,5,12:05,1.0,post,Final,Final,fallback
401833255,2026-03-18,2026,SEA,MIL,7,3,1,0,0,1,3,0,0,2,3,0,7,3,6583,,0.0,-1,7,11,15:10,1.0,post,Final,Final,fallback
401833254,2026-03-18,2026,PIT,DET,3,1,0,0,2,0,0,0,1,0,0,1,3,1,6975,,0.0,-1,8,5,17:05,1.0,post,Final,Final,fallback
401833253,2026-03-18,2026,NYY,BOS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9842,,0.0,-1,1,7,12:05,1.0,post,Final,Final,fallback
401833252,2026-03-18,2026,MIL,LAA,3,4,0,0,0,4,0,0,0,0,1,0,1,4,4673,,0.0,-1,8,8,15:10,1.0,post,Final,Final,fallback
401833251,2026-03-18,2026,LAD,SF,5,1,2,0,0,0,1,0,0,0,0,0,3,0,10517,,0.0,-1,8,4,15:05,1.0,post,Final,Final/8,fallback
401833250,2026-03-18,2026,LAA,CIN,7,4,2,0,0,0,0,0,0,1,1,0,3,1,5454,,0.0,-1,9,7,15:10,1.0,post,Final,Final,fallback
401833249,2026-03-18,2026,CIN,COL,6,8,0,0,0,0,0,0,4,0,0,1,4,1,3069,,0.0,-1,10,10,15:05,1.0,post,Final,Final,fallback
401833248,2026-03-18,2026,ATL,PHI,3,2,0,1,0,0,0,0,0,0,0,1,0,2,6744,,0.0,-1,6,7,12:05,1.0,post,Final,Final,fallback
401833247,2026-03-18,2026,ARI,CHC,16,8,1,0,0,0,6,5,7,0,0,0,14,5,11242,,0.0,-1,17,9,15:10,1.0,post,Final,Final,fallback
401833246,2026-03-17,2026,WSH,STL,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3480,,0.0,-1,4,4,12:05,1.0,post,Final,Final,fallback
401833245,2026-03-17,2026,TB,NYY,2,3,0,0,0,1,0,0,0,0,1,0,1,1,6285,,0.0,-1,7,7,12:05,1.0,post,Final,Final,fallback
401833244,2026-03-17,2026,SEA,SD,6,9,1,0,0,2,1,0,0,0,1,0,3,2,6478,,0.0,-1,10,10,15:10,1.0,post,Final,Final,fallback
401833243,2026-03-17,2026,PIT,HOU,2,10,0,1,0,0,1,3,0,0,0,4,1,8,5960,,0.0,-1,6,8,12:05,1.0,post,Final,Final,fallback
401833242,2026-03-17,2026,PHI,MIN,2,0,0,0,0,0,0,0,1,0,0,0,1,0,10129,,0.0,-1,7,6,12:05,1.0,post,Final,Final,fallback
401833241,2026-03-17,2026,MIA,NYM,5,5,0,0,0,0,0,2,0,0,1,0,1,2,3416,,0.0,-1,5,10,12:10,1.0,post,Final,Final,fallback
401833240,2026-03-17,2026,KC,LAD,4,10,0,0,0,2,0,1,2,0,1,0,3,3,10996,,0.0,-1,9,11,20:05,1.0,post,Final,Final,fallback
401833239,2026-03-17,2026,DET,BAL,1,1,0,0,0,0,0,0,0,0,0,1,0,1,7249,,0.0,-1,4,7,12:05,1.0,post,Final,Final,fallback
401833238,2026-03-17,2026,COL,SEA,6,10,0,0,2,2,0,0,3,1,0,2,5,5,8439,,0.0,-1,11,12,15:10,1.0,post,Final,Final,fallback
401833237,2026-03-17,2026,CIN,CLE,6,8,0,0,2,0,0,0,0,1,2,2,4,3,5203,,0.0,-1,7,7,20:05,1.0,post,Final,Final,fallback
401833236,2026-03-17,2026,CHW,ATH,6,4,0,0,0,0,5,0,0,0,1,2,6,2,6325,,0.0,-1,9,6,15:05,1.0,post,Final,Final,fallback
401833235,2026-03-17,2026,CHC,LAA,8,6,0,0,3,0,1,0,0,0,3,1,7,1,15055,,0.0,-1,14,7,20:05,1.0,post,Final,Final,fallback
401833234,2026-03-17,2026,BOS,ATL,4,3,0,0,0,0,0,2,3,0,0,0,3,2,9601,,0.0,-1,6,9,12:05,1.0,post,Final,Final,fallback
401833233,2026-03-16,2026,TEX,CHW,3,2,0,0,1,0,0,0,0,0,0,0,1,0,6076,,0.0,-1,6,4,19:05,1.0,post,Final,Final,
401833232,2026-03-16,2026,SD,SF,3,1,0,0,0,0,0,0,0,0,0,0,0,0,6723,,0.0,-1,5,7,15:10,1.0,post,Final,Final,
401833231,2026-03-16,2026,NYM,WSH,6,12,2,2,1,0,1,0,0,2,0,0,4,4,6052,,0.0,-1,11,14,17:10,1.0,post,Final,Final,
401833230,2026-03-16,2026,MIN,PIT,5,1,1,0,0,0,4,1,0,0,0,0,5,1,7363,,0.0,-1,10,6,12:05,1.0,post,Final,Final,
401833229,2026-03-16,2026,MIA,TOR,4,5,1,1,1,0,1,4,0,0,1,0,4,5,3617,,0.0,-1,8,8,12:10,1.0,post,Final,Final/6,
401833228,2026-03-16,2026,LAD,MIL,9,24,0,0,1,0,5,0,1,0,0,10,7,10,10246,,0.0,-1,8,16,15:05,1.0,post,Final,Final,
401833227,2026-03-16,2026,DET,PHI,13,6,7,0,1,3,3,0,0,0,1,0,12,3,7664,,0.0,-1,13,8,12:05,1.0,post,Final,Final,
401833226,2026-03-16,2026,CLE,CHC,2,5,1,1,0,3,0,0,0,0,0,1,1,5,8008,,0.0,-1,5,9,20:05,1.0,post,Final,Final,
401833224,2026-03-16,2026,ATL,TB,11,2,0,0,4,0,0,0,2,0,2,0,8,0,6325,,0.0,-1,15,10,12:05,1.0,post,Final,Final,
401833223,2026-03-16,2026,ATH,LAA,3,0,2,0,0,0,0,0,1,0,0,0,3,0,6115,,0.0,-1,4,7,15:05,1.0,post,Final,Final,
401833222,2026-03-16,2026,ARI,CIN,11,6,1,0,0,0,5,0,4,1,1,3,11,4,10807,,0.0,-1,14,9,15:10,1.0,post,Final,Final,
401833221,2026-03-15,2026,TB,PIT,6,1,0,0,0,0,3,0,0,0,2,0,5,0,5744,,0.0,-1,11,4,12:05,1.0,post,Final,Final,
401833220,2026-03-15,2026,STL,WSH,6,3,3,0,1,3,0,0,0,0,1,0,5,3,4737,,0.0,-1,8,5,12:05,1.0,post,Final,Final,
401833219,2026-03-15,2026,SEA,CIN,6,3,0,0,0,0,0,2,0,0,5,0,5,2,9223,,0.0,-1,8,11,15:10,1.0,post,Final,Final,
401833218,2026-03-15,2026,SF,MIL,7,1,0,0,6,0,0,0,0,0,0,0,6,0,9418,,0.0,-1,11,1,15:05,1.0,post,Final,Final,
401833217,2026-03-15,2026,PHI,ATL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10649,,0.0,-1,4,5,12:05,1.0,post,Final,Final,
401833216,2026-03-15,2026,NYY,DET,1,12,0,4,0,2,0,1,0,0,0,0,0,7,9300,,0.0,-1,8,18,12:05,1.0,post,Final,Final,
401833215,2026-03-15,2026,NYM,TOR,8,1,1,1,5,0,2,0,0,0,0,0,8,1,6722,,0.0,-1,10,4,12:10,1.0,post,Final,Final/6,
401833214,2026-03-15,2026,LAD,TEX,5,3,2,1,0,0,0,0,0,0,0,0,2,1,9767,,0.0,-1,7,6,15:05,1.0,post,Final,Final,
401833213,2026-03-15,2026,LAA,COL,6,5,0,0,0,1,1,3,0,0,2,0,3,4,6181,,0.0,-1,10,9,15:10,1.0,post,Final,Final,
401833212,2026-03-15,2026,KC,CHW,10,4,0,1,0,0,1,1,1,0,1,0,3,2,7455,,0.0,-1,13,9,15:05,1.0,post,Final,Final,
401833211,2026-03-15,2026,HOU,MIA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2904,,0.0,-1,1,3,12:05,1.0,post,Final,Final,
401833210,2026-03-15,2026,CLE,ATH,12,6,4,1,2,1,0,0,0,0,0,2,6,4,4706,,0.0,-1,15,15,15:05,1.0,post,Final,Final,
401833209,2026-03-15,2026,CHC,LAD,8,14,0,4,0,1,2,4,0,1,0,0,2,10,13888,,0.0,-1,8,12,15:05,1.0,post,Final,Final,
401833208,2026-03-15,2026,BOS,MIN,7,2,2,0,0,0,0,1,0,0,0,0,2,1,9205,,0.0,-1,10,8,12:05,1.0,post,Final,Final,
401833206,2026-03-15,2026,ARI,SD,4,4,0,0,0,0,0,0,4,0,0,0,4,0,13851,,0.0,-1,5,6,15:10,1.0,post,Final,Final,
401833205,2026-03-14,2026,WSH,MIA,1,4,0,0,0,0,0,2,0,2,1,0,1,4,2787,,0.0,-1,4,4,11:05,1.0,post,Final,Final,
401833204,2026-03-14,2026,TOR,DET,1,6,0,0,0,0,0,0,0,0,1,2,1,2,6579,,0.0,-1,5,11,12:07,1.0,post,Final,Final,
401833203,2026-03-14,2026,TEX,SD,22,2,4,0,1,0,13,2,0,0,2,0,20,2,6301,,0.0,-1,22,7,15:05,1.0,post,Final,Final,
401833202,2026-03-14,2026,SF,ARI,7,8,0,0,1,0,1,0,5,2,0,0,7,2,10193,,0.0,-1,16,11,15:05,1.0,post,Final,Final,
401833201,2026-03-14,2026,SD,CLE,8,5,0,0,0,0,4,1,2,1,2,2,8,4,5807,,0.0,-1,11,7,15:10,1.0,post,Final,Final,
401833200,2026-03-14,2026,PIT,BAL,8,6,1,0,1,0,0,2,0,0,0,0,2,2,6595,,0.0,-1,12,13,12:05,1.0,post,Final,Final,
401833199,2026-03-14,2026,NYY,PHI,4,6,0,0,0,0,0,3,1,0,0,0,1,3,9784,,0.0,-1,7,7,12:05,1.0,post,Final,Final,
401833198,2026-03-14,2026,MIN,TB,6,9,0,0,0,1,1,0,0,2,2,0,3,3,7552,,0.0,-1,6,10,12:05,1.0,post,Final,Final,
401833197,2026-03-14,2026,MIL,COL,8,4,0,2,4,0,0,0,0,0,3,0,7,2,6140,,0.0,-1,10,8,15:10,1.0,post,Final,Final,
401833196,2026-03-14,2026,MIA,STL,7,7,0,0,0,0,1,0,0,2,0,0,1,2,3391,,0.0,-1,8,10,12:10,1.0,post,Final,Final/8,
401833195,2026-03-14,2026,LAA,SEA,6,2,0,0,1,0,0,0,1,0,0,1,2,1,9696,,0.0,-1,11,8,15:10,1.0,post,Final,Final,
401833194,2026-03-14,2026,HOU,NYM,8,2,1,0,0,0,0,0,0,0,0,0,1,0,4348,,0.0,-1,7,11,17:05,1.0,post,Final,Final,
401833193,2026-03-14,2026,COL,CHC,4,3,1,0,0,0,0,0,0,0,0,2,1,2,11104,,0.0,-1,9,8,15:10,1.0,post,Final,Final,
401833192,2026-03-14,2026,CIN,TEX,4,3,0,0,0,1,0,0,1,1,0,0,1,2,4034,,0.0,-1,9,9,15:05,1.0,post,Final,Final,
401833191,2026-03-14,2026,CHW,LAD,7,2,0,0,3,0,3,0,0,0,0,0,6,0,10009,,0.0,-1,10,6,15:05,1.0,post,Final,Final,
401833190,2026-03-14,2026,ATL,BOS,10,1,0,0,0,0,0,1,0,0,0,0,0,1,7473,,0.0,-1,14,3,17:05,1.0,post,Final,Final,
401833189,2026-03-14,2026,ATH,KC,12,1,1,0,1,0,1,0,2,0,0,0,5,0,7020,,0.0,-1,15,2,15:05,1.0,post,Final,Final,
401833188,2026-03-13,2026,WSH,NYM,3,8,0,1,0,0,0,0,0,0,2,1,2,2,3226,,0.0,-1,3,10,17:05,1.0,post,Final,Final,
401833187,2026-03-13,2026,TOR,MIN,6,1,2,0,0,0,0,0,0,1,3,0,5,1,5743,,0.0,-1,6,6,12:07,1.0,post,Final,Final,
401833186,2026-03-13,2026,STL,HOU,5,4,0,0,0,1,1,0,2,3,0,0,3,4,5384,,0.0,-1,5,8,17:05,1.0,post,Final,Final,
401833185,2026-03-13,2026,SEA,LAD,7,10,0,3,3,0,0,0,0,0,0,0,3,3,11663,,0.0,-1,7,11,20:10,1.0,post,Final,Final,
401833184,2026-03-13,2026,SF,CIN,1,6,0,2,0,0,0,0,0,0,0,1,0,3,8649,,0.0,-1,7,13,18:05,1.0,post,Final,Final,
401833183,2026-03-13,2026,PHI,BAL,11,8,2,0,1,0,0,3,0,0,5,0,8,3,10378,,0.0,-1,9,10,12:05,1.0,post,Final,Final,
401833182,2026-03-13,2026,NYM,MIA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4466,,0.0,-1,5,4,17:10,1.0,post,Final,Final,
401833181,2026-03-13,2026,MIL,ATH,4,13,0,0,0,3,0,3,0,0,0,1,0,7,6354,,0.0,-1,9,15,15:10,1.0,post,Final,Final,
401833180,2026-03-13,2026,LAA,CLE,5,2,1,0,0,0,0,0,2,0,0,0,3,0,7703,,0.0,-1,5,7,15:10,1.0,post,Final,Final,
401833179,2026-03-13,2026,KC,ARI,5,11,0,0,2,1,0,2,2,1,0,1,4,5,8311,,0.0,-1,10,14,20:05,1.0,post,Final,Final,
401833178,2026-03-13,2026,DET,PIT,5,7,0,0,0,2,0,2,0,2,2,0,2,6,6122,,0.0,-1,3,11,17:05,1.0,post,Final,Final,
401833177,2026-03-13,2026,COL,TEX,4,9,2,0,0,0,0,7,0,0,0,2,2,9,7945,,0.0,-1,4,9,15:10,1.0,post,Final,Final,
401833176,2026-03-13,2026,CIN,SF,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5618,,0.0,-1,1,5,20:05,1.0,post,Final,Final,
401833175,2026-03-13,2026,CHW,CHC,4,2,0,0,1,0,0,0,1,0,1,0,3,0,9109,,0.0,-1,9,5,15:05,1.0,post,Final,Final,
401833174,2026-03-13,2026,BOS,TB,7,6,0,0,0,0,1,2,0,0,3,0,4,2,8639,,0.0,-1,14,9,12:05,1.0,post,Final,Final,
401833173,2026-03-13,2026,ATL,NYY,7,6,4,0,0,0,0,0,0,1,0,0,4,1,7473,,0.0,-1,14,7,12:05,1.0,post,Final,Final,
401833172,2026-03-13,2026,ATH,SD,9,13,0,3,0,2,0,0,7,1,0,0,7,6,7312,,0.0,-1,12,16,15:05,1.0,post,Final,Final,
401833171,2026-03-12,2026,TEX,ATH,7,6,0,1,6,0,0,1,0,0,0,0,6,2,5035,,0.0,-1,7,12,15:05,1.0,post,Final,Final,
401833170,2026-03-12,2026,STL,NYM,3,1,2,1,1,0,0,0,0,0,0,0,3,1,5477,,0.0,-1,8,5,12:05,1.0,post,Final,Final,
401833169,2026-03-12,2026,SF,CHW,3,3,0,0,0,1,0,1,1,0,1,0,2,2,10592,,0.0,-1,6,9,20:05,1.0,post,Final,Final,
401833168,2026-03-12,2026,SD,KC,1,10,0,6,0,1,0,0,0,0,0,2,0,9,6052,,0.0,-1,5,12,20:10,1.0,post,Final,Final,
401833167,2026-03-12,2026,PIT,ATL,5,2,0,0,0,0,0,1,0,0,0,0,0,1,5427,,0.0,-1,5,2,17:05,1.0,post,Final,Final,
401833166,2026-03-12,2026,PHI,TOR,8,5,1,1,3,0,4,0,0,2,0,2,8,5,8921,,0.0,-1,6,10,12:05,1.0,post,Final,Final/8,
401833165,2026-03-12,2026,MIN,BOS,8,5,1,0,0,0,1,1,0,0,0,1,2,2,6466,,0.0,-1,12,11,12:05,1.0,post,Final,Final,
401833164,2026-03-12,2026,LAD,CIN,9,5,4,0,0,1,2,2,0,0,2,0,8,3,12001,,0.0,-1,13,7,20:05,1.0,post,Final,Final,
401833163,2026-03-12,2026,HOU,WSH,2,3,1,0,0,0,1,0,0,0,0,1,2,1,2962,,0.0,-1,7,8,17:05,1.0,post,Final,Final,
401833162,2026-03-12,2026,DET,NYY,3,4,0,2,0,1,0,0,0,0,2,0,2,3,7331,,0.0,-1,4,5,12:05,1.0,post,Final,Final,
401833161,2026-03-12,2026,CLE,MIL,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5531,,0.0,-1,4,3,20:05,1.0,post,Final,Final,
401833160,2026-03-12,2026,CHC,SEA,7,4,0,0,0,0,2,1,0,0,1,0,3,1,14717,,0.0,-1,10,6,15:05,1.0,post,Final,Final,
401833159,2026-03-12,2026,ARI,COL,2,13,2,0,0,0,0,0,0,1,0,3,2,4,10481,,0.0,-1,6,11,15:10,1.0,post,Final,Final,
401833158,2026-03-11,2026,WSH,STL,3,1,1,0,0,0,0,0,0,0,0,0,1,0,2749,,0.0,-1,8,5,12:05,1.0,post,Final,Final,
401833157,2026-03-11,2026,SEA,COL,7,11,0,0,2,1,2,1,0,0,0,1,4,3,6089,,0.0,-1,15,12,15:10,1.0,post,Final,Final,
401833156,2026-03-11,2026,NYY,TOR,8,1,0,0,0,0,4,0,0,1,0,0,4,1,9835,,0.0,-1,10,4,17:35,1.0,post,Final,Final,
