game_id,date,season,home_team,away_team,home_score,away_score,is_draw,total_goals,TARGET_full_game,TARGET_over_25,TARGET_btts,home_elo_pre,away_elo_pre,diff_elo,home_rest_days,away_rest_days,diff_rest_days,home_is_b2b,away_is_b2b,diff_is_b2b,home_games_last_3_days,away_games_last_3_days,diff_games_last_3_days,home_games_last_5_days,away_games_last_5_days,diff_games_last_5_days,home_games_last_7_days,away_games_last_7_days,diff_games_last_7_days,home_games_last_10_days,away_games_last_10_days,diff_games_last_10_days,home_games_last_14_days,away_games_last_14_days,diff_games_last_14_days,home_win_pct_L5,away_win_pct_L5,diff_win_pct_L5,home_win_pct_L10,away_win_pct_L10,diff_win_pct_L10,home_draw_pct_L5,away_draw_pct_L5,diff_draw_pct_L5,home_draw_pct_L10,away_draw_pct_L10,diff_draw_pct_L10,home_goal_diff_L3,away_goal_diff_L3,diff_goal_diff_L3,home_goal_diff_L5,away_goal_diff_L5,diff_goal_diff_L5,home_goal_diff_L10,away_goal_diff_L10,diff_goal_diff_L10,home_goals_scored_L3,away_goals_scored_L3,diff_goals_scored_L3,home_goals_scored_L5,away_goals_scored_L5,diff_goals_scored_L5,home_goals_scored_L10,away_goals_scored_L10,diff_goals_scored_L10,home_goals_allowed_L3,away_goals_allowed_L3,diff_goals_allowed_L3,home_goals_allowed_L5,away_goals_allowed_L5,diff_goals_allowed_L5,home_goals_allowed_L10,away_goals_allowed_L10,diff_goals_allowed_L10,home_goal_diff_std_L10,away_goal_diff_std_L10,diff_goal_diff_std_L10,home_goals_scored_std_L10,away_goals_scored_std_L10,diff_goals_scored_std_L10,home_goals_allowed_std_L10,away_goals_allowed_std_L10,diff_goals_allowed_std_L10,home_btts_rate_L10,away_btts_rate_L10,diff_btts_rate_L10,home_over_25_rate_L10,away_over_25_rate_L10,diff_over_25_rate_L10,home_home_only_win_pct_L5,home_home_only_goal_diff_L5,home_home_only_draw_pct_L5,home_home_only_btts_rate_L10,home_home_only_over_25_rate_L10,away_away_only_win_pct_L5,away_away_only_goal_diff_L5,away_away_only_draw_pct_L5,away_away_only_btts_rate_L10,away_away_only_over_25_rate_L10,diff_surface_win_pct_L5,diff_surface_goal_diff_L5,diff_surface_draw_pct_L5,diff_surface_btts_rate_L10,diff_surface_over_25_rate_L10,home_momentum_win,away_momentum_win,diff_momentum_win,home_momentum_goal_diff,away_momentum_goal_diff,diff_momentum_goal_diff,home_surface_edge,away_surface_edge,diff_surface_edge,home_fatigue_index,away_fatigue_index,diff_fatigue_index,home_form_power,away_form_power,diff_form_power,match_parity_elo,match_parity_goal_diff,draw_pressure_avg,draw_pressure_surface_avg,home_schedule_load_exp,away_schedule_load_exp,diff_schedule_load_exp,home_attack_closing_trend,away_attack_closing_trend,diff_attack_closing_trend,home_defense_closing_trend,away_defense_closing_trend,diff_defense_closing_trend,home_match_stability_L10,away_match_stability_L10,diff_match_stability_L10,draw_equilibrium_index,odds_over_under,market_missing,home_momentum,away_momentum,diff_momentum,home_consistency,away_consistency,diff_consistency,home_form_l10,away_form_l10,diff_form_l10,home_form_l3,away_form_l3,diff_form_l3,home_ppg_l15,away_ppg_l15,diff_ppg_l15,home_gf_l10,away_gf_l10,diff_gf_l10,home_ga_l10,away_ga_l10,diff_ga_l10,home_gf_volatility,away_gf_volatility,home_ga_volatility,away_ga_volatility,home_early_scoring,away_early_scoring,home_late_scoring,away_late_scoring,h2h_home_wins,h2h_draws,h2h_home_losses,h2h_home_gf,h2h_home_ga,h2h_home_gd
725164,2025-04-05,2025,PAC,AME,1,0,0,1,1,0,0,1513.3966958033786,1558.4313278449767,-45.03463204159812,7.0,7.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0.4,0.8,-0.4,0.3,0.7,-0.3999999999999999,0.4,0.2,0.2,0.3,0.2,0.0999999999999999,0.6666666666666666,1.6666666666666667,-1.0,0.6,2.0,-1.4,0.1,1.7,-1.6,2.333333333333333,2.0,0.3333333333333335,2.2,2.2,0.0,1.6,2.3,-0.6999999999999997,1.6666666666666667,0.3333333333333333,1.3333333333333337,1.6,0.2,1.4,1.5,0.6,0.9,1.286683937707919,1.636391694484477,-0.3497077567765581,1.07496769977314,1.1595018087284057,-0.0845341089552658,0.8498365855987974,0.966091783079296,-0.1162551974804985,0.9,0.4,0.5,0.8,0.7,0.1,0.6,0.8,0.2,0.8571428571428571,0.7142857142857143,0.8,1.6,0.2,0.5,0.5,-0.2,-0.8,0.0,0.3571428571428571,0.2142857142857143,0.1,0.1,-5.551115123125783e-17,0.5,0.3,0.1999999999999999,0.3,0.1,0.1999999999999999,-6.0,-6.0,0.0,0.03,1.19,-1.16,45.03463204159812,1.6,0.25,0.2,0.8,0.8,0.0,0.7333333333333334,-0.2999999999999998,1.0333333333333332,-0.1666666666666667,0.2666666666666666,-0.4333333333333334,0.4373144812493677,0.3793063079708803,0.0580081732784873,0.1160150335145707,0.0,0,1.4666666666666666,2.6,-1.1333333333333335,0.5611462742637445,0.6134993970905314,-0.0523531228267868,12.0,23.0,-11.0,4.0,7.0,-3.0,1.6153846153846154,2.3076923076923075,-0.6923076923076921,1.6,2.3,-0.6999999999999997,1.5,0.6,0.9,1.07496769977314,1.1595018087284057,0.8498365855987975,0.9660917830792958,0.48,0.42,0.32,0.2799999999999999,0,0,0,0.0,0.0,0.0
725165,2025-04-05,2025,MTY,GDL,3,1,0,4,1,1,1,1503.2693313625737,1493.2969281953342,9.972403167239465,7.0,7.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0.4,0.2,0.2,0.5,0.3,0.2,0.2,0.4,-0.2,0.2,0.3,-0.0999999999999999,0.3333333333333333,-0.3333333333333333,0.6666666666666666,0.4,-0.4,0.8,0.6,-0.2,0.8,1.6666666666666667,0.3333333333333333,1.3333333333333337,1.8,0.6,1.2000000000000002,2.1,1.0,1.1,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.4,1.0,0.3999999999999999,1.5,1.2,0.3,1.349897115421106,1.0327955589886444,0.3171015564324615,1.449137674618944,0.6666666666666665,0.7824710079522774,0.8498365855987974,0.9189365834726814,-0.0690999978738839,0.8,0.7,0.1,0.7,0.5,0.1999999999999999,0.6,0.6,0.0,0.8333333333333334,0.6666666666666666,0.2,-0.6,0.2,0.8333333333333334,0.6666666666666666,0.3999999999999999,1.2,-0.2,0.0,0.0,-0.0999999999999999,-0.0999999999999999,0.0,-0.1999999999999999,-0.2,5.551115123125783e-17,0.0999999999999999,-0.0999999999999999,0.1999999999999999,-6.0,-6.0,0.0,0.3,-0.06,0.36,9.972403167239465,0.8,0.25,0.1,0.8,0.8,0.0,-0.4333333333333333,-0.6666666666666667,0.2333333333333334,0.1666666666666667,0.5333333333333333,-0.3666666666666666,0.4255505457824259,0.4919333848296676,-0.0663828390472416,0.1318539463852479,0.0,0,1.4,0.9333333333333332,0.4666666666666665,0.5272878358626079,0.5611462742637445,-0.0338584384011366,17.0,12.0,5.0,4.0,2.0,2.0,1.4615384615384617,1.2307692307692308,0.2307692307692306,2.1,1.0,1.1,1.5,1.2,0.3,1.4491376746189435,0.6666666666666666,0.8498365855987975,0.9189365834726816,0.42,0.3,0.2799999999999999,0.2,0,0,0,0.0,0.0,0.0
725166,2025-04-05,2025,CAZ,PUM,3,2,0,5,1,1,1,1539.5671440579977,1493.0190186061254,46.54812545187224,7.0,6.0,1.0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0.6,0.4,0.1999999999999999,0.7,0.4,0.2999999999999999,0.4,0.0,0.4,0.2,0.1,0.1,1.3333333333333333,0.3333333333333333,1.0,1.0,-0.4,1.4,0.9,-0.3,1.2,1.6666666666666667,2.0,-0.3333333333333332,1.4,1.6,-0.2000000000000001,1.7,1.4,0.3,0.3333333333333333,1.6666666666666667,-1.3333333333333337,0.4,2.0,-1.6,0.8,1.7,-0.8999999999999999,1.100504934614612,1.4944341180973264,-0.3939291834827145,0.948683298050514,1.07496769977314,-0.1262844017226262,0.7888106377466155,1.1595018087284057,-0.3706911709817901,0.6,0.7,-0.0999999999999999,0.5,0.6,-0.0999999999999999,0.6,1.0,0.4,0.6666666666666666,0.3333333333333333,0.6,0.2,0.0,1.0,1.0,0.0,0.8,0.4,-0.3333333333333333,-0.6666666666666667,-0.0999999999999999,0.0,-0.0999999999999999,0.0999999999999999,-0.1,0.2,-0.0999999999999999,0.1999999999999999,-0.2999999999999999,-6.0,-5.0,-1.0,0.63,-0.12,0.75,46.54812545187224,1.2,0.15,0.2,0.8,0.8,0.0,-0.0333333333333332,0.6000000000000001,-0.6333333333333333,0.4666666666666667,0.0333333333333332,0.4333333333333335,0.476076006069214,0.4008925281870212,0.0751834778821927,0.0986832387365226,0.0,0,2.2666666666666666,1.4,0.8666666666666667,0.6134993970905314,0.5018552939675578,0.1116441031229735,23.0,13.0,10.0,7.0,6.0,1.0,1.9230769230769231,1.3076923076923077,0.6153846153846154,1.7,1.4,0.3,0.8,1.7,-0.8999999999999999,0.9486832980505138,1.07496769977314,0.7888106377466155,1.1595018087284057,0.3,0.36,0.2,0.24,0,0,0,0.0,0.0,0.0
725168,2025-04-05,2025,ASL,MAZ,2,1,0,3,1,1,1,1468.7138372721986,1494.218345158482,-25.504507886283363,6.0,8.0,-2.0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0.6,0.4,0.1999999999999999,0.3,0.3,0.0,0.0,0.4,-0.4,0.0,0.3,-0.3,-0.3333333333333333,0.0,-0.3333333333333333,-0.2,0.2,-0.4,-0.9,-0.2,-0.7,1.3333333333333333,1.3333333333333333,0.0,1.6,1.2,0.4000000000000001,1.2,1.0,0.1999999999999999,1.6666666666666667,1.3333333333333333,0.3333333333333335,1.8,1.0,0.8,2.1,1.2,0.9000000000000001,1.728840330651992,1.0327955589886446,0.6960447716633473,1.1352924243950933,0.816496580927726,0.3187958434673672,1.100504934614612,0.9189365834726816,0.1815683511419306,0.6,0.6,0.0,0.8,0.3,0.5,0.4,-0.4,0.0,0.6666666666666666,0.8333333333333334,0.2,-0.6,0.2,0.5,0.3333333333333333,0.2,0.1999999999999999,-0.2,0.1666666666666666,0.5,0.3,0.1,0.1999999999999999,0.7,0.4,0.2999999999999999,0.1,-0.0999999999999999,0.2,-5.0,-8.0,3.0,-0.27,-0.06,-0.21,25.504507886283363,0.7,0.15,0.1,0.8,0.4,0.4,0.1333333333333333,0.3333333333333332,-0.1999999999999999,0.4333333333333333,-0.1333333333333333,0.5666666666666667,0.3664560321713926,0.4919333848296675,-0.1254773526582748,0.0897261892509596,0.0,0,1.8,1.5666666666666669,0.2333333333333334,0.516954108460352,0.5611462742637445,-0.0441921658033925,9.0,12.0,-3.0,6.0,4.0,2.0,0.9230769230769232,1.2307692307692308,-0.3076923076923077,1.2,1.0,0.1999999999999999,2.1,1.2,0.9000000000000001,1.1352924243950933,0.816496580927726,1.100504934614612,0.9189365834726816,0.48,0.18,0.32,0.12,0,0,0,0.0,0.0,0.0
725167,2025-04-06,2025,TOL,SAN,2,1,0,3,1,1,1,1544.67103790309,1445.1500734783983,99.52096442469178,8.0,7.0,1.0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,1,0,0.8,0.4,0.4,0.7,0.2,0.4999999999999999,0.0,0.0,0.0,0.2,0.1,0.1,2.333333333333333,-1.0,3.333333333333333,1.8,-0.6,2.4,1.5,-0.8,2.3,3.6666666666666665,1.3333333333333333,2.333333333333333,3.2,1.6,1.6,2.7,1.1,1.6,1.3333333333333333,2.333333333333333,-1.0000000000000002,1.4,2.2,-0.8000000000000003,1.2,1.9,-0.7,2.321398046197353,1.4757295747452437,0.8456684714521092,1.7029386365926402,0.9944289260117531,0.708509710580887,1.2292725943057183,1.286683937707919,-0.0574113434022003,0.5,0.5,0.0,0.8,0.5,0.3,1.0,2.2,0.0,0.6666666666666666,0.6666666666666666,0.0,-1.4,0.2,0.5714285714285714,0.5714285714285714,1.0,3.6,-0.2,0.0952380952380952,0.0952380952380952,0.1,0.2,-0.0999999999999999,0.3,0.2,0.0999999999999999,0.3,-0.2,0.5,-8.0,-6.0,-2.0,1.0499999999999998,-0.16,1.21,99.52096442469178,2.3,0.15,0.1,0.4,0.8,-0.4,0.9666666666666665,0.2333333333333331,0.7333333333333332,-0.1333333333333333,-0.4333333333333335,0.3000000000000002,0.3010780358424349,0.4039213370478484,-0.1028433012054135,0.0407594787106454,0.0,0,2.5,1.0,1.5,0.6134993970905314,0.5827781476551426,0.0307212494353887,23.0,7.0,16.0,9.0,3.0,6.0,2.076923076923077,0.5384615384615384,1.5384615384615388,2.7,1.1,1.6,1.2,1.9,-0.7,1.7029386365926402,0.9944289260117531,1.2292725943057183,1.286683937707919,0.48,0.3,0.32,0.2,0,0,0,0.0,0.0,0.0
725177,2025-04-10,2025,TIJ,ASL,2,1,0,3,1,1,1,1452.0467780665956,1476.1507404217605,-24.103962355164867,6.0,5.0,1.0,0,0,0,0,0,0,0,1,-1,1,1,0,1,1,0,2,2,0,0.2,0.6,-0.3999999999999999,0.2,0.4,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.3333333333333333,-0.6666666666666667,-1.0,-0.4,-0.6,-0.8,-0.5,-0.3,1.3333333333333333,1.6666666666666667,-0.3333333333333335,1.6,1.4,0.2000000000000001,1.6,1.4,0.2000000000000001,2.333333333333333,2.0,0.3333333333333335,2.6,1.8,0.8,2.4,1.9,0.5,1.398411797560202,1.6499158227686108,-0.2515040252084088,1.1737877907772671,1.07496769977314,0.098820091004127,0.9660917830792958,1.1005049346146123,-0.1344131515353167,0.9,0.7,0.2,0.9,0.8,0.0999999999999999,0.2,-0.4,0.0,1.0,1.0,0.2,-1.4,0.0,0.5714285714285714,0.8571428571428571,0.0,1.0,0.0,0.4285714285714286,0.1428571428571429,0.0,0.1999999999999999,-0.1999999999999999,-0.1999999999999999,0.0999999999999999,-0.2999999999999999,0.0,-0.2,0.2,-5.0,-4.0,-1.0,-0.16,-0.2,0.0399999999999999,24.103962355164867,0.3,0.0,0.0,0.95,1.65,-0.7000000000000002,-0.2666666666666668,0.2666666666666668,-0.5333333333333337,0.0666666666666664,-0.1,0.1666666666666665,0.4169425788420719,0.3773704777366128,0.0395721011054591,0.0,0.0,0,0.7,2.0,-1.3,0.5783629786442162,0.4836022205056777,0.0947607581385384,6.0,12.0,-6.0,3.0,6.0,-3.0,0.7142857142857143,1.0714285714285714,-0.3571428571428571,1.6,1.4,0.2000000000000001,2.4,1.9,0.5,1.1737877907772674,1.07496769977314,0.966091783079296,1.100504934614612,0.54,0.48,0.36,0.32,0,0,0,0.0,0.0,0.0
725169,2025-04-11,2025,NEC,PAC,3,5,0,8,0,1,1,1529.6193870342,1521.2823717642725,8.33701526992786,7.0,6.0,1.0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,2,0,0.6,0.4,0.1999999999999999,0.7,0.4,0.2999999999999999,0.0,0.4,-0.4,0.0,0.2,-0.2,1.3333333333333333,1.0,0.3333333333333332,0.0,0.6,-0.6,0.7,0.2,0.4999999999999999,2.0,2.333333333333333,-0.3333333333333335,1.8,2.0,-0.1999999999999999,2.2,1.7,0.5000000000000002,0.6666666666666666,1.3333333333333333,-0.6666666666666666,1.8,1.4,0.4000000000000001,1.5,1.5,0.0,1.9465068427541912,1.3165611772087666,0.6299456655454245,1.1352924243950933,0.9486832980505135,0.1866091263445796,1.4337208778404378,0.8498365855987974,0.5838842922416404,0.7,0.9,-0.2,0.8,0.8,0.0,0.8,1.0,0.0,0.8571428571428571,0.8571428571428571,0.2,-0.4,0.2,0.8333333333333334,0.8333333333333334,0.6000000000000001,1.4,-0.2,0.0238095238095237,0.0238095238095237,-0.0999999999999999,0.0,-0.0999999999999999,-0.7,0.3999999999999999,-1.1,0.1,-0.2,0.3000000000000001,-6.0,-5.0,-1.0,0.4899999999999999,0.08,0.4099999999999999,8.33701526992786,0.4999999999999999,0.1,0.1,0.95,0.95,0.0,-0.2000000000000001,0.6333333333333335,-0.8333333333333337,0.8333333333333334,0.1666666666666667,0.6666666666666666,0.3393849236967218,0.4316743325574089,-0.0922894088606871,0.0824707323522175,0.0,0,2.1,1.7,0.4000000000000001,0.5169541084603522,0.5233864313438397,-0.0064323228834874,21.0,14.0,7.0,9.0,6.0,3.0,1.9285714285714288,1.7142857142857142,0.2142857142857144,2.2,1.7,0.5000000000000002,1.5,1.5,0.0,1.1352924243950937,0.9486832980505135,1.4337208778404378,0.8498365855987975,0.48,0.48,0.32,0.32,0,0,0,0.0,0.0,0.0
725170,2025-04-11,2025,MAZ,GDL,1,1,1,2,2,0,1,1486.78144200892,1486.6642901854916,0.1171518234284576,6.0,6.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,2,0,0.2,0.2,0.0,0.2,0.3,-0.0999999999999999,0.4,0.4,0.0,0.3,0.3,0.0,-0.3333333333333333,-1.0,0.6666666666666667,-0.2,-0.4,0.2,-0.4,-0.3,-0.1,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.2,0.6,0.6,1.0,1.0,0.0,1.6666666666666667,1.6666666666666667,0.0,1.4,1.0,0.3999999999999999,1.4,1.3,0.0999999999999998,0.966091783079296,1.1595018087284057,-0.1934100256491097,0.816496580927726,0.6666666666666665,0.1498299142610595,0.8432740427115677,1.0593499054713802,-0.2160758627598125,0.7,0.7,0.0,0.4,0.5,-0.0999999999999999,0.4,0.2,0.4,0.8571428571428571,0.4285714285714285,0.2,-0.8,0.2,0.8571428571428571,0.7142857142857143,0.2,1.0,0.2,0.0,-0.2857142857142857,0.0,-0.0999999999999999,0.0999999999999999,0.2,-0.1,0.3,0.2,-0.0999999999999999,0.3,-5.0,-5.0,0.0,-0.08,-0.09,0.0099999999999999,0.1171518234284576,0.1,0.3,0.3,0.95,0.95,0.0,0.3333333333333332,-0.3333333333333333,0.6666666666666666,-0.2666666666666668,-0.3666666666666667,0.0999999999999998,0.5086232538105614,0.4630697672760167,0.0455534865345446,0.2901796794342308,0.0,0,1.0,0.7666666666666667,0.2333333333333332,0.6009270000873783,0.5611462742637445,0.0397807258236337,9.0,12.0,-3.0,3.0,1.0,2.0,1.1428571428571428,1.1428571428571428,0.0,1.0,1.0,0.0,1.4,1.3,0.0999999999999998,0.816496580927726,0.6666666666666666,0.8432740427115678,1.0593499054713802,0.24,0.3,0.16,0.2,0,0,0,0.0,0.0,0.0
725171,2025-04-12,2025,LEO,PUE,1,0,0,1,1,0,0,1531.6354382639186,1446.942269479299,84.6931687846195,8.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0.2,0.0,0.2,0.4,0.2,0.2,0.2,0.2,0.0,0.3,0.1,0.1999999999999999,-0.6666666666666666,-1.6666666666666667,1.0,-0.4,-1.8,1.4,0.1,-0.8,0.9,1.0,0.0,1.0,1.2,0.2,1.0,1.5,0.9,0.6,1.6666666666666667,1.6666666666666667,0.0,1.6,2.0,-0.3999999999999999,1.4,1.7,-0.3,0.8755950357709134,1.6865480854231356,-0.8109530496522223,0.7071067811865475,0.8755950357709131,-0.1684882545843656,0.8432740427115678,1.2516655570345725,-0.4083915143230047,0.9,0.4,0.5,0.7,0.5,0.1999999999999999,0.6,0.4,0.2,0.6666666666666666,0.6666666666666666,0.2,-0.8,0.0,0.5714285714285714,0.2857142857142857,0.3999999999999999,1.2000000000000002,0.2,0.0952380952380952,0.3809523809523809,-0.2,-0.2,0.0,-0.5,-1.0,0.5,0.1999999999999999,0.0,0.1999999999999999,-8.0,-8.0,0.0,0.04,-0.16,0.2,84.6931687846195,0.9,0.2,0.1,0.55,0.55,0.0,-0.5,-0.9,0.4,-0.2666666666666668,0.0333333333333332,-0.3,0.5331641324103722,0.3722248655908567,0.1609392668195154,0.0781902547582451,0.0,0,0.6666666666666666,0.2666666666666666,0.3999999999999999,0.54866453307578,0.5827781476551426,-0.0341136145793625,15.0,7.0,8.0,1.0,1.0,0.0,1.9285714285714288,0.6428571428571429,1.2857142857142856,1.5,0.9,0.6,1.4,1.7,-0.3,0.7071067811865476,0.8755950357709134,0.8432740427115679,1.2516655570345725,0.42,0.3,0.2799999999999999,0.2,0,0,0,0.0,0.0,0.0
725172,2025-04-12,2025,PUM,JUA,0,0,1,0,2,0,0,1487.186611458456,1513.029800895189,-25.843189436733155,7.0,7.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,2,0,0.4,0.2,0.2,0.4,0.4,0.0,0.0,0.6,-0.6,0.0,0.3,-0.3,-0.6666666666666666,0.6666666666666666,-1.3333333333333333,-0.2,0.2,-0.4,-0.4,-0.4,0.0,1.6666666666666667,1.3333333333333333,0.3333333333333335,1.6,1.2,0.4000000000000001,1.5,1.1,0.3999999999999999,2.333333333333333,0.6666666666666666,1.666666666666667,1.8,1.0,0.8,1.9,1.5,0.3999999999999999,1.505545305418162,2.065591117977289,-0.5600458125591268,1.0801234497346437,0.8755950357709131,0.2045284139637303,1.1972189997378646,1.4337208778404378,-0.2365018781025731,0.7,0.5,0.1999999999999999,0.7,0.5,0.1999999999999999,0.2,-0.8,0.2,0.4285714285714285,0.2857142857142857,0.4,-0.6,0.2,0.4285714285714285,0.2857142857142857,-0.2,-0.2,0.0,0.0,0.0,0.0,-0.2,0.2,0.2,0.6000000000000001,-0.4000000000000001,-0.2,0.0,-0.2,-6.0,-6.0,0.0,-0.16,-0.16,0.0,25.843189436733155,0.0,0.15,0.2,0.95,0.95,0.0,0.1666666666666667,0.2333333333333331,-0.0666666666666664,-0.4333333333333335,0.8333333333333334,-1.266666666666667,0.3991147148038121,0.3262013626461089,0.0729133521577032,0.1580469807427463,0.0,0,1.2,1.3,-0.1,0.4836022205056777,0.54866453307578,-0.0650623125701023,12.0,15.0,-3.0,3.0,5.0,-2.0,1.2142857142857142,1.5714285714285714,-0.3571428571428572,1.5,1.1,0.3999999999999999,1.9,1.5,0.3999999999999999,1.0801234497346437,0.8755950357709131,1.1972189997378648,1.4337208778404378,0.42,0.3,0.2799999999999999,0.2,0,0,0,0.0,0.0,0.0
725173,2025-04-12,2025,ATS,TOL,2,3,0,5,0,1,1,1475.6509530226615,1549.4260881315274,-73.77513510886592,7.0,6.0,1.0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,2,-1,0.4,0.8,-0.4,0.3,0.8,-0.5,0.2,0.0,0.2,0.2,0.1,0.1,-1.0,1.6666666666666667,-2.666666666666667,0.0,1.0,-1.0,-0.6,1.6,-2.2,1.3333333333333333,2.6666666666666665,-1.3333333333333333,2.2,2.6,-0.3999999999999999,1.5,2.8,-1.2999999999999998,2.333333333333333,1.0,1.3333333333333337,2.2,1.6,0.6000000000000001,2.1,1.2,0.9000000000000001,1.776388345929897,2.2705848487901865,-0.4941965028602895,1.4337208778404378,1.6193277068654828,-0.185606829025045,1.1972189997378648,1.2292725943057183,-0.0320535945678535,0.7,0.5,0.1999999999999999,0.7,0.9,-0.2,0.4,-0.6,0.2,0.8571428571428571,0.8571428571428571,0.4,0.8,0.4,0.5714285714285714,0.8571428571428571,0.0,-1.4,-0.2,0.2857142857142857,0.0,0.1,0.0,0.1,0.6,-0.6000000000000001,1.2000000000000002,0.1,-0.4,0.5,-6.0,-5.0,-1.0,-0.18,1.2800000000000002,-1.4600000000000002,73.77513510886592,2.2,0.15,0.3,0.8,0.95,-0.1499999999999999,-0.1666666666666667,-0.1333333333333333,-0.0333333333333334,-0.2333333333333334,0.1999999999999999,-0.4333333333333333,0.3601801604829419,0.3057557122757134,0.0544244482072285,0.0867876878227092,0.0,0,1.1666666666666667,2.6,-1.4333333333333331,0.5432265601979007,0.6399588500884521,-0.0967322898905513,11.0,25.0,-14.0,1.0,9.0,-8.0,1.0,2.142857142857143,-1.1428571428571428,1.5,2.8,-1.2999999999999998,2.1,1.2,0.9000000000000001,1.4337208778404378,1.6193277068654826,1.1972189997378648,1.2292725943057183,0.42,0.54,0.2799999999999999,0.36,0,0,0,0.0,0.0,0.0
725174,2025-04-12,2025,UANL,MTY,2,1,0,3,1,1,1,1526.351937034345,1509.9019693724165,16.449967661928667,8.0,7.0,1.0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,0,2,2,0,0.6,0.6,0.0,0.5,0.6,-0.0999999999999999,0.2,0.2,0.0,0.1,0.1,0.0,0.0,1.0,-1.0,0.4,1.0,-0.6,0.1,0.8,-0.7000000000000001,1.0,2.333333333333333,-1.3333333333333337,1.2,2.4,-1.2,1.0,2.1,-1.1,1.0,1.3333333333333333,-0.3333333333333332,0.8,1.4,-0.5999999999999999,0.9,1.3,-0.4,1.66332999331662,1.3984117975602022,0.2649181957564177,1.1547005383792517,1.449137674618944,-0.2944371362396925,0.8755950357709131,0.6749485577105528,0.2006464780603603,0.3,0.8,-0.5,0.5,0.7,-0.1999999999999999,0.8,1.0,0.0,0.4285714285714285,0.7142857142857143,0.4,0.4,0.2,0.8571428571428571,0.5714285714285714,0.4,0.6,-0.2,-0.4285714285714285,0.1428571428571429,0.0999999999999999,0.0,0.0999999999999999,0.3,0.1999999999999999,0.1,0.3,-0.1999999999999999,0.5,-8.0,-6.0,-2.0,0.05,0.48,-0.43,16.449967661928667,0.7000000000000001,0.1,0.1,0.55,0.95,-0.3999999999999999,0.0,0.2333333333333334,-0.2333333333333334,-0.0999999999999999,-0.0333333333333332,-0.0666666666666667,0.3754698075377093,0.4169425788420719,-0.0414727713043626,0.0749493442604828,0.0,0,1.7666666666666666,1.9666666666666663,-0.1999999999999999,0.4981515648606126,0.516954108460352,-0.0188025435997393,16.0,19.0,-3.0,4.0,6.0,-2.0,1.8571428571428568,1.5714285714285714,0.2857142857142858,1.0,2.1,-1.1,0.9,1.3,-0.4,1.1547005383792517,1.4491376746189435,0.8755950357709131,0.674948557710553,0.3,0.42,0.2,0.2799999999999999,0,0,0,0.0,0.0,0.0
725175,2025-04-12,2025,AME,CAZ,0,0,1,0,2,0,0,1550.545651884083,1545.3995512056672,5.146100678415905,7.0,7.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,2,0,0.6,0.6,0.0,0.6,0.7,-0.0999999999999999,0.2,0.4,-0.2,0.2,0.2,0.0,1.3333333333333333,1.6666666666666667,-0.3333333333333335,1.4,1.0,0.3999999999999999,1.3,0.8,0.5,2.0,2.333333333333333,-0.3333333333333335,1.8,1.8,0.0,2.0,1.7,0.3,0.6666666666666666,0.6666666666666666,0.0,0.4,0.8,-0.4,0.7,0.9,-0.2,1.766981104093143,1.0327955589886444,0.7341855451044985,1.3333333333333337,0.948683298050514,0.3846500352828198,0.9486832980505138,0.8755950357709131,0.0730882622796006,0.4,0.6,-0.1999999999999999,0.6,0.5,0.0999999999999999,0.6,1.8,0.2,0.4285714285714285,0.7142857142857143,0.6,0.4,0.2,0.5714285714285714,0.4285714285714285,0.0,1.4,0.0,-0.1428571428571428,0.2857142857142857,0.0,-0.0999999999999999,0.0999999999999999,0.0999999999999998,0.1999999999999999,-0.1,0.0,-0.0999999999999999,0.0999999999999999,-6.0,-6.0,0.0,0.78,0.5599999999999999,0.22,5.146100678415905,0.5,0.2,0.2,0.95,0.95,0.0,0.0,0.6333333333333335,-0.6333333333333335,0.0333333333333333,0.2333333333333334,-0.2,0.3614047087349888,0.4919333848296676,-0.1305286760946787,0.1674553659720592,0.0,0,1.8666666666666667,2.4,-0.5333333333333332,0.5555555555555556,0.6134993970905314,-0.0579438415349757,20.0,23.0,-3.0,6.0,9.0,-3.0,2.142857142857143,2.0,0.1428571428571428,2.0,1.7,0.3,0.7,0.9,-0.2,1.3333333333333333,0.9486832980505138,0.9486832980505135,0.8755950357709132,0.36,0.3,0.24,0.2,0,0,0,0.0,0.0,0.0
