game_id,date,season,home_team,away_team,home_ppg_l5,away_ppg_l5,diff_ppg_l5,home_gf_l5,away_gf_l5,diff_gf_l5,home_gd_l5,away_gd_l5,diff_gd_l5,home_goals_total_l5,away_goals_total_l5,combined_goals_l5,home_momentum,away_momentum,diff_momentum,home_consistency,away_consistency,diff_consistency,home_form_l10,away_form_l10,diff_form_l10,home_form_l3,away_form_l3,diff_form_l3,home_ppg_l15,away_ppg_l15,diff_ppg_l15,home_gf_l10,away_gf_l10,diff_gf_l10,home_ga_l10,away_ga_l10,diff_ga_l10,home_gf_volatility,away_gf_volatility,home_ga_volatility,away_ga_volatility,home_early_scoring,away_early_scoring,home_late_scoring,away_late_scoring,h2h_home_wins,h2h_draws,h2h_home_losses,h2h_home_gf,h2h_home_ga,h2h_home_gd,home_score,away_score,is_draw,total_goals,TARGET_full_game,TARGET_over_25,TARGET_btts
725161,2025-04-04,2025,TIJ,NEC,1.2,1.8,-0.6000000000000001,2.2,2.0,0.20000000000000018,-0.4,0.2,-0.6000000000000001,4.8,3.8,8.6,1.2,1.9,-0.7,0.5783629786442162,0.4836022205056777,0.09476075813853846,6.0,18.0,-12.0,3.0,6.0,-3.0,0.7692307692307693,1.8461538461538463,-1.076923076923077,1.5,2.1,-0.6000000000000001,2.6,1.7,0.9000000000000001,1.2692955176439846,1.1972189997378648,1.07496769977314,1.4944341180973262,0.54,0.48,0.36000000000000004,0.32000000000000006,0,0,0,0.0,0.0,0.0,1,2,0,3,0,1,1
725162,2025-04-04,2025,PUE,UANL,0.0,1.8,-1.8,0.4,1.2,-0.7999999999999999,-2.0,0.2,-2.2,2.8,2.2,5.0,0.0,1.8,-1.8,0.5783629786442162,0.4836022205056777,0.09476075813853846,6.0,18.0,-12.0,0.0,6.0,-6.0,0.6153846153846154,1.9230769230769231,-1.3076923076923077,0.9,1.4,-0.4999999999999999,1.8,0.9,0.9,0.8755950357709134,1.4298407059684812,1.1352924243950933,0.8755950357709131,0.3,0.36,0.2,0.24,0,0,0,0.0,0.0,0.0,0,0,1,0,2,0,0
725163,2025-04-05,2025,ATS,JUA,1.2,1.6,-0.40000000000000013,2.0,1.2,0.8,-0.4,0.4,-0.8,4.4,2.0,6.4,1.1,1.6,-0.5,0.5432265601979007,0.5272878358626079,0.015938724335292864,11.0,17.0,-6.0,3.0,4.0,-1.0,1.0,1.6153846153846154,-0.6153846153846154,1.7,1.1,0.5999999999999999,2.3,1.4,0.8999999999999999,1.494434118097326,0.8755950357709131,1.1595018087284057,1.5055453054181622,0.48,0.3,0.32000000000000006,0.2,0,0,0,0.0,0.0,0.0,1,1,1,2,2,0,1
725164,2025-04-05,2025,PAC,AME,1.6,2.6,-1.0,2.2,2.2,0.0,0.6,2.0,-1.4,3.8,2.4,6.199999999999999,1.4666666666666666,2.6,-1.1333333333333335,0.5611462742637445,0.6134993970905314,-0.052353122826786835,12.0,23.0,-11.0,4.0,7.0,-3.0,1.6153846153846154,2.3076923076923075,-0.6923076923076921,1.6,2.3,-0.6999999999999997,1.5,0.6,0.9,1.07496769977314,1.1595018087284057,0.8498365855987975,0.9660917830792958,0.48,0.42,0.32000000000000006,0.27999999999999997,0,0,0,0.0,0.0,0.0,1,0,0,1,1,0,0
725165,2025-04-05,2025,MTY,GDL,1.4,1.0,0.3999999999999999,1.8,0.6,1.2000000000000002,0.4,-0.4,0.8,3.2,1.6,4.800000000000001,1.4,0.9333333333333333,0.46666666666666656,0.5272878358626079,0.5611462742637445,-0.03385843840113667,17.0,12.0,5.0,4.0,2.0,2.0,1.4615384615384615,1.2307692307692308,0.23076923076923062,2.1,1.0,1.1,1.5,1.2,0.30000000000000004,1.4491376746189437,0.6666666666666666,0.8498365855987975,0.9189365834726815,0.42,0.3,0.27999999999999997,0.2,0,0,0,0.0,0.0,0.0,3,1,0,4,1,1,1
725166,2025-04-05,2025,CAZ,PUM,2.2,1.2,1.0000000000000002,1.4,1.6,-0.20000000000000018,1.0,-0.4,1.4,1.8,3.6,5.4,2.2666666666666666,1.4,0.8666666666666667,0.6134993970905314,0.5018552939675578,0.11164410312297357,23.0,13.0,10.0,7.0,6.0,1.0,1.9230769230769231,1.3076923076923077,0.6153846153846154,1.7,1.4,0.30000000000000004,0.8,1.7,-0.8999999999999999,0.9486832980505138,1.07496769977314,0.7888106377466155,1.1595018087284057,0.3,0.36,0.2,0.24,0,0,0,0.0,0.0,0.0,3,2,0,5,1,1,1
725168,2025-04-05,2025,ASL,MAZ,1.8,1.6,0.19999999999999996,1.6,1.2,0.40000000000000013,-0.2,0.2,-0.4,3.4,2.2,5.6,1.8,1.5666666666666667,0.2333333333333334,0.516954108460352,0.5611462742637445,-0.04419216580339258,9.0,12.0,-3.0,6.0,4.0,2.0,0.9230769230769231,1.2307692307692308,-0.3076923076923077,1.2,1.0,0.19999999999999996,2.1,1.2,0.9000000000000001,1.1352924243950933,0.816496580927726,1.1005049346146119,0.9189365834726815,0.48,0.18,0.32000000000000006,0.12,0,0,0,0.0,0.0,0.0,2,1,0,3,1,1,1
725167,2025-04-06,2025,TOL,SAN,2.4,1.2,1.2,3.2,1.6,1.6,1.8,-0.6,2.4,4.6,3.8,8.399999999999999,2.5,1.0,1.5,0.6134993970905314,0.5827781476551426,0.030721249435388787,23.0,7.0,16.0,9.0,3.0,6.0,2.076923076923077,0.5384615384615384,1.5384615384615388,2.7,1.1,1.6,1.2,1.9,-0.7,1.7029386365926402,0.9944289260117533,1.2292725943057183,1.286683937707919,0.48,0.3,0.32000000000000006,0.2,0,0,0,0.0,0.0,0.0,2,1,0,3,1,1,1
725177,2025-04-10,2025,TIJ,ASL,0.6,1.8,-1.2000000000000002,1.6,1.4,0.20000000000000018,-1.0,-0.4,-0.6,4.2,3.2,7.4,0.7,2.0,-1.3,0.5783629786442162,0.4836022205056777,0.09476075813853846,6.0,12.0,-6.0,3.0,6.0,-3.0,0.7142857142857143,1.0714285714285714,-0.3571428571428571,1.6,1.4,0.20000000000000018,2.4,1.9,0.5,1.1737877907772674,1.0749676997731399,0.9660917830792959,1.1005049346146119,0.54,0.48,0.36000000000000004,0.32000000000000006,0,0,0,0.0,0.0,0.0,2,1,0,3,1,1,1
725169,2025-04-11,2025,NEC,PAC,1.8,1.6,0.19999999999999996,1.8,2.0,-0.19999999999999996,0.0,0.6,-0.6,3.6,3.4,7.0,2.1,1.7,0.40000000000000013,0.5169541084603522,0.5233864313438397,-0.006432322883487496,21.0,14.0,7.0,9.0,6.0,3.0,1.9285714285714286,1.7142857142857142,0.2142857142857144,2.2,1.7,0.5000000000000002,1.5,1.5,0.0,1.1352924243950935,0.9486832980505137,1.4337208778404378,0.8498365855987975,0.48,0.48,0.32000000000000006,0.32000000000000006,0,0,0,0.0,0.0,0.0,3,5,0,8,0,1,1
725170,2025-04-11,2025,MAZ,GDL,1.0,1.0,0.0,1.2,0.6,0.6,-0.2,-0.4,0.2,2.6,1.6,4.2,1.0,0.7666666666666667,0.23333333333333328,0.6009270000873783,0.5611462742637445,0.03978072582363379,9.0,12.0,-3.0,3.0,1.0,2.0,1.1428571428571428,1.1428571428571428,0.0,1.0,1.0,0.0,1.4,1.3,0.09999999999999987,0.816496580927726,0.6666666666666666,0.8432740427115678,1.0593499054713802,0.24,0.3,0.16000000000000003,0.2,0,0,0,0.0,0.0,0.0,1,1,1,2,2,0,1
725171,2025-04-12,2025,LEO,PUE,0.8,0.2,0.6000000000000001,1.2,0.2,1.0,-0.4,-1.8,1.4,2.8,2.2,5.0,0.6666666666666666,0.26666666666666666,0.39999999999999997,0.54866453307578,0.5827781476551426,-0.03411361457936257,15.0,7.0,8.0,1.0,1.0,0.0,1.9285714285714286,0.6428571428571429,1.2857142857142856,1.5,0.9,0.6,1.4,1.7,-0.30000000000000004,0.7071067811865476,0.8755950357709134,0.8432740427115679,1.2516655570345725,0.42,0.3,0.27999999999999997,0.2,0,0,0,0.0,0.0,0.0,1,0,0,1,1,0,0
725172,2025-04-12,2025,PUM,JUA,1.2,1.2,0.0,1.6,1.2,0.40000000000000013,-0.2,0.2,-0.4,3.4,2.2,5.6,1.2,1.3,-0.10000000000000009,0.4836022205056777,0.54866453307578,-0.06506231257010231,12.0,15.0,-3.0,3.0,5.0,-2.0,1.2142857142857142,1.5714285714285714,-0.3571428571428572,1.5,1.1,0.3999999999999999,1.9,1.5,0.3999999999999999,1.0801234497346435,0.8755950357709131,1.1972189997378648,1.4337208778404378,0.42,0.3,0.27999999999999997,0.2,0,0,0,0.0,0.0,0.0,0,0,1,0,2,0,0
725173,2025-04-12,2025,ATS,TOL,1.4,2.4,-1.0,2.2,2.6,-0.3999999999999999,0.0,1.0,-1.0,4.4,4.2,8.600000000000001,1.1666666666666667,2.6,-1.4333333333333333,0.5432265601979007,0.6399588500884521,-0.09673228989055138,11.0,25.0,-14.0,1.0,9.0,-8.0,1.0,2.142857142857143,-1.1428571428571428,1.5,2.8,-1.2999999999999998,2.1,1.2,0.9000000000000001,1.4337208778404378,1.6193277068654826,1.1972189997378648,1.2292725943057183,0.42,0.54,0.27999999999999997,0.36000000000000004,0,0,0,0.0,0.0,0.0,2,3,0,5,0,1,1
725174,2025-04-12,2025,UANL,MTY,2.0,2.0,0.0,1.2,2.4,-1.2,0.4,1.0,-0.6,2.0,3.8,5.8,1.7666666666666666,1.9666666666666666,-0.19999999999999996,0.49815156486061263,0.516954108460352,-0.01880254359973932,16.0,19.0,-3.0,4.0,6.0,-2.0,1.8571428571428572,1.5714285714285714,0.2857142857142858,1.0,2.1,-1.1,0.9,1.3,-0.4,1.1547005383792515,1.4491376746189437,0.8755950357709131,0.674948557710553,0.3,0.42,0.2,0.27999999999999997,0,0,0,0.0,0.0,0.0,2,1,0,3,1,1,1
725175,2025-04-12,2025,AME,CAZ,2.0,2.2,-0.20000000000000018,1.8,1.8,0.0,1.4,1.0,0.3999999999999999,2.2,2.6,4.800000000000001,1.8666666666666667,2.4,-0.5333333333333332,0.5555555555555556,0.6134993970905314,-0.05794384153497578,20.0,23.0,-3.0,6.0,9.0,-3.0,2.142857142857143,2.0,0.1428571428571428,2.0,1.7,0.30000000000000004,0.7,0.9,-0.20000000000000007,1.3333333333333333,0.9486832980505138,0.9486832980505137,0.8755950357709132,0.36,0.3,0.24,0.2,0,0,0,0.0,0.0,0.0,0,0,1,0,2,0,0
725176,2025-04-13,2025,SAN,QRO,0.6,1.4,-0.7999999999999999,1.4,0.8,0.5999999999999999,-1.2,0.0,-1.2,4.0,1.6,5.6,0.5,1.2666666666666666,-0.7666666666666666,0.5827781476551426,0.5432265601979007,0.039551587457241855,7.0,11.0,-4.0,0.0,4.0,-4.0,0.5,1.0,-0.5,1.2,0.8,0.3999999999999999,2.0,1.5,0.5,0.9189365834726815,0.7888106377466155,1.247219128924647,1.7159383568311668,0.36,0.12,0.24,0.08000000000000002,0,0,0,0.0,0.0,0.0,1,2,0,3,0,1,1
725178,2025-04-15,2025,PAC,UANL,2.0,2.0,0.0,2.6,1.2,1.4000000000000001,1.0,0.4,0.6,4.2,2.0,6.2,2.1333333333333333,1.9333333333333333,0.19999999999999996,0.5272878358626079,0.516954108460352,0.01033372740225591,17.0,19.0,-2.0,6.0,4.0,2.0,1.8,1.9333333333333333,-0.1333333333333333,2.1,1.2,0.9000000000000001,1.6,0.9,0.7000000000000001,1.3703203194062976,1.1352924243950933,0.9660917830792959,0.8755950357709131,0.48,0.36,0.32000000000000006,0.24,0,0,0,0.0,0.0,0.0,0,0,1,0,2,0,0
725179,2025-04-15,2025,GDL,PUE,0.6,0.2,0.39999999999999997,0.6,0.2,0.39999999999999997,-0.6,-1.6,1.0,1.8,2.0,3.8,0.5666666666666667,0.23333333333333334,0.3333333333333333,0.5611462742637445,0.6779694056402348,-0.11682313137649025,12.0,4.0,8.0,1.0,1.0,0.0,1.1333333333333333,0.6,0.5333333333333333,1.0,0.7,0.30000000000000004,1.3,1.8,-0.5,0.6666666666666666,0.8232726023485646,1.0593499054713802,1.1352924243950935,0.3,0.3,0.2,0.2,0,0,0,0.0,0.0,0.0,1,0,0,1,1,0,0
725180,2025-04-15,2025,CAZ,LEO,2.2,0.8,1.4000000000000001,1.6,1.0,0.6000000000000001,1.0,-0.4,1.4,2.2,2.4,4.6,2.2,1.0333333333333334,1.1666666666666667,0.6009270000873783,0.54866453307578,0.05226246701159831,21.0,15.0,6.0,7.0,4.0,3.0,1.9333333333333333,2.0,-0.06666666666666665,1.4,1.4,0.0,0.7,1.3,-0.6000000000000001,0.9660917830792959,0.6992058987801011,0.8232726023485646,0.9486832980505138,0.24,0.36,0.16000000000000003,0.24,0,0,0,0.0,0.0,0.0,2,1,0,3,1,1,1
725181,2025-04-15,2025,JUA,NEC,1.2,1.8,-0.6000000000000001,0.8,2.2,-1.4000000000000001,0.2,-0.2,0.4,1.4,4.6,6.0,1.2666666666666666,1.8,-0.5333333333333334,0.5783629786442162,0.5169541084603522,0.061408870183863984,16.0,21.0,-5.0,5.0,6.0,-1.0,1.5333333333333334,1.8,-0.2666666666666666,1.1,2.5,-1.4,1.1,1.9,-0.7999999999999998,0.8755950357709131,0.8498365855987975,1.1972189997378648,1.7919573407620815,0.24,0.54,0.16000000000000003,0.36000000000000004,0,0,0,0.0,0.0,0.0,2,2,1,4,2,1,1
725182,2025-04-16,2025,ASL,TOL,1.8,3.0,-1.2,1.4,3.2,-1.8000000000000003,-0.2,1.8,-2.0,3.0,4.6,7.6,1.7,3.0,-1.3,0.4836022205056777,0.6399588500884521,-0.1563566295827744,12.0,25.0,-13.0,6.0,9.0,-3.0,1.0,2.2,-1.2000000000000002,1.3,3.0,-1.7,1.8,1.4,0.40000000000000013,1.0593499054713802,1.4907119849998598,1.0327955589886444,1.1737877907772674,0.48,0.6,0.32000000000000006,0.4,0,0,0,0.0,0.0,0.0,0,1,0,1,0,0,0
725183,2025-04-16,2025,QRO,ATS,1.4,0.8,0.5999999999999999,0.8,2.0,-1.2,-0.2,-0.6,0.39999999999999997,1.8,4.6,6.3999999999999995,1.5333333333333334,0.6333333333333333,0.9000000000000001,0.5018552939675578,0.5285954792089682,-0.02674018524141042,13.0,10.0,3.0,4.0,1.0,3.0,1.1333333333333333,0.9333333333333333,0.19999999999999996,0.9,1.7,-0.7999999999999999,1.5,2.4,-0.8999999999999999,0.8755950357709132,1.3374935098492586,1.7159383568311668,0.9660917830792958,0.18,0.48,0.12,0.32000000000000006,0,0,0,0.0,0.0,0.0,1,2,0,3,0,1,1
725184,2025-04-16,2025,MTY,AME,1.4,1.6,-0.20000000000000018,1.8,1.2,0.6000000000000001,0.4,0.8,-0.4,3.2,1.6,4.800000000000001,1.3333333333333333,1.5,-0.16666666666666674,0.49815156486061263,0.5611462742637445,-0.0629947094031319,16.0,18.0,-2.0,3.0,4.0,-1.0,1.4666666666666666,2.066666666666667,-0.6000000000000003,2.1,1.6,0.5,1.5,0.7,0.8,1.4491376746189437,1.2649110640673518,0.5270462766947299,0.9486832980505137,0.48,0.3,0.32000000000000006,0.2,0,0,0,0.0,0.0,0.0,1,0,0,1,1,0,0
725185,2025-04-16,2025,PUM,SAN,1.4,0.6,0.7999999999999999,1.6,1.2,0.40000000000000013,0.0,-1.0,1.0,3.2,3.4,6.6,1.2666666666666666,0.4,0.8666666666666666,0.5285954792089682,0.5827781476551426,-0.054182668446174365,10.0,7.0,3.0,4.0,0.0,4.0,1.2,0.4666666666666667,0.7333333333333333,1.2,1.3,-0.10000000000000009,1.7,2.0,-0.30000000000000004,1.0327955589886444,0.8232726023485646,1.3374935098492586,1.247219128924647,0.36,0.42,0.24,0.27999999999999997,0,0,0,0.0,0.0,0.0,2,0,0,2,1,0,0
725186,2025-04-16,2025,MAZ,TIJ,1.0,1.2,-0.19999999999999996,1.2,1.8,-0.6000000000000001,-0.2,-0.6,0.39999999999999997,2.6,4.2,6.800000000000001,1.0,1.4,-0.3999999999999999,0.6150998205402496,0.516954108460352,0.09814571207989764,10.0,9.0,1.0,4.0,6.0,-2.0,1.1333333333333333,0.8666666666666667,0.2666666666666666,1.0,1.6,-0.6000000000000001,1.3,2.2,-0.9000000000000001,0.816496580927726,1.1737877907772674,0.8232726023485646,1.0327955589886446,0.18,0.54,0.12,0.36000000000000004,0,0,0,0.0,0.0,0.0,0,2,0,2,0,0,0
725187,2025-04-18,2025,PUE,NEC,0.2,2.0,-1.8,0.0,2.2,-2.2,-1.4,0.4,-1.7999999999999998,1.4,4.0,5.4,0.2,1.7666666666666666,-1.5666666666666667,0.6779694056402347,0.5169541084603522,0.1610152971798825,4.0,19.0,-15.0,1.0,4.0,-3.0,0.5333333333333333,1.8666666666666667,-1.3333333333333335,0.6,2.4,-1.7999999999999998,1.7,1.9,-0.19999999999999996,0.8432740427115678,0.8432740427115678,1.1595018087284057,1.7919573407620817,0.24,0.54,0.16000000000000003,0.36000000000000004,0,0,0,0.0,0.0,0.0,0,1,0,1,0,0,0
725188,2025-04-19,2025,AME,MAZ,1.4,0.8,0.5999999999999999,1.2,1.0,0.19999999999999996,0.6,-0.6,1.2,1.8,2.6,4.4,1.1333333333333333,0.7333333333333333,0.4,0.54866453307578,0.6150998205402496,-0.06643528746446958,15.0,10.0,5.0,1.0,1.0,0.0,1.8666666666666667,1.0666666666666667,0.8,1.4,1.0,0.3999999999999999,0.7,1.4,-0.7,1.349897115421106,0.816496580927726,0.9486832980505137,0.8432740427115678,0.24,0.18,0.16000000000000003,0.12,0,0,0,0.0,0.0,0.0,5,0,0,5,1,1,0
725190,2025-04-19,2025,TOL,CAZ,3.0,2.6,0.3999999999999999,2.4,1.8,0.5999999999999999,1.4,1.2,0.19999999999999996,3.4,2.4,5.8,3.0,2.533333333333333,0.4666666666666668,0.683772233983162,0.6009270000873783,0.08284523389578369,27.0,21.0,6.0,9.0,7.0,2.0,2.2,2.066666666666667,0.1333333333333333,2.8,1.4,1.4,1.1,0.7,0.40000000000000013,1.6193277068654823,0.9660917830792959,1.1005049346146119,0.8232726023485646,0.54,0.24,0.36000000000000004,0.16000000000000003,0,0,0,0.0,0.0,0.0,2,2,1,4,2,1,1
725191,2025-04-19,2025,UANL,PUM,1.6,1.4,0.20000000000000018,1.0,1.4,-0.3999999999999999,0.2,0.0,0.2,1.8,2.8,4.6,1.5666666666666667,1.5333333333333334,0.033333333333333215,0.5272878358626079,0.5285954792089682,-0.0013076433463603543,17.0,10.0,7.0,5.0,4.0,1.0,1.8,1.2,0.6000000000000001,1.0,1.3,-0.30000000000000004,0.8,1.7,-0.8999999999999999,1.1547005383792515,1.0593499054713802,0.9189365834726815,1.3374935098492586,0.3,0.36,0.2,0.24,0,0,0,0.0,0.0,0.0,2,1,0,3,1,1,1
725192,2025-04-19,2025,ATS,GDL,0.8,1.0,-0.19999999999999996,1.6,0.8,0.8,-0.6,-0.4,-0.19999999999999996,3.8,2.0,5.8,1.0,1.1666666666666667,-0.16666666666666674,0.5018552939675578,0.5611462742637445,-0.059290980296186735,13.0,12.0,1.0,4.0,4.0,0.0,1.0666666666666667,1.1333333333333333,-0.06666666666666665,1.8,0.9,0.9,2.3,1.2,1.0999999999999999,1.3165611772087666,0.5676462121975466,1.0593499054713802,1.1352924243950933,0.48,0.24,0.32000000000000006,0.16000000000000003,0,0,0,0.0,0.0,0.0,1,1,1,2,2,0,1
725189,2025-04-20,2025,JUA,QRO,1.4,1.4,0.0,1.2,1.0,0.19999999999999996,0.4,-0.2,0.6000000000000001,2.0,2.2,4.2,1.3333333333333333,1.3,0.033333333333333215,0.6087374030742443,0.5285954792089682,0.08014192386527608,14.0,10.0,4.0,3.0,4.0,-1.0,1.5333333333333334,1.1333333333333333,0.40000000000000013,1.1,0.9,0.20000000000000007,1.2,1.7,-0.5,0.8755950357709131,0.8755950357709132,1.2292725943057183,1.6363916944844767,0.24,0.24,0.16000000000000003,0.16000000000000003,0,0,0,0.0,0.0,0.0,0,2,0,2,0,0,0
725193,2025-04-20,2025,SAN,TIJ,0.0,1.8,-1.8,0.8,1.6,-0.8,-1.6,0.0,-1.6,3.2,3.2,6.4,0.0,2.0,-2.0,0.5827781476551426,0.4836022205056777,0.09917592714946488,7.0,12.0,-5.0,0.0,6.0,-6.0,0.4666666666666667,1.0666666666666667,-0.6,1.1,1.7,-0.5999999999999999,1.9,2.0,-0.10000000000000009,0.8755950357709131,1.1595018087284057,1.1972189997378646,1.247219128924647,0.36,0.48,0.24,0.32000000000000006,0,0,0,0.0,0.0,0.0,0,4,0,4,0,1,0
725194,2025-04-20,2025,LEO,MTY,0.8,1.8,-1.0,1.0,1.8,-0.8,-0.4,0.6,-1.0,2.4,3.0,5.4,0.9,1.8,-0.9,0.5233864313438397,0.516954108460352,0.006432322883487718,14.0,19.0,-5.0,4.0,6.0,-2.0,1.8,1.6,0.19999999999999996,1.2,2.1,-0.9000000000000001,1.2,1.3,-0.10000000000000009,0.42163702135578396,1.449137674618944,0.7888106377466155,0.6749485577105528,0.36,0.42,0.24,0.27999999999999997,0,0,0,0.0,0.0,0.0,0,2,0,2,0,0,0
725195,2025-04-20,2025,ASL,PAC,1.2,2.0,-0.8,1.2,2.4,-1.2,-0.6,1.0,-1.6,3.0,3.8,6.8,1.1,1.9666666666666666,-0.8666666666666665,0.4836022205056777,0.5611462742637445,-0.07754405375806683,12.0,18.0,-6.0,3.0,7.0,-4.0,1.0,1.6666666666666667,-0.6666666666666667,1.3,2.0,-0.7,1.8,1.4,0.40000000000000013,1.0593499054713802,1.4907119849998598,1.0327955589886444,1.07496769977314,0.48,0.42,0.32000000000000006,0.27999999999999997,0,0,0,0.0,0.0,0.0,2,1,0,3,1,1,1
735470,2025-04-27,2025,JUA,PUM,1.2,1.4,-0.19999999999999996,1.0,1.4,-0.3999999999999999,0.0,0.2,-0.2,2.0,2.6,4.6,1.0,1.3,-0.30000000000000004,0.6331650217951295,0.5285954792089682,0.10456954258616125,11.0,10.0,1.0,2.0,4.0,-2.0,1.3333333333333333,1.2,0.1333333333333333,0.9,1.3,-0.4,1.3,1.7,-0.3999999999999999,0.8755950357709131,1.0593499054713802,1.2516655570345725,1.3374935098492586,0.18,0.36,0.12,0.24,0,1,0,0.0,0.0,0.0,1,1,1,2,2,0,1
735471,2025-04-27,2025,MTY,PAC,1.8,1.4,0.40000000000000013,1.6,1.8,-0.19999999999999996,0.6,0.2,0.39999999999999997,2.6,3.4,6.0,2.0,1.3333333333333333,0.6666666666666667,0.516954108460352,0.54866453307578,-0.03171042461542806,19.0,15.0,4.0,6.0,4.0,2.0,1.7333333333333334,1.4666666666666666,0.26666666666666683,1.9,1.9,0.0,1.1,1.5,-0.3999999999999999,1.286683937707919,1.5238839267549946,0.7378647873726218,1.0801234497346435,0.36,0.42,0.24,0.27999999999999997,0,0,1,2.0,3.0,-1.0,1,2,0,3,0,1,1
735577,2025-05-04,2025,MTY,PUM,1.8,1.0,0.8,1.6,1.2,0.40000000000000013,0.6,0.0,0.6,2.6,2.4,5.0,1.7,1.0333333333333334,0.6666666666666665,0.49815156486061263,0.5432265601979007,-0.04507499533728809,16.0,11.0,5.0,6.0,4.0,2.0,1.7333333333333334,1.2,0.5333333333333334,1.7,1.4,0.30000000000000004,1.2,1.6,-0.40000000000000013,1.2516655570345725,0.966091783079296,0.7888106377466155,1.3498971154211057,0.36,0.36,0.24,0.24,1,0,0,3.0,1.0,2.0,2,0,0,2,1,0,0
735473,2025-05-07,2025,MTY,TOL,1.8,2.6,-0.8,1.4,2.2,-0.8000000000000003,0.6,0.8,-0.20000000000000007,2.2,3.6,5.800000000000001,1.9,2.466666666666667,-0.5666666666666669,0.516954108460352,0.6399588500884521,-0.12300474162810016,19.0,25.0,-6.0,6.0,7.0,-1.0,1.8666666666666667,2.2,-0.3333333333333335,1.9,2.8,-0.8999999999999999,1.1,1.2,-0.09999999999999987,1.1005049346146119,1.6193277068654826,0.8755950357709131,1.1352924243950933,0.36,0.54,0.24,0.36000000000000004,0,1,0,1.0,1.0,0.0,3,2,0,5,1,1,1
735475,2025-05-07,2025,PAC,AME,2.0,1.4,0.6000000000000001,1.8,1.6,0.19999999999999996,0.6,1.2,-0.6,3.0,2.0,5.0,1.9,1.4,0.5,0.5611462742637445,0.5611462742637445,0.0,18.0,18.0,0.0,4.0,4.0,0.0,1.4666666666666666,2.0,-0.5333333333333334,2.0,1.7,0.30000000000000004,1.4,0.4,0.9999999999999999,1.4907119849998598,1.766981104093143,1.07496769977314,0.5163977794943223,0.42,0.24,0.27999999999999997,0.16000000000000003,1,0,0,1.0,0.0,1.0,0,0,1,0,2,0,0
735472,2025-05-08,2025,NEC,UANL,2.0,1.6,0.3999999999999999,2.0,0.8,1.2,0.4,-0.2,0.6000000000000001,3.6,1.8,5.4,1.9333333333333333,1.8,0.1333333333333333,0.516954108460352,0.5272878358626079,-0.01033372740225591,19.0,17.0,2.0,4.0,7.0,-3.0,1.8666666666666667,1.8,0.06666666666666665,2.2,1.0,1.2000000000000002,1.7,0.8,0.8999999999999999,0.9189365834726815,1.1547005383792515,1.8885620632287057,0.9189365834726815,0.48,0.3,0.32000000000000006,0.2,0,0,1,1.0,2.0,-1.0,0,0,1,0,2,0,0
735474,2025-05-08,2025,LEO,CAZ,0.8,2.2,-1.4000000000000001,0.8,1.6,-0.8,-0.6,0.6,-1.2,2.2,2.6,4.800000000000001,0.7666666666666667,2.066666666666667,-1.3000000000000003,0.5432265601979007,0.6557348136704517,-0.112508253472551,11.0,22.0,-11.0,3.0,5.0,-2.0,1.6,2.1333333333333333,-0.5333333333333332,1.0,1.5,-0.5,1.3,0.7,0.6000000000000001,0.4714045207910317,0.97182531580755,0.8232726023485647,0.8232726023485646,0.3,0.24,0.2,0.16000000000000003,0,0,1,1.0,2.0,-1.0,2,3,0,5,0,1,1
735476,2025-05-10,2025,AME,PAC,1.0,1.6,-0.6000000000000001,1.0,1.6,-0.6000000000000001,0.6,0.4,0.19999999999999996,1.4,2.8,4.199999999999999,1.1333333333333333,1.5333333333333334,-0.40000000000000013,0.5611462742637445,0.5783629786442162,-0.017216704380471626,18.0,16.0,2.0,4.0,4.0,0.0,1.8666666666666667,1.4666666666666666,0.40000000000000013,1.6,1.8,-0.19999999999999996,0.3,1.3,-1.0,1.837873166945363,1.6193277068654826,0.4830458915396479,1.1595018087284057,0.24,0.36,0.16000000000000003,0.24,0,1,1,0.0,1.0,-1.0,2,0,0,2,1,0,0
735479,2025-05-10,2025,TOL,MTY,2.0,2.4,-0.3999999999999999,2.0,1.8,0.19999999999999996,0.4,1.0,-0.6,3.6,2.6,6.2,1.7333333333333334,2.4,-0.6666666666666665,0.5611462742637445,0.516954108460352,0.04419216580339258,22.0,19.0,3.0,4.0,6.0,-2.0,2.2,1.8666666666666667,0.3333333333333335,2.6,1.8,0.8,1.5,1.1,0.3999999999999999,1.577621275493231,0.9189365834726815,1.1785113019775793,0.8755950357709131,0.54,0.36,0.36000000000000004,0.24,0,1,1,3.0,4.0,-1.0,2,1,0,3,1,1,1
735477,2025-05-11,2025,CAZ,LEO,2.2,0.8,1.4000000000000001,2.0,1.0,1.0,0.6,-0.6,1.2,3.4,2.6,6.0,2.2,0.6333333333333333,1.5666666666666669,0.6557348136704517,0.5285954792089682,0.1271393344614835,22.0,10.0,12.0,7.0,0.0,7.0,2.2666666666666666,1.4,0.8666666666666667,1.7,1.1,0.5999999999999999,0.9,1.5,-0.6,1.0593499054713802,0.5676462121975466,0.8755950357709131,0.97182531580755,0.3,0.36,0.2,0.24,2,0,0,5.0,3.0,2.0,2,1,0,3,1,1,1
