"config","gate_enabled","accuracy","brier","logloss","published_accuracy","coverage","published_coverage"
"gate_on_loose","1","0.555363321799308","0.249373518879061","0.692019056172464","0.555555555555556","0.0778546712802768","0.0778546712802768"
"gate_on_strict","1","0.555363321799308","0.249373518879061","0.692019056172464","0.529411764705882","0.117647058823529","0.117647058823529"
"gate_off","0","0.555363321799308","0.249373518879061","0.692019056172464","0.521739130434783","0.119377162629758","0.119377162629758"
"gate_on_default","1","0.555363321799308","0.249373518879061","0.692019056172464","0.53968253968254","0.108996539792388","0.108996539792388"
