sport,date,game_id,closing_moneyline_odds,home_moneyline_odds,away_moneyline_odds,closing_spread_odds,closing_total_odds,closing_q1_odds,closing_f5_odds,closing_home_over_odds,closing_corners_odds,closing_btts_odds,closing_spread_line,closing_total_line,odds_over_under,odds_source_provider,draw_moneyline_odds
ncaa_baseball,2026-03-21,6551630,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6551654,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6552036,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6552086,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6552121,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6552392,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6552394,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6552484,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6552632,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6552647,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6552651,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6552675,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6552851,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6584248,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6584986,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6585344,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6585662,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6585803,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6585831,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6585901,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6585935,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6586077,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6587298,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6587587,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6588112,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6588282,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6588425,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6588537,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6588572,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6589735,,,,,,,,,,,,,,,
nhl,2026-03-21,401803450,-158.0,-158.0,140.0,-13.5,110.0,,,,,,-1.5,6.5,6.5,Draft Kings,
nhl,2026-03-21,401803451,-133.0,118.0,-133.0,-17.0,110.0,,,,,,1.5,6.5,6.5,Draft Kings,
nhl,2026-03-21,401803452,-119.0,106.0,-119.0,-21.5,-115.0,,,,,,1.5,5.5,5.5,Draft Kings,
nhl,2026-03-21,401803453,-116.0,103.0,-116.0,-20.5,105.0,,,,,,1.5,6.5,6.5,Draft Kings,
nhl,2026-03-21,401803454,-118.0,-118.0,105.0,-20.5,114.0,,,,,,-1.5,6.5,6.5,Draft Kings,
nhl,2026-03-21,401803455,-173.0,-173.0,152.0,-11.5,105.0,,,,,,-1.5,6.5,6.5,Draft Kings,
nhl,2026-03-21,401803456,-126.0,-126.0,112.0,-17.5,-130.0,,,,,,-1.5,5.5,5.5,Draft Kings,
nhl,2026-03-21,401803457,-263.0,-263.0,225.0,-107.0,-142.0,,,,,,-1.5,5.5,5.5,Draft Kings,
nhl,2026-03-21,401803458,-138.0,122.0,-138.0,-16.5,-125.0,,,,,,1.5,5.5,5.5,Draft Kings,
nhl,2026-03-21,401803459,,,,,-130.0,,,,,,-1.5,5.5,5.5,Draft Kings,
nhl,2026-03-21,401803460,,,,,-130.0,,,,,,1.5,6.5,6.5,Draft Kings,
kbo,2026-03-22,13232,,,,,,,,,,,,,,,
kbo,2026-03-22,13233,,,,,,,,,,,,,,,
kbo,2026-03-22,13234,,,,,,,,,,,,,,,
kbo,2026-03-22,13235,,,,,,,,,,,,,,,
kbo,2026-03-22,13236,,,,,,,,,,,,,,,
laliga,2026-03-22,748424,120.0,120.0,230.0,105.0,-110.0,,,,,,-0.5,2.5,2.5,DraftKings,255.0
laliga,2026-03-22,748431,-115.0,-115.0,380.0,-130.0,125.0,,,,,,-0.5,2.5,2.5,DraftKings,225.0
laliga,2026-03-22,748432,-425.0,-425.0,950.0,-160.0,-115.0,,,,,,-1.5,3.5,3.5,DraftKings,580.0
laliga,2026-03-22,748433,-105.0,-105.0,260.0,-115.0,-165.0,,,,,,-0.5,2.5,2.5,DraftKings,280.0
liga_mx,2026-03-22,401840917,-110.0,270.0,-110.0,-125.0,-140.0,,,,,,0.5,2.5,2.5,DraftKings,285.0
liga_mx,2026-03-22,401840921,145.0,145.0,165.0,130.0,-135.0,,,,,,-0.5,2.5,2.5,DraftKings,
liga_mx,2026-03-22,401840922,110.0,225.0,110.0,-150.0,-115.0,,,,,,0.5,2.5,2.5,DraftKings,245.0
mlb,2026-03-22,401833306,-167.0,-167.0,138.0,,,,,,,,,,,,
mlb,2026-03-22,401833307,-208.0,-208.0,175.0,,,,,,,,,,,,
mlb,2026-03-22,401833308,-111.0,-105.0,-111.0,,,,,,,,,,,,
mlb,2026-03-22,401833309,-130.0,-130.0,105.0,,,,,,,,,,,,
mlb,2026-03-22,401833310,-130.0,110.0,-130.0,,,,,,,,,,,,
mlb,2026-03-22,401833311,-137.0,-137.0,115.0,,,,,,,,,,,,
mlb,2026-03-22,401833312,-182.0,150.0,-182.0,,,,,,,,,,,,
mlb,2026-03-22,401833313,-161.0,135.0,-161.0,,,,,,,,,,,,
mlb,2026-03-22,401833314,-137.0,-137.0,115.0,,,,,,,,,,,,
mlb,2026-03-22,401833315,-110.0,-110.0,-110.0,,,,,,,,,,,,
