game_id,date,season,home_team,away_team,home_elo_pre,away_elo_pre,diff_elo,home_rest_days,away_rest_days,diff_rest_days,home_is_b2b,away_is_b2b,diff_is_b2b,home_games_last_3_days,away_games_last_3_days,diff_games_last_3_days,home_games_last_5_days,away_games_last_5_days,diff_games_last_5_days,home_games_last_7_days,away_games_last_7_days,diff_games_last_7_days,home_win_pct_L5,away_win_pct_L5,diff_win_pct_L5,home_win_pct_L10,away_win_pct_L10,diff_win_pct_L10,home_run_diff_L5,away_run_diff_L5,diff_run_diff_L5,home_run_diff_L10,away_run_diff_L10,diff_run_diff_L10,home_runs_scored_L5,away_runs_scored_L5,diff_runs_scored_L5,home_runs_allowed_L5,away_runs_allowed_L5,diff_runs_allowed_L5,home_yrfi_rate_L10,away_yrfi_rate_L10,diff_yrfi_rate_L10,home_r1_scored_rate_L10,away_r1_scored_rate_L10,diff_r1_scored_rate_L10,home_r1_allowed_rate_L10,away_r1_allowed_rate_L10,diff_r1_allowed_rate_L10,home_f5_win_pct_L5,away_f5_win_pct_L5,diff_f5_win_pct_L5,home_f5_diff_L5,away_f5_diff_L5,diff_f5_diff_L5,home_hits_L5,away_hits_L5,diff_hits_L5,home_hits_allowed_L5,away_hits_allowed_L5,diff_hits_allowed_L5,home_home_only_win_pct_L5,away_away_only_win_pct_L5,diff_surface_win_pct_L5,home_home_only_run_diff_L5,away_away_only_run_diff_L5,diff_surface_run_diff_L5,home_home_only_yrfi_rate_L10,away_away_only_yrfi_rate_L10,diff_surface_yrfi_rate_L10,home_home_only_f5_win_pct_L5,away_away_only_f5_win_pct_L5,diff_surface_f5_win_pct_L5,home_win_pct_L10_vs_league,away_win_pct_L10_vs_league,diff_win_pct_L10_vs_league,home_run_diff_L10_vs_league,away_run_diff_L10_vs_league,diff_run_diff_L10_vs_league,home_yrfi_rate_L10_vs_league,away_yrfi_rate_L10_vs_league,diff_yrfi_rate_L10_vs_league,home_f5_win_pct_L5_vs_league,away_f5_win_pct_L5_vs_league,diff_f5_win_pct_L5_vs_league,home_momentum_win,away_momentum_win,diff_momentum_win,home_momentum_run_diff,away_momentum_run_diff,diff_momentum_run_diff,home_surface_edge,away_surface_edge,diff_surface_edge,home_fatigue_index,away_fatigue_index,diff_fatigue_index,home_form_power,away_form_power,diff_form_power,home_is_favorite,odds_over_under,market_missing,TARGET_home_win,TARGET_yrfi,TARGET_home_win_f5
11481,2024-04-28,2024,LG,KIA,1539.2857450462566,1558.05039487363,-18.764649827373432,1.0,1.0,0.0,1,1,0,3,3,0,5,5,0,7,6,1,0.6,0.6,0.0,0.6,0.6,0.0,0.0,2.4,-2.4,-0.1,1.5,-1.6,4.8,6.6,-1.7999999999999998,4.8,4.2,0.5999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.20000000000000007,0.6,2.4,-1.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,-0.07000000000000006,1.53,-1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8999999999999999,-0.7999999999999999,0.20000000000000007,0.0,0.20000000000000007,4.0,4.0,0.0,-0.06,0.8999999999999999,-0.96,-1,0.0,0,0,,
11482,2024-04-28,2024,SSG,KTW,1485.414833315728,1480.0674709367179,5.347362379010065,1.0,1.0,0.0,1,1,0,3,3,0,4,5,-1,6,7,-1,0.4,0.8,-0.4,0.4,0.6,-0.19999999999999996,0.4,3.6,-3.2,-0.7,2.0,-2.7,5.4,6.4,-1.0,5.0,2.8,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,-1.0,-0.6,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.07999999999999996,0.12,-0.19999999999999996,-0.67,2.03,-2.6999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000000000007,-0.20000000000000007,1.1,1.6,-0.5,-0.2,-0.39999999999999997,0.19999999999999996,3.0,4.0,-1.0,-0.27999999999999997,1.2,-1.48,-1,0.0,0,1,,
11483,2024-04-28,2024,NCD,LOT,1543.6671168918574,1421.956556639786,121.71056025207145,1.0,1.0,0.0,1,1,0,3,3,0,5,4,1,6,6,0,0.6,0.4,0.19999999999999996,0.5,0.4,0.09999999999999998,0.6,-1.2,1.7999999999999998,0.4,-0.4,0.8,3.0,4.0,-1.0,2.4,5.2,-2.8000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.6000000000000001,1.0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020000000000000018,-0.07999999999999996,0.09999999999999998,0.42999999999999994,-0.3700000000000001,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,0.0,0.09999999999999998,0.19999999999999996,-0.7999999999999999,0.9999999999999999,0.30000000000000004,-0.2,0.5,4.0,3.0,1.0,0.2,-0.16000000000000003,0.36000000000000004,-1,0.0,0,1,,
11484,2024-04-28,2024,HAN,DOO,1459.2236390772828,1516.2961190957033,-57.07248001842049,1.0,1.0,0.0,1,1,0,3,3,0,5,5,0,6,7,-1,0.2,0.6,-0.39999999999999997,0.3,0.5,-0.2,-3.6,0.6,-4.2,-1.4,0.1,-1.5,4.4,5.4,-1.0,8.0,4.8,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.4,-2.4,2.8,0.0,0.0,0.0,0.0,0.0,0.0,-0.18,0.020000000000000018,-0.2,-1.3699999999999999,0.12999999999999995,-1.4999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,-0.09999999999999998,0.09999999999999998,-0.19999999999999996,-2.2,0.5,-2.7,0.10000000000000003,-0.3,0.4,4.0,4.0,0.0,-0.42,0.05,-0.47,-1,0.0,0,0,,
11485,2024-04-28,2024,KIW,SAM,1455.6176781164747,1540.4204460065635,-84.80276789008872,1.0,1.0,0.0,1,1,0,3,3,0,5,5,0,7,6,1,0.0,0.8,-0.8,0.1,0.8,-0.7000000000000001,-6.0,3.6,-9.6,-4.3,2.6,-6.9,1.6,5.8,-4.199999999999999,7.6,2.2,5.3999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,-0.8,-6.0,2.4,-8.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.38,0.32000000000000006,-0.7000000000000001,-4.27,2.63,-6.8999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,-0.1,-1.7000000000000002,1.0,-2.7,-0.1,0.0,-0.1,4.0,4.0,0.0,-0.43,2.08,-2.5100000000000002,-1,0.0,0,0,,
11486,2024-04-30,2024,KIA,KTW,1566.4239557625294,1472.9923493983888,93.43160636414063,2.0,2.0,0.0,0,0,0,2,2,0,4,4,0,6,6,0,0.6,0.6,0.0,0.6,0.5,0.09999999999999998,2.4,2.0,0.3999999999999999,1.0,1.3,-0.30000000000000004,7.6,5.8,1.7999999999999998,5.2,3.8,1.4000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.6000000000000001,0.4,-1.4,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.12999999999999995,0.02999999999999997,0.09999999999999998,1.09,1.3900000000000001,-0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,-0.09999999999999998,1.4,0.7,0.7,0.20000000000000007,-0.3,0.5,2.0,2.0,0.0,0.6,0.65,-0.050000000000000044,-1,0.0,0,0,,
11487,2024-04-30,2024,NCD,LG,1548.2850280275386,1530.9121841573572,17.37284387018144,2.0,2.0,0.0,0,0,0,2,2,0,4,4,0,6,6,0,0.8,0.6,0.20000000000000007,0.6,0.5,0.09999999999999998,1.2,0.2,1.0,0.9,-0.5,1.4,3.4,5.6,-2.1999999999999997,2.2,5.4,-3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.4,1.2,-0.4,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.12999999999999995,0.02999999999999997,0.09999999999999998,0.99,-0.41000000000000003,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000000000007,0.09999999999999998,0.10000000000000009,0.29999999999999993,0.7,-0.4,0.20000000000000007,-0.09999999999999998,0.30000000000000004,2.0,2.0,0.0,0.54,-0.25,0.79,-1,0.0,0,1,,
11488,2024-04-30,2024,HAN,SSG,1451.7311940609143,1492.489954854057,-40.758760793142756,2.0,2.0,0.0,0,0,0,2,2,0,4,4,0,6,5,1,0.2,0.6,-0.39999999999999997,0.2,0.4,-0.2,-4.8,1.4,-6.199999999999999,-2.6,-0.4,-2.2,4.8,6.6,-1.7999999999999998,9.6,5.2,4.3999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,-0.39999999999999997,-2.4,1.4,-3.8,0.0,0.0,0.0,0.0,0.0,0.0,-0.27,-0.07,-0.2,-2.5100000000000002,-0.31000000000000005,-2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,-0.19999999999999996,-2.1999999999999997,1.7999999999999998,-3.9999999999999996,0.0,0.19999999999999996,-0.19999999999999996,2.0,2.0,0.0,-0.52,-0.16000000000000003,-0.36,-1,0.0,0,1,,
11489,2024-04-30,2024,DOO,SAM,1523.7885641120718,1547.281485153627,-23.49292104155529,2.0,2.0,0.0,0,0,0,2,2,0,4,4,0,6,6,0,0.6,0.8,-0.20000000000000007,0.6,0.8,-0.20000000000000007,2.2,3.8,-1.5999999999999996,1.7,2.4,-0.7,8.0,6.6,1.4000000000000004,5.8,2.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,-0.4,0.0,4.4,-4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.12999999999999995,0.33,-0.20000000000000007,1.79,2.4899999999999998,-0.6999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000002,1.4,-0.8999999999999997,0.0,0.19999999999999996,-0.19999999999999996,2.0,2.0,0.0,1.02,1.92,-0.8999999999999999,-1,0.0,0,1,,
11490,2024-04-30,2024,LOT,KIW,1417.3386455041048,1448.7566389694111,-31.41799346530638,2.0,2.0,0.0,0,0,0,2,2,0,4,4,0,5,6,-1,0.2,0.0,0.2,0.4,0.1,0.30000000000000004,-2.0,-6.4,4.4,-0.1,-4.6,4.5,3.2,2.4,0.8000000000000003,5.2,8.8,-3.6000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.19999999999999996,0.2,-1.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07,-0.37,0.3,-0.010000000000000009,-4.51,4.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,-0.1,-0.1,-1.9,-1.8000000000000007,-0.0999999999999992,0.19999999999999996,0.30000000000000004,-0.10000000000000009,2.0,2.0,0.0,-0.04000000000000001,-0.45999999999999996,0.41999999999999993,-1,0.0,0,0,,
11491,2024-05-01,2024,KIA,KTW,1555.5944303572207,1483.8218748036975,71.77255555352326,1.0,1.0,0.0,1,1,0,2,2,0,4,4,0,6,6,0,0.4,0.6,-0.19999999999999996,0.6,0.5,0.09999999999999998,0.6,2.2,-1.6,0.5,1.7,-1.2,7.2,6.6,0.6000000000000005,6.6,4.4,2.1999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.19999999999999996,-1.2,0.0,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.10999999999999993,0.009999999999999953,0.09999999999999998,0.41,1.6099999999999999,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.19999999999999996,0.09999999999999998,-0.29999999999999993,0.09999999999999998,0.5000000000000002,-0.40000000000000024,0.0,-0.09999999999999998,0.09999999999999998,3.0,3.0,0.0,0.3,0.85,-0.55,-1,0.0,0,1,,
11492,2024-05-01,2024,NCD,LG,1555.0881505368284,1524.1090616480674,30.979088888760998,1.0,1.0,0.0,1,1,0,2,2,0,4,4,0,6,6,0,0.8,0.6,0.20000000000000007,0.6,0.5,0.09999999999999998,2.4,-0.2,2.6,1.6,-0.6,2.2,4.4,5.6,-1.1999999999999993,2.0,5.8,-3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.8,3.4,-2.4,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.10999999999999993,0.009999999999999953,0.09999999999999998,1.51,-0.6900000000000001,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000000000007,0.09999999999999998,0.10000000000000009,0.7999999999999998,0.39999999999999997,0.39999999999999986,0.4,-0.3,0.7,3.0,3.0,0.0,0.96,-0.3,1.26,-1,0.0,0,0,,
11493,2024-05-01,2024,HAN,SSG,1459.863782286618,1484.3573666283532,-24.493584341735186,1.0,1.0,0.0,1,1,0,2,2,0,4,4,0,6,6,0,0.4,0.4,0.0,0.3,0.4,-0.10000000000000003,-2.4,-0.8,-1.5999999999999999,-1.9,-0.2,-1.7,6.2,4.6,1.6000000000000005,8.6,5.4,3.1999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,-0.19999999999999996,-1.0,1.2,-2.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.19000000000000006,-0.09000000000000002,-0.10000000000000003,-1.99,-0.29000000000000004,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000003,0.0,0.10000000000000003,-0.5,-0.6000000000000001,0.10000000000000009,0.10000000000000003,0.19999999999999996,-0.09999999999999992,3.0,3.0,0.0,-0.57,-0.08000000000000002,-0.48999999999999994,-1,0.0,0,0,,
11494,2024-05-01,2024,DOO,SAM,1531.5237006664038,1539.546348599295,-8.022647932891232,1.0,1.0,0.0,1,1,0,2,2,0,4,4,0,6,6,0,0.8,0.6,0.20000000000000007,0.7,0.7,0.0,3.4,1.8,1.5999999999999999,2.4,1.7,0.7,8.6,5.4,3.1999999999999993,5.2,3.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,1.6,3.4,-1.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.2099999999999999,0.2099999999999999,0.0,2.31,1.6099999999999999,0.7000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000009,-0.09999999999999998,0.20000000000000007,1.0,0.10000000000000009,0.8999999999999999,0.10000000000000009,0.10000000000000009,0.0,3.0,3.0,0.0,1.68,1.19,0.49,-1,0.0,0,0,,
11495,2024-05-01,2024,LOT,KIW,1409.2561696777836,1456.8391147957323,-47.58294511794861,1.0,1.0,0.0,1,1,0,2,2,0,4,4,0,6,6,0,0.2,0.2,0.0,0.4,0.2,0.2,-1.4,-5.6,4.199999999999999,-0.2,-4.1,3.8999999999999995,3.2,3.4,-0.19999999999999973,4.6,9.0,-4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,-0.19999999999999996,-0.4,-0.6,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,-0.09000000000000002,-0.29000000000000004,0.2,-0.29000000000000004,-4.1899999999999995,3.8999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,-0.2,-1.2,-1.5,0.30000000000000004,0.0,0.39999999999999997,-0.39999999999999997,3.0,3.0,0.0,-0.08000000000000002,-0.82,0.74,-1,0.0,0,0,,
11496,2024-05-02,2024,KIA,KTW,1561.210482318619,1478.2058228422993,83.0046594763196,1.0,1.0,0.0,1,1,0,2,2,0,4,4,0,6,6,0,0.4,0.4,0.0,0.6,0.5,0.09999999999999998,0.0,-1.2,1.2,1.2,1.0,0.19999999999999996,6.4,5.0,1.4000000000000004,6.4,6.2,0.20000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.19999999999999996,-0.4,-1.2,0.7999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.020000000000000018,0.09999999999999998,1.22,1.02,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,-0.19999999999999996,-0.09999999999999998,-0.09999999999999998,-1.2,-2.2,1.0000000000000002,0.0,-0.09999999999999998,0.09999999999999998,3.0,3.0,0.0,0.72,0.5,0.21999999999999997,-1,0.0,0,0,,
11497,2024-05-02,2024,NCD,LG,1545.5869289087507,1533.610283276145,11.976645632605596,1.0,1.0,0.0,1,1,0,2,2,0,4,4,0,6,6,0,0.8,0.6,0.20000000000000007,0.6,0.5,0.09999999999999998,1.4,0.4,0.9999999999999999,0.8,0.0,0.8,4.0,6.0,-2.0,2.6,5.6,-2.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.4,1.4,-0.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.020000000000000018,0.09999999999999998,0.8200000000000001,0.020000000000000018,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000000000007,0.09999999999999998,0.10000000000000009,0.5999999999999999,0.4,0.19999999999999984,0.20000000000000007,-0.09999999999999998,0.30000000000000004,3.0,3.0,0.0,0.48,0.0,0.48,-1,0.0,0,0,,
11498,2024-05-02,2024,HAN,SSG,1451.6219368399932,1492.5992120749781,-40.97727523498497,1.0,1.0,0.0,1,1,0,2,2,0,4,4,0,6,6,0,0.4,0.6,-0.19999999999999996,0.2,0.4,-0.2,-0.8,0.0,-0.8,-2.5,-0.3,-2.2,7.6,5.6,2.0,8.4,5.6,2.8000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,-0.19999999999999996,-0.8,0.8,-1.6,0.0,0.0,0.0,0.0,0.0,0.0,-0.27999999999999997,-0.07999999999999996,-0.2,-2.48,-0.27999999999999997,-2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.19999999999999996,5.551115123125783e-17,1.7,0.3,1.4,0.2,0.19999999999999996,5.551115123125783e-17,3.0,3.0,0.0,-0.5,-0.12,-0.38,-1,0.0,0,0,,
11499,2024-05-02,2024,DOO,SAM,1522.9037695473055,1548.1662797183933,-25.262510171087797,1.0,1.0,0.0,1,1,0,2,2,0,4,4,0,6,6,0,0.6,0.8,-0.20000000000000007,0.6,0.8,-0.20000000000000007,1.2,4.4,-3.2,0.6,2.9,-2.3,7.6,6.8,0.7999999999999998,6.4,2.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,-0.20000000000000007,0.0,4.4,-4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.32000000000000006,-0.20000000000000007,0.62,2.92,-2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.5000000000000004,-0.9000000000000005,0.0,0.0,0.0,3.0,3.0,0.0,0.36,2.32,-1.96,-1,0.0,0,0,,
11500,2024-05-02,2024,LOT,KIW,1401.545776087221,1464.549508386295,-63.003732299074045,1.0,1.0,0.0,1,1,0,2,2,0,4,4,0,6,6,0,0.0,0.4,-0.4,0.3,0.3,0.0,-2.6,-2.8,0.19999999999999973,-1.2,-2.7,1.5000000000000002,2.6,4.2,-1.6,5.2,7.0,-1.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,-0.19999999999999996,-1.0,-0.6,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.18,-0.18,0.0,-1.18,-2.68,1.5000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.10000000000000003,-0.4,-1.4000000000000001,-0.09999999999999964,-1.3000000000000005,0.10000000000000003,0.3,-0.19999999999999996,3.0,3.0,0.0,-0.36,-0.81,0.45000000000000007,-1,0.0,0,1,,
11501,2024-05-03,2024,KIA,HAN,1550.5932009446142,1443.7595551115096,106.83364583310458,1.0,1.0,0.0,1,1,0,3,3,0,4,4,0,6,6,0,0.4,0.4,0.0,0.5,0.2,0.3,-1.2,0.0,-1.2,-0.2,-2.5,2.3,6.2,7.2,-1.0,7.4,7.2,0.20000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2,-2.0,-3.2,1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.020000000000000018,-0.27999999999999997,0.3,-0.18,-2.48,2.3,0.0,0.0,0.0,0.0,0.0,0.0,-0.09999999999999998,0.2,-0.3,-1.0,2.5,-3.5,-0.09999999999999998,0.0,-0.09999999999999998,3.0,3.0,0.0,-0.1,-0.5,0.4,-1,0.0,0,0,,
11502,2024-05-03,2024,SAM,LOT,1556.3904350194707,1410.1891931239359,146.20124189553485,1.0,1.0,0.0,1,1,0,3,3,0,4,4,0,6,6,0,0.8,0.2,0.6000000000000001,0.8,0.3,0.5,4.2,-1.6,5.800000000000001,3.0,-1.2,4.2,7.0,3.8,3.2,2.8,5.4,-2.6000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.6000000000000001,2.8,-0.4,3.1999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.32000000000000006,-0.18,0.5,3.02,-1.18,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09999999999999998,0.09999999999999998,1.2000000000000002,-0.40000000000000013,1.6000000000000003,0.0,-0.09999999999999998,0.09999999999999998,3.0,3.0,0.0,2.4000000000000004,-0.36,2.7600000000000002,-1,0.0,0,0,,
11503,2024-05-03,2024,SSG,NCD,1500.4615938034617,1536.5117954362292,-36.05020163276754,1.0,1.0,0.0,1,1,0,3,3,0,4,4,0,6,6,0,0.6,0.6,0.0,0.5,0.6,-0.09999999999999998,-0.4,0.4,-0.8,0.1,1.4,-1.2999999999999998,5.4,4.0,1.4000000000000004,5.8,3.6,2.1999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.6,0.2,0.39999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.020000000000000018,0.12,-0.09999999999999998,0.12000000000000002,1.42,-1.2999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,0.0,0.09999999999999998,-0.5,-0.9999999999999999,0.4999999999999999,-0.09999999999999998,-0.19999999999999996,0.09999999999999998,3.0,3.0,0.0,0.05,0.84,-0.7899999999999999,-1,0.0,0,0,,
11504,2024-05-03,2024,LG,DOO,1542.6854167486665,1514.679614246228,28.005802502438428,1.0,1.0,0.0,1,1,0,3,3,0,4,4,0,6,6,0,0.6,0.4,0.19999999999999996,0.5,0.6,-0.09999999999999998,0.4,-0.2,0.6000000000000001,-0.1,0.8,-0.9,5.6,6.0,-0.40000000000000036,5.2,6.2,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.19999999999999996,-1.0,-0.2,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.020000000000000018,0.12,-0.09999999999999998,-0.07999999999999999,0.8200000000000001,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,-0.19999999999999996,0.29999999999999993,0.5,-1.0,1.5,0.09999999999999998,-0.19999999999999996,0.29999999999999993,3.0,3.0,0.0,-0.05,0.48,-0.53,-1,0.0,0,0,,
11505,2024-05-03,2024,KTW,KIW,1488.823104216304,1455.90609134958,32.91701286672401,1.0,1.0,0.0,1,1,0,3,3,0,4,4,0,6,6,0,0.6,0.4,0.19999999999999996,0.6,0.2,0.39999999999999997,0.8,-2.4,3.2,1.7,-3.2,4.9,7.0,5.2,1.7999999999999998,6.2,7.6,-1.3999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,1.6,1.4,0.20000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-0.27999999999999997,0.39999999999999997,1.72,-3.18,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,-0.8999999999999999,0.8000000000000003,-1.7000000000000002,0.0,0.39999999999999997,-0.39999999999999997,3.0,3.0,0.0,1.02,-0.6400000000000001,1.6600000000000001,-1,0.0,0,1,,
11506,2024-05-04,2024,KIA,HAN,1539.4974505349235,1454.8553055212003,84.64214501372317,1.0,1.0,0.0,1,1,0,3,3,0,4,4,0,6,6,0,0.4,0.4,0.0,0.5,0.3,0.2,-1.0,-0.6,-0.4,0.7,-2.1,2.8,6.0,6.0,0.0,7.0,6.6,0.40000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,-3.8,-3.4,-0.3999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.6799999999999999,-2.12,2.8,0.0,0.0,0.0,0.0,0.0,0.0,-0.09999999999999998,0.10000000000000003,-0.2,-1.7,1.5,-3.2,-0.3,-0.09999999999999998,-0.2,3.0,3.0,0.0,0.35,-0.63,0.98,-1,0.0,0,1,,
