game_id,date,time,season,home_team,away_team,home_runs_total,away_runs_total,home_r1,away_r1,home_r2,away_r2,home_r3,away_r3,home_r4,away_r4,home_r5,away_r5,home_runs_f5,away_runs_f5,attendance,odds_details,odds_over_under,home_is_favorite,home_hits,away_hits,detail_parsed,status_completed,status_state,status_description,status_detail,game_url
13316,2026-04-12,,2026,LG,SSG,9,1,0,0,0,0,2,0,2,0,5,0,9,0,0,N/A,0.0,-1,9,8,1,1,post,Final,SSG Landers 1 : 9 Final LG Twins,https://mykbostats.com/games/13316-SSG-vs-LG-20260412
13315,2026-04-12,,2026,KTW,DOO,6,1,0,0,0,0,1,0,0,0,2,0,3,0,0,N/A,0.0,-1,8,6,1,1,post,Final,Doosan Bears 1 : 6 Final KT Wiz,https://mykbostats.com/games/13315-Doosan-vs-KT-20260412
13314,2026-04-12,,2026,SAM,NCD,9,3,0,0,4,0,0,0,2,0,0,0,6,0,0,N/A,0.0,-1,14,6,1,1,post,Final,NC Dinos 3 : 9 Final Samsung Lions,https://mykbostats.com/games/13314-NC-vs-Samsung-20260412
13313,2026-04-12,,2026,KIW,LOT,2,0,1,0,0,0,1,0,0,0,0,0,2,0,0,N/A,0.0,-1,5,6,1,1,post,Final,Lotte Giants 0 : 2 Final Kiwoom Heroes,https://mykbostats.com/games/13313-Lotte-vs-Kiwoom-20260412
13312,2026-04-12,,2026,HAN,KIA,3,9,0,1,0,0,1,0,0,3,1,0,2,4,0,N/A,0.0,-1,8,13,1,1,post,Final,Kia Tigers 9 : 3 Final Hanwha Eagles,https://mykbostats.com/games/13312-Kia-vs-Hanwha-20260412
13311,2026-04-11,,2026,LG,SSG,4,3,0,0,1,1,0,0,0,1,0,0,1,2,0,N/A,0.0,-1,7,13,1,1,post,Final,SSG Landers 3 : 4 Final LG Twins,https://mykbostats.com/games/13311-SSG-vs-LG-20260411
13310,2026-04-11,,2026,KTW,DOO,6,4,0,0,0,0,3,0,1,0,1,0,5,0,0,N/A,0.0,-1,10,8,1,1,post,Final,Doosan Bears 4 : 6 Final KT Wiz,https://mykbostats.com/games/13310-Doosan-vs-KT-20260411
13309,2026-04-11,,2026,SAM,NCD,5,4,0,1,5,0,0,3,0,0,0,0,5,4,0,N/A,0.0,-1,6,7,1,1,post,Final,NC Dinos 4 : 5 Final Samsung Lions,https://mykbostats.com/games/13309-NC-vs-Samsung-20260411
13308,2026-04-11,,2026,KIW,LOT,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,N/A,0.0,-1,5,11,1,1,post,Final,Lotte Giants 3 : 1 Final/10 Kiwoom Heroes,https://mykbostats.com/games/13308-Lotte-vs-Kiwoom-20260411
13307,2026-04-11,,2026,HAN,KIA,5,6,1,0,0,0,2,0,1,0,0,1,4,1,0,N/A,0.0,-1,10,12,1,1,post,Final,Kia Tigers 6 : 5 Final Hanwha Eagles,https://mykbostats.com/games/13307-Kia-vs-Hanwha-20260411
13306,2026-04-10,,2026,LG,SSG,10,2,3,0,0,0,0,0,2,0,0,1,5,1,0,N/A,0.0,-1,10,8,1,1,post,Final,SSG Landers 2 : 10 Final LG Twins,https://mykbostats.com/games/13306-SSG-vs-LG-20260410
13305,2026-04-10,,2026,KTW,DOO,7,8,0,1,0,0,0,1,0,0,0,0,0,2,0,N/A,0.0,-1,11,11,1,1,post,Final,Doosan Bears 8 : 7 Final/11 KT Wiz,https://mykbostats.com/games/13305-Doosan-vs-KT-20260410
13304,2026-04-10,,2026,SAM,NCD,8,5,1,0,0,0,0,0,1,1,1,1,3,2,0,N/A,0.0,-1,10,11,1,1,post,Final,NC Dinos 5 : 8 Final Samsung Lions,https://mykbostats.com/games/13304-NC-vs-Samsung-20260410
13303,2026-04-10,,2026,KIW,LOT,1,3,0,1,0,0,0,0,1,1,0,1,1,3,0,N/A,0.0,-1,4,11,1,1,post,Final,Lotte Giants 3 : 1 Final Kiwoom Heroes,https://mykbostats.com/games/13303-Lotte-vs-Kiwoom-20260410
13302,2026-04-10,,2026,HAN,KIA,5,6,1,0,1,0,0,1,0,2,0,0,2,3,0,N/A,0.0,-1,7,7,1,1,post,Final,Kia Tigers 6 : 5 Final Hanwha Eagles,https://mykbostats.com/games/13302-Kia-vs-Hanwha-20260410
13296,2026-04-08,,2026,DOO,KIW,7,3,2,0,0,0,0,0,2,0,1,0,5,0,0,N/A,0.0,-1,8,7,1,1,post,Final,Kiwoom Heroes 3 : 7 Final Doosan Bears,https://mykbostats.com/games/13296-Kiwoom-vs-Doosan-20260408
13295,2026-04-08,,2026,KIA,SAM,15,5,2,1,6,0,4,0,1,4,2,0,15,5,0,N/A,0.0,-1,19,13,1,1,post,Final,Samsung Lions 5 : 15 Final Kia Tigers,https://mykbostats.com/games/13295-Samsung-vs-Kia-20260408
13294,2026-04-08,,2026,NCD,LG,4,5,1,0,0,0,0,0,1,0,0,0,2,0,0,N/A,0.0,-1,7,11,1,1,post,Final,LG Twins 5 : 4 Final NC Dinos,https://mykbostats.com/games/13294-LG-vs-NC-20260408
13293,2026-04-08,,2026,LOT,KTW,6,1,0,0,1,1,0,0,2,0,2,0,5,1,0,N/A,0.0,-1,13,3,1,1,post,Final,KT Wiz 1 : 6 Final Lotte Giants,https://mykbostats.com/games/13293-KT-vs-Lotte-20260408
13292,2026-04-08,,2026,SSG,HAN,3,4,0,0,0,0,1,4,0,0,1,0,2,4,0,N/A,0.0,-1,9,5,1,1,post,Final,Hanwha Eagles 4 : 3 Final SSG Landers,https://mykbostats.com/games/13292-Hanwha-vs-SSG-20260408
13291,2026-04-07,,2026,DOO,KIW,2,5,0,1,0,1,1,0,1,0,0,0,2,2,0,N/A,0.0,-1,6,7,1,1,post,Final,Kiwoom Heroes 5 : 2 Final Doosan Bears,https://mykbostats.com/games/13291-Kiwoom-vs-Doosan-20260407
13290,2026-04-07,,2026,KIA,SAM,3,10,2,1,0,0,0,0,0,0,1,0,3,1,0,N/A,0.0,-1,6,11,1,1,post,Final,Samsung Lions 10 : 3 Final Kia Tigers,https://mykbostats.com/games/13290-Samsung-vs-Kia-20260407
13289,2026-04-07,,2026,NCD,LG,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.0,-1,9,6,1,1,post,Final,LG Twins 2 : 0 Final NC Dinos,https://mykbostats.com/games/13289-LG-vs-NC-20260407
13288,2026-04-07,,2026,LOT,KTW,3,7,1,0,0,0,0,2,0,0,0,1,1,3,0,N/A,0.0,-1,11,9,1,1,post,Final,KT Wiz 7 : 3 Final Lotte Giants,https://mykbostats.com/games/13288-KT-vs-Lotte-20260407
13287,2026-04-07,,2026,SSG,HAN,2,6,2,1,0,0,0,3,0,0,0,0,2,4,0,N/A,0.0,-1,4,8,1,1,post,Final,Hanwha Eagles 6 : 2 Final SSG Landers,https://mykbostats.com/games/13287-Hanwha-vs-SSG-20260407
13286,2026-04-05,,2026,KTW,SAM,2,0,0,0,1,0,1,0,0,0,0,0,2,0,0,,0.0,-1,6,6,1,1,post,Final,Samsung Lions 0 : 2 Final KT Wiz,https://mykbostats.com/games/13286-Samsung-vs-KT-20260405
13285,2026-04-05,,2026,LOT,SSG,3,4,0,0,0,0,2,0,1,1,0,2,3,3,0,,0.0,-1,10,7,1,1,post,Final,SSG Landers 4 : 3 Final Lotte Giants,https://mykbostats.com/games/13285-SSG-vs-Lotte-20260405
13284,2026-04-05,,2026,KIA,NCD,3,0,0,0,1,0,0,0,1,0,0,0,2,0,0,,0.0,-1,7,4,1,1,post,Final,NC Dinos 0 : 3 Final Kia Tigers,https://mykbostats.com/games/13284-NC-vs-Kia-20260405
13283,2026-04-05,,2026,KIW,LG,5,6,0,2,1,0,0,0,0,2,0,0,1,4,0,,0.0,-1,9,15,1,1,post,Final,LG Twins 6 : 5 Final Kiwoom Heroes,https://mykbostats.com/games/13283-LG-vs-Kiwoom-20260405
13282,2026-04-05,,2026,DOO,HAN,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,,0.0,-1,8,5,1,1,post,Final,Hanwha Eagles 0 : 8 Final Doosan Bears,https://mykbostats.com/games/13282-Hanwha-vs-Doosan-20260405
13281,2026-04-04,,2026,KTW,SAM,6,8,0,2,5,1,0,0,0,2,0,1,5,6,0,,0.0,-1,11,14,1,1,post,Final,Samsung Lions 8 : 6 Final KT Wiz,https://mykbostats.com/games/13281-Samsung-vs-KT-20260404
13280,2026-04-04,,2026,LOT,SSG,6,7,3,4,1,0,2,0,0,2,0,0,6,6,0,,0.0,-1,7,14,1,1,post,Final,SSG Landers 7 : 6 Final Lotte Giants,https://mykbostats.com/games/13280-SSG-vs-Lotte-20260404
13279,2026-04-04,,2026,KIA,NCD,0,6,0,2,0,1,0,0,0,1,0,0,0,4,0,,0.0,-1,5,10,1,1,post,Final,NC Dinos 6 : 0 Final Kia Tigers,https://mykbostats.com/games/13279-NC-vs-Kia-20260404
13278,2026-04-04,,2026,KIW,LG,4,6,0,0,2,0,2,0,0,0,0,1,4,1,0,,0.0,-1,10,9,1,1,post,Final,LG Twins 6 : 4 Final Kiwoom Heroes,https://mykbostats.com/games/13278-LG-vs-Kiwoom-20260404
13277,2026-04-04,,2026,DOO,HAN,3,9,0,3,0,0,0,0,0,0,2,3,2,6,0,,0.0,-1,8,13,1,1,post,Final,Hanwha Eagles 9 : 3 Final Doosan Bears,https://mykbostats.com/games/13277-Hanwha-vs-Doosan-20260404
13276,2026-04-03,,2026,KTW,SAM,1,2,0,0,1,0,0,1,0,0,0,0,1,1,0,,0.0,-1,7,7,1,1,post,Final,Samsung Lions 2 : 1 Final KT Wiz,https://mykbostats.com/games/13276-Samsung-vs-KT-20260403
13275,2026-04-03,,2026,LOT,SSG,2,17,0,1,0,3,0,3,0,1,0,1,0,9,0,,0.0,-1,7,18,1,1,post,Final,SSG Landers 17 : 2 Final Lotte Giants,https://mykbostats.com/games/13275-SSG-vs-Lotte-20260403
13274,2026-04-03,,2026,KIA,NCD,2,5,0,1,0,0,0,0,0,0,0,1,0,2,0,,0.0,-1,3,8,1,1,post,Final,NC Dinos 5 : 2 Final Kia Tigers,https://mykbostats.com/games/13274-NC-vs-Kia-20260403
13273,2026-04-03,,2026,KIW,LG,5,2,0,0,0,0,3,0,0,1,1,0,4,1,0,,0.0,-1,11,10,1,1,post,Final,LG Twins 2 : 5 Final Kiwoom Heroes,https://mykbostats.com/games/13273-LG-vs-Kiwoom-20260403
13272,2026-04-03,,2026,DOO,HAN,6,11,0,0,0,4,0,0,0,3,0,0,0,7,0,,0.0,-1,10,13,1,1,post,Final,Hanwha Eagles 11 : 6 Final Doosan Bears,https://mykbostats.com/games/13272-Hanwha-vs-Doosan-20260403
13271,2026-04-02,,2026,SSG,KIW,11,1,2,0,0,0,3,0,0,0,1,0,6,0,0,,0.0,-1,12,7,1,1,post,Final,Kiwoom Heroes 1 : 11 Final SSG Landers,https://mykbostats.com/games/13271-Kiwoom-vs-SSG-20260402
13270,2026-04-02,,2026,SAM,DOO,5,2,1,0,0,1,0,0,0,0,0,0,1,1,0,,0.0,-1,6,4,1,1,post,Final,Doosan Bears 2 : 5 Final Samsung Lions,https://mykbostats.com/games/13270-Doosan-vs-Samsung-20260402
13269,2026-04-02,,2026,NCD,LOT,8,4,0,0,0,1,0,0,0,0,4,2,4,3,0,,0.0,-1,10,6,1,1,post,Final,Lotte Giants 4 : 8 Final NC Dinos,https://mykbostats.com/games/13269-Lotte-vs-NC-20260402
13268,2026-04-02,,2026,HAN,KTW,8,13,0,0,0,0,0,5,1,0,0,0,1,5,0,,0.0,-1,10,19,1,1,post,Final,KT Wiz 13 : 8 Final Hanwha Eagles,https://mykbostats.com/games/13268-KT-vs-Hanwha-20260402
13267,2026-04-02,,2026,LG,KIA,2,1,0,0,1,1,0,0,1,0,0,0,2,1,0,,0.0,-1,5,7,1,1,post,Final,Kia Tigers 1 : 2 Final LG Twins,https://mykbostats.com/games/13267-Kia-vs-LG-20260402
13266,2026-04-01,,2026,SSG,KIW,2,11,0,3,0,0,0,0,0,0,0,2,0,5,0,,0.0,-1,8,15,1,1,post,Final,Kiwoom Heroes 11 : 2 Final SSG Landers,https://mykbostats.com/games/13266-Kiwoom-vs-SSG-20260401
13265,2026-04-01,,2026,SAM,DOO,13,3,3,0,0,0,2,0,3,0,0,2,8,2,0,,0.0,-1,13,7,1,1,post,Final,Doosan Bears 3 : 13 Final Samsung Lions,https://mykbostats.com/games/13265-Doosan-vs-Samsung-20260401
13264,2026-04-01,,2026,NCD,LOT,5,4,0,0,0,0,0,0,0,1,2,0,2,1,0,,0.0,-1,11,8,1,1,post,Final,Lotte Giants 4 : 5 Final NC Dinos,https://mykbostats.com/games/13264-Lotte-vs-NC-20260401
13263,2026-04-01,,2026,HAN,KTW,11,14,2,1,0,0,0,1,0,0,1,0,3,2,0,,0.0,-1,14,14,1,1,post,Final,KT Wiz 14 : 11 Final Hanwha Eagles,https://mykbostats.com/games/13263-KT-vs-Hanwha-20260401
13262,2026-04-01,,2026,LG,KIA,7,2,3,0,0,0,0,0,0,0,0,1,3,1,0,,0.0,-1,8,7,1,1,post,Final,Kia Tigers 2 : 7 Final LG Twins,https://mykbostats.com/games/13262-Kia-vs-LG-20260401
13261,2026-03-31,,2026,SSG,KIW,9,3,0,0,0,1,0,1,1,0,0,0,1,2,0,,0.0,-1,12,9,1,1,post,Final,Kiwoom Heroes 3 : 9 Final SSG Landers,https://mykbostats.com/games/13261-Kiwoom-vs-SSG-20260331
13260,2026-03-31,,2026,SAM,DOO,5,5,0,0,0,0,1,1,0,3,0,1,1,5,0,,0.0,-1,9,12,1,1,post,Final,Doosan Bears 5 : 5 Final/11 Samsung Lions,https://mykbostats.com/games/13260-Doosan-vs-Samsung-20260331
13259,2026-03-31,,2026,NCD,LOT,9,2,0,0,0,1,4,1,0,0,0,0,4,2,0,,0.0,-1,8,5,1,1,post,Final,Lotte Giants 2 : 9 Final NC Dinos,https://mykbostats.com/games/13259-Lotte-vs-NC-20260331
13258,2026-03-31,,2026,HAN,KTW,4,9,0,1,0,0,0,0,0,0,0,1,0,2,0,,0.0,-1,9,12,1,1,post,Final,KT Wiz 9 : 4 Final Hanwha Eagles,https://mykbostats.com/games/13258-KT-vs-Hanwha-20260331
13257,2026-03-31,,2026,LG,KIA,2,7,0,1,0,5,0,1,0,0,0,0,0,7,0,,0.0,-1,5,12,1,1,post,Final,Kia Tigers 7 : 2 Final LG Twins,https://mykbostats.com/games/13257-Kia-vs-LG-20260331
13256,2026-03-29,,2026,HAN,KIW,10,4,0,0,3,2,2,0,2,0,0,0,7,2,0,,0.0,-1,15,6,1,1,post,Final,Kiwoom Heroes 4 : 10 Final Hanwha Eagles,https://mykbostats.com/games/13256-Kiwoom-vs-Hanwha-20260329
13255,2026-03-29,,2026,NCD,DOO,6,9,0,0,0,0,0,0,4,0,0,0,4,0,0,,0.0,-1,10,10,1,1,post,Final,Doosan Bears 9 : 6 Final NC Dinos,https://mykbostats.com/games/13255-Doosan-vs-NC-20260329
13254,2026-03-29,,2026,SAM,LOT,2,6,0,0,0,0,0,0,0,1,1,1,1,2,0,,0.0,-1,5,11,1,1,post,Final,Lotte Giants 6 : 2 Final Samsung Lions,https://mykbostats.com/games/13254-Lotte-vs-Samsung-20260329
13253,2026-03-29,,2026,LG,KTW,5,6,0,3,0,0,3,0,2,0,0,0,5,3,0,,0.0,-1,10,11,1,1,post,Final,KT Wiz 6 : 5 Final LG Twins,https://mykbostats.com/games/13253-KT-vs-LG-20260329
13252,2026-03-29,,2026,SSG,KIA,11,6,0,0,4,0,5,0,1,2,0,0,10,2,0,,0.0,-1,8,8,1,1,post,Final,Kia Tigers 6 : 11 Final SSG Landers,https://mykbostats.com/games/13252-Kia-vs-SSG-20260329
13251,2026-03-28,,2026,HAN,KIW,10,9,1,0,0,0,1,0,1,0,0,4,3,4,0,,0.0,-1,16,12,1,1,post,Final,Kiwoom Heroes 9 : 10 Final/11 Hanwha Eagles,https://mykbostats.com/games/13251-Kiwoom-vs-Hanwha-20260328
13250,2026-03-28,,2026,NCD,DOO,6,0,0,0,0,0,3,0,0,0,0,0,3,0,0,,0.0,-1,5,3,1,1,post,Final,Doosan Bears 0 : 6 Final NC Dinos,https://mykbostats.com/games/13250-Doosan-vs-NC-20260328
13249,2026-03-28,,2026,SAM,LOT,3,6,0,2,0,0,0,0,0,1,0,0,0,3,0,,0.0,-1,8,11,1,1,post,Final,Lotte Giants 6 : 3 Final Samsung Lions,https://mykbostats.com/games/13249-Lotte-vs-Samsung-20260328
13248,2026-03-28,,2026,LG,KTW,7,11,0,6,0,0,2,0,0,1,1,0,3,7,0,,0.0,-1,12,18,1,1,post,Final,KT Wiz 11 : 7 Final LG Twins,https://mykbostats.com/games/13248-KT-vs-LG-20260328
13247,2026-03-28,,2026,SSG,KIA,7,6,0,2,0,0,0,1,0,0,0,2,0,5,0,,0.0,-1,8,12,1,1,post,Final,Kia Tigers 6 : 7 Final SSG Landers,https://mykbostats.com/games/13247-Kia-vs-SSG-20260328
13246,2026-03-24,,2026,LG,KIW,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,Kiwoom Heroes 5 : 2 Final LG Twins,https://mykbostats.com/games/13246-Kiwoom-vs-LG-20260324
13245,2026-03-24,,2026,KTW,DOO,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,Doosan Bears 3 : 7 Final KT Wiz,https://mykbostats.com/games/13245-Doosan-vs-KT-20260324
13244,2026-03-24,,2026,HAN,NCD,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,NC Dinos 8 : 9 Final Hanwha Eagles,https://mykbostats.com/games/13244-NC-vs-Hanwha-20260324
13243,2026-03-24,,2026,SSG,LOT,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,Lotte Giants 3 : 6 Final SSG Landers,https://mykbostats.com/games/13243-Lotte-vs-SSG-20260324
13242,2026-03-24,,2026,SAM,KIA,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,Kia Tigers 2 : 1 Final Samsung Lions,https://mykbostats.com/games/13242-Kia-vs-Samsung-20260324
13241,2026-03-23,,2026,HAN,NCD,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,NC Dinos 4 : 11 Final Hanwha Eagles,https://mykbostats.com/games/13241-NC-vs-Hanwha-20260323
13240,2026-03-23,,2026,SAM,KIA,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,Kia Tigers 1 : 7 Final Samsung Lions,https://mykbostats.com/games/13240-Kia-vs-Samsung-20260323
13239,2026-03-23,,2026,LG,KIW,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,Kiwoom Heroes 13 : 10 Final LG Twins,https://mykbostats.com/games/13239-Kiwoom-vs-LG-20260323
13238,2026-03-23,,2026,KTW,DOO,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,Doosan Bears 12 : 7 Final KT Wiz,https://mykbostats.com/games/13238-Doosan-vs-KT-20260323
13237,2026-03-23,,2026,SSG,LOT,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,Lotte Giants 5 : 2 Final SSG Landers,https://mykbostats.com/games/13237-Lotte-vs-SSG-20260323
13236,2026-03-22,,2026,SSG,KIW,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,Kiwoom Heroes 3 : 4 Final SSG Landers,https://mykbostats.com/games/13236-Kiwoom-vs-SSG-20260322
13235,2026-03-22,,2026,KTW,NCD,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,NC Dinos 2 : 6 Final KT Wiz,https://mykbostats.com/games/13235-NC-vs-KT-20260322
13234,2026-03-22,,2026,SAM,LG,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,LG Twins 14 : 13 Final Samsung Lions,https://mykbostats.com/games/13234-LG-vs-Samsung-20260322
13233,2026-03-22,,2026,DOO,KIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,Kia Tigers 0 : 0 Final Doosan Bears,https://mykbostats.com/games/13233-Kia-vs-Doosan-20260322
13232,2026-03-22,,2026,LOT,HAN,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,Hanwha Eagles 6 : 10 Final Lotte Giants,https://mykbostats.com/games/13232-Hanwha-vs-Lotte-20260322
13231,2026-03-21,,2026,SSG,KIW,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,Kiwoom Heroes 9 : 0 Final SSG Landers,https://mykbostats.com/games/13231-Kiwoom-vs-SSG-20260321
13230,2026-03-21,,2026,KTW,NCD,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,NC Dinos 2 : 8 Final KT Wiz,https://mykbostats.com/games/13230-NC-vs-KT-20260321
13229,2026-03-21,,2026,SAM,LG,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,LG Twins 3 : 4 Final Samsung Lions,https://mykbostats.com/games/13229-LG-vs-Samsung-20260321
13228,2026-03-21,,2026,DOO,KIA,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,Kia Tigers 11 : 6 Final Doosan Bears,https://mykbostats.com/games/13228-Kia-vs-Doosan-20260321
13227,2026-03-21,,2026,LOT,HAN,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,Hanwha Eagles 6 : 12 Final Lotte Giants,https://mykbostats.com/games/13227-Hanwha-vs-Lotte-20260321
13226,2026-03-20,,2026,KTW,KIW,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,Kiwoom Heroes 1 : 4 Final KT Wiz,https://mykbostats.com/games/13226-Kiwoom-vs-KT-20260320
13225,2026-03-20,,2026,NCD,SAM,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,Samsung Lions 4 : 6 Final NC Dinos,https://mykbostats.com/games/13225-Samsung-vs-NC-20260320
13224,2026-03-20,,2026,LOT,DOO,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,Doosan Bears 4 : 1 Final Lotte Giants,https://mykbostats.com/games/13224-Doosan-vs-Lotte-20260320
13223,2026-03-20,,2026,SSG,LG,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,LG Twins 9 : 7 Final SSG Landers,https://mykbostats.com/games/13223-LG-vs-SSG-20260320
13222,2026-03-20,,2026,HAN,KIA,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,Kia Tigers 8 : 13 Final Hanwha Eagles,https://mykbostats.com/games/13222-Kia-vs-Hanwha-20260320
13221,2026-03-19,,2026,KTW,KIW,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,Kiwoom Heroes 11 : 4 Final KT Wiz,https://mykbostats.com/games/13221-Kiwoom-vs-KT-20260319
13220,2026-03-19,,2026,NCD,SAM,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,Samsung Lions 9 : 4 Final NC Dinos,https://mykbostats.com/games/13220-Samsung-vs-NC-20260319
13219,2026-03-19,,2026,LOT,DOO,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,Doosan Bears 3 : 10 Final Lotte Giants,https://mykbostats.com/games/13219-Doosan-vs-Lotte-20260319
13218,2026-03-19,,2026,SSG,LG,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,LG Twins 12 : 7 Final SSG Landers,https://mykbostats.com/games/13218-LG-vs-SSG-20260319
13217,2026-03-19,,2026,HAN,KIA,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,Kia Tigers 5 : 7 Final Hanwha Eagles,https://mykbostats.com/games/13217-Kia-vs-Hanwha-20260319
13216,2026-03-17,,2026,LOT,KIW,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,Kiwoom Heroes 4 : 4 Final Lotte Giants,https://mykbostats.com/games/13216-Kiwoom-vs-Lotte-20260317
13215,2026-03-17,,2026,SSG,SAM,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,Samsung Lions 4 : 8 Final SSG Landers,https://mykbostats.com/games/13215-Samsung-vs-SSG-20260317
13214,2026-03-17,,2026,HAN,DOO,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,Doosan Bears 3 : 2 Final Hanwha Eagles,https://mykbostats.com/games/13214-Doosan-vs-Hanwha-20260317
13213,2026-03-17,,2026,KTW,LG,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,LG Twins 5 : 8 Final KT Wiz,https://mykbostats.com/games/13213-LG-vs-KT-20260317
13212,2026-03-17,,2026,NCD,KIA,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,Kia Tigers 2 : 3 Final NC Dinos,https://mykbostats.com/games/13212-Kia-vs-NC-20260317
13211,2026-03-16,,2026,NCD,KIA,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,Kia Tigers 3 : 4 Final NC Dinos,https://mykbostats.com/games/13211-Kia-vs-NC-20260316
13210,2026-03-16,,2026,LOT,KIW,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,Kiwoom Heroes 1 : 12 Final Lotte Giants,https://mykbostats.com/games/13210-Kiwoom-vs-Lotte-20260316
13209,2026-03-16,,2026,SSG,SAM,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,Samsung Lions 8 : 0 Final SSG Landers,https://mykbostats.com/games/13209-Samsung-vs-SSG-20260316
13208,2026-03-16,,2026,HAN,DOO,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,Doosan Bears 8 : 4 Final Hanwha Eagles,https://mykbostats.com/games/13208-Doosan-vs-Hanwha-20260316
13207,2026-03-16,,2026,KTW,LG,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,LG Twins 5 : 3 Final KT Wiz,https://mykbostats.com/games/13207-LG-vs-KT-20260316
13206,2026-03-15,,2026,NCD,KIW,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,Kiwoom Heroes 8 : 1 Final NC Dinos,https://mykbostats.com/games/13206-Kiwoom-vs-NC-20260315
13205,2026-03-15,,2026,DOO,SAM,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,-1,0,0,0,1,post,Final,Samsung Lions 2 : 8 Final Doosan Bears,https://mykbostats.com/games/13205-Samsung-vs-Doosan-20260315
